Shift: 10
kodizom 0 1 2 3 4 5 6
imkoozd 3 6 0 5 1 4 2
imkodoz 3 6 0 5 2 1 4
imkodzo 3 6 0 5 2 4 1
imkozod 3 6 0 5 4 1 2
imkozdo 3 6 0 5 4 2 1
imokdzo 3 6 1 0 2 4 5
imokdoz 3 6 1 0 2 5 4
imokzdo 3 6 1 0 4 2 5
imokzod 3 6 1 0 4 5 2
imokodz 3 6 1 0 5 2 4
imokozd 3 6 1 0 5 4 2
imodkzo 3 6 1 2 0 4 5
imodkoz 3 6 1 2 0 5 4
imodzko 3 6 1 2 4 0 5
imodzok 3 6 1 2 4 5 0
imodokz 3 6 1 2 5 0 4
imodozk 3 6 1 2 5 4 0
imozkdo 3 6 1 4 0 2 5
imozkod 3 6 1 4 0 5 2
imozdko 3 6 1 4 2 0 5
imozdok 3 6 1 4 2 5 0
imozokd 3 6 1 4 5 0 2
imozodk 3 6 1 4 5 2 0
imookdz 3 6 1 5 0 2 4
imookzd 3 6 1 5 0 4 2
imoodkz 3 6 1 5 2 0 4
imoodzk 3 6 1 5 2 4 0
imoozkd 3 6 1 5 4 0 2
imoozdk 3 6 1 5 4 2 0
imdkozo 3 6 2 0 1 4 5
imdkooz 3 6 2 0 1 5 4
imdkzoo 3 6 2 0 4 1 5
imdkzoo 3 6 2 0 4 5 1
imdkooz 3 6 2 0 5 1 4
imdkozo 3 6 2 0 5 4 1
imdokzo 3 6 2 1 0 4 5
imdokoz 3 6 2 1 0 5 4
imdozko 3 6 2 1 4 0 5
imdozok 3 6 2 1 4 5 0
imdookz 3 6 2 1 5 0 4
imdoozk 3 6 2 1 5 4 0
imdzkoo 3 6 2 4 0 1 5
imdzkoo 3 6 2 4 0 5 1
imdzoko 3 6 2 4 1 0 5
imdzook 3 6 2 4 1 5 0
imdzoko 3 6 2 4 5 0 1
imdzook 3 6 2 4 5 1 0
imdokoz 3 6 2 5 0 1 4
imdokzo 3 6 2 5 0 4 1
imdookz 3 6 2 5 1 0 4
imdoozk 3 6 2 5 1 4 0
imdozko 3 6 2 5 4 0 1
imdozok 3 6 2 5 4 1 0
imzkodo 3 6 4 0 1 2 5
imzkood 3 6 4 0 1 5 2
imzkdoo 3 6 4 0 2 1 5
imzkdoo 3 6 4 0 2 5 1
imzkood 3 6 4 0 5 1 2
imzkodo 3 6 4 0 5 2 1
imzokdo 3 6 4 1 0 2 5
imzokod 3 6 4 1 0 5 2
imzodko 3 6 4 1 2 0 5
imzodok 3 6 4 1 2 5 0
imzookd 3 6 4 1 5 0 2
imzoodk 3 6 4 1 5 2 0
imzdkoo 3 6 4 2 0 1 5
imzdkoo 3 6 4 2 0 5 1
imzdoko 3 6 4 2 1 0 5
imzdook 3 6 4 2 1 5 0
imzdoko 3 6 4 2 5 0 1
imzdook 3 6 4 2 5 1 0
imzokod 3 6 4 5 0 1 2
imzokdo 3 6 4 5 0 2 1
imzookd 3 6 4 5 1 0 2
imzoodk 3 6 4 5 1 2 0
imzodko 3 6 4 5 2 0 1
imzodok 3 6 4 5 2 1 0
imokodz 3 6 5 0 1 2 4
imokozd 3 6 5 0 1 4 2
imokdoz 3 6 5 0 2 1 4
imokdzo 3 6 5 0 2 4 1
imokzod 3 6 5 0 4 1 2
imokzdo 3 6 5 0 4 2 1
imookdz 3 6 5 1 0 2 4
imookzd 3 6 5 1 0 4 2
imoodkz 3 6 5 1 2 0 4
imoodzk 3 6 5 1 2 4 0
imoozkd 3 6 5 1 4 0 2
imoozdk 3 6 5 1 4 2 0
imodkoz 3 6 5 2 0 1 4
imodkzo 3 6 5 2 0 4 1
imodokz 3 6 5 2 1 0 4
imodozk 3 6 5 2 1 4 0
imodzko 3 6 5 2 4 0 1
imodzok 3 6 5 2 4 1 0
imozkod 3 6 5 4 0 1 2
imozkdo 3 6 5 4 0 2 1
imozokd 3 6 5 4 1 0 2
imozodk 3 6 5 4 1 2 0
imozdko 3 6 5 4 2 0 1
imozdok 3 6 5 4 2 1 0
zkodiom 4 0 1 2 3 5 6
zkodimo 4 0 1 2 3 6 5
zkodoim 4 0 1 2 5 3 6
zkodomi 4 0 1 2 5 6 3
zkodmio 4 0 1 2 6 3 5
zkodmoi 4 0 1 2 6 5 3
zkoidom 4 0 1 3 2 5 6
zkoidmo 4 0 1 3 2 6 5
zkoiodm 4 0 1 3 5 2 6
zkoiomd 4 0 1 3 5 6 2
zkoimdo 4 0 1 3 6 2 5
zkoimod 4 0 1 3 6 5 2
zkoodim 4 0 1 5 2 3 6
zkoodmi 4 0 1 5 2 6 3
zkooidm 4 0 1 5 3 2 6
zkooimd 4 0 1 5 3 6 2
zkoomdi 4 0 1 5 6 2 3
zkoomid 4 0 1 5 6 3 2
zkomdio 4 0 1 6 2 3 5
zkomdoi 4 0 1 6 2 5 3
zkomido 4 0 1 6 3 2 5
zkomiod 4 0 1 6 3 5 2
zkomodi 4 0 1 6 5 2 3
zkomoid 4 0 1 6 5 3 2
zkdoiom 4 0 2 1 3 5 6
zkdoimo 4 0 2 1 3 6 5
zkdooim 4 0 2 1 5 3 6
zkdoomi 4 0 2 1 5 6 3
zkdomio 4 0 2 1 6 3 5
zkdomoi 4 0 2 1 6 5 3
zkdioom 4 0 2 3 1 5 6
zkdiomo 4 0 2 3 1 6 5
zkdioom 4 0 2 3 5 1 6
zkdiomo 4 0 2 3 5 6 1
zkdimoo 4 0 2 3 6 1 5
zkdimoo 4 0 2 3 6 5 1
zkdooim 4 0 2 5 1 3 6
zkdoomi 4 0 2 5 1 6 3
zkdoiom 4 0 2 5 3 1 6
zkdoimo 4 0 2 5 3 6 1
zkdomoi 4 0 2 5 6 1 3
zkdomio 4 0 2 5 6 3 1
zkdmoio 4 0 2 6 1 3 5
zkdmooi 4 0 2 6 1 5 3
zkdmioo 4 0 2 6 3 1 5
zkdmioo 4 0 2 6 3 5 1
zkdmooi 4 0 2 6 5 1 3
zkdmoio 4 0 2 6 5 3 1
zkiodom 4 0 3 1 2 5 6
zkiodmo 4 0 3 1 2 6 5
zkioodm 4 0 3 1 5 2 6
zkioomd 4 0 3 1 5 6 2
zkiomdo 4 0 3 1 6 2 5
zkiomod 4 0 3 1 6 5 2
zkidoom 4 0 3 2 1 5 6
zkidomo 4 0 3 2 1 6 5
zkidoom 4 0 3 2 5 1 6
zkidomo 4 0 3 2 5 6 1
zkidmoo 4 0 3 2 6 1 5
zkidmoo 4 0 3 2 6 5 1
zkioodm 4 0 3 5 1 2 6
zkioomd 4 0 3 5 1 6 2
zkiodom 4 0 3 5 2 1 6
zkiodmo 4 0 3 5 2 6 1
zkiomod 4 0 3 5 6 1 2
zkiomdo 4 0 3 5 6 2 1
zkimodo 4 0 3 6 1 2 5
zkimood 4 0 3 6 1 5 2
zkimdoo 4 0 3 6 2 1 5
zkimdoo 4 0 3 6 2 5 1
zkimood 4 0 3 6 5 1 2
zkimodo 4 0 3 6 5 2 1
zkoodim 4 0 5 1 2 3 6
zkoodmi 4 0 5 1 2 6 3
zkooidm 4 0 5 1 3 2 6
zkooimd 4 0 5 1 3 6 2
zkoomdi 4 0 5 1 6 2 3
zkoomid 4 0 5 1 6 3 2
zkodoim 4 0 5 2 1 3 6
zkodomi 4 0 5 2 1 6 3
zkodiom 4 0 5 2 3 1 6
zkodimo 4 0 5 2 3 6 1
zkodmoi 4 0 5 2 6 1 3
zkodmio 4 0 5 2 6 3 1
zkoiodm 4 0 5 3 1 2 6
zkoiomd 4 0 5 3 1 6 2
zkoidom 4 0 5 3 2 1 6
zkoidmo 4 0 5 3 2 6 1
zkoimod 4 0 5 3 6 1 2
zkoimdo 4 0 5 3 6 2 1
zkomodi 4 0 5 6 1 2 3
zkomoid 4 0 5 6 1 3 2
zkomdoi 4 0 5 6 2 1 3
zkomdio 4 0 5 6 2 3 1
zkomiod 4 0 5 6 3 1 2
zkomido 4 0 5 6 3 2 1
zkmodio 4 0 6 1 2 3 5
zkmodoi 4 0 6 1 2 5 3
zkmoido 4 0 6 1 3 2 5
zkmoiod 4 0 6 1 3 5 2
zkmoodi 4 0 6 1 5 2 3
zkmooid 4 0 6 1 5 3 2
zkmdoio 4 0 6 2 1 3 5
zkmdooi 4 0 6 2 1 5 3
zkmdioo 4 0 6 2 3 1 5
zkmdioo 4 0 6 2 3 5 1
zkmdooi 4 0 6 2 5 1 3
zkmdoio 4 0 6 2 5 3 1
zkmiodo 4 0 6 3 1 2 5
zkmiood 4 0 6 3 1 5 2
zkmidoo 4 0 6 3 2 1 5
zkmidoo 4 0 6 3 2 5 1
zkmiood 4 0 6 3 5 1 2
zkmiodo 4 0 6 3 5 2 1
zkmoodi 4 0 6 5 1 2 3
zkmooid 4 0 6 5 1 3 2
zkmodoi 4 0 6 5 2 1 3
zkmodio 4 0 6 5 2 3 1
zkmoiod 4 0 6 5 3 1 2
zkmoido 4 0 6 5 3 2 1
zokdiom 4 1 0 2 3 5 6
zokdimo 4 1 0 2 3 6 5
zokdoim 4 1 0 2 5 3 6
zokdomi 4 1 0 2 5 6 3
zokdmio 4 1 0 2 6 3 5
zokdmoi 4 1 0 2 6 5 3
zokidom 4 1 0 3 2 5 6
zokidmo 4 1 0 3 2 6 5
zokiodm 4 1 0 3 5 2 6
zokiomd 4 1 0 3 5 6 2
zokimdo 4 1 0 3 6 2 5
zokimod 4 1 0 3 6 5 2
zokodim 4 1 0 5 2 3 6
zokodmi 4 1 0 5 2 6 3
zokoidm 4 1 0 5 3 2 6
zokoimd 4 1 0 5 3 6 2
zokomdi 4 1 0 5 6 2 3
zokomid 4 1 0 5 6 3 2
zokmdio 4 1 0 6 2 3 5
zokmdoi 4 1 0 6 2 5 3
zokmido 4 1 0 6 3 2 5
zokmiod 4 1 0 6 3 5 2
zokmodi 4 1 0 6 5 2 3
zokmoid 4 1 0 6 5 3 2
zodkiom 4 1 2 0 3 5 6
zodkimo 4 1 2 0 3 6 5
zodkoim 4 1 2 0 5 3 6
zodkomi 4 1 2 0 5 6 3
zodkmio 4 1 2 0 6 3 5
zodkmoi 4 1 2 0 6 5 3
zodikom 4 1 2 3 0 5 6
zodikmo 4 1 2 3 0 6 5
zodiokm 4 1 2 3 5 0 6
zodiomk 4 1 2 3 5 6 0
zodimko 4 1 2 3 6 0 5
zodimok 4 1 2 3 6 5 0
zodokim 4 1 2 5 0 3 6
zodokmi 4 1 2 5 0 6 3
zodoikm 4 1 2 5 3 0 6
zodoimk 4 1 2 5 3 6 0
zodomki 4 1 2 5 6 0 3
zodomik 4 1 2 5 6 3 0
zodmkio 4 1 2 6 0 3 5
zodmkoi 4 1 2 6 0 5 3
zodmiko 4 1 2 6 3 0 5
zodmiok 4 1 2 6 3 5 0
zodmoki 4 1 2 6 5 0 3
zodmoik 4 1 2 6 5 3 0
zoikdom 4 1 3 0 2 5 6
zoikdmo 4 1 3 0 2 6 5
zoikodm 4 1 3 0 5 2 6
zoikomd 4 1 3 0 5 6 2
zoikmdo 4 1 3 0 6 2 5
zoikmod 4 1 3 0 6 5 2
zoidkom 4 1 3 2 0 5 6
zoidkmo 4 1 3 2 0 6 5
zoidokm 4 1 3 2 5 0 6
zoidomk 4 1 3 2 5 6 0
zoidmko 4 1 3 2 6 0 5
zoidmok 4 1 3 2 6 5 0
zoiokdm 4 1 3 5 0 2 6
zoiokmd 4 1 3 5 0 6 2
zoiodkm 4 1 3 5 2 0 6
zoiodmk 4 1 3 5 2 6 0
zoiomkd 4 1 3 5 6 0 2
zoiomdk 4 1 3 5 6 2 0
zoimkdo 4 1 3 6 0 2 5
zoimkod 4 1 3 6 0 5 2
zoimdko 4 1 3 6 2 0 5
zoimdok 4 1 3 6 2 5 0
zoimokd 4 1 3 6 5 0 2
zoimodk 4 1 3 6 5 2 0
zookdim 4 1 5 0 2 3 6
zookdmi 4 1 5 0 2 6 3
zookidm 4 1 5 0 3 2 6
zookimd 4 1 5 0 3 6 2
zookmdi 4 1 5 0 6 2 3
zookmid 4 1 5 0 6 3 2
zoodkim 4 1 5 2 0 3 6
zoodkmi 4 1 5 2 0 6 3
zoodikm 4 1 5 2 3 0 6
zoodimk 4 1 5 2 3 6 0
zoodmki 4 1 5 2 6 0 3
zoodmik 4 1 5 2 6 3 0
zooikdm 4 1 5 3 0 2 6
zooikmd 4 1 5 3 0 6 2
zooidkm 4 1 5 3 2 0 6
zooidmk 4 1 5 3 2 6 0
zooimkd 4 1 5 3 6 0 2
zooimdk 4 1 5 3 6 2 0
zoomkdi 4 1 5 6 0 2 3
zoomkid 4 1 5 6 0 3 2
zoomdki 4 1 5 6 2 0 3
zoomdik 4 1 5 6 2 3 0
zoomikd 4 1 5 6 3 0 2
zoomidk 4 1 5 6 3 2 0
zomkdio 4 1 6 0 2 3 5
zomkdoi 4 1 6 0 2 5 3
zomkido 4 1 6 0 3 2 5
zomkiod 4 1 6 0 3 5 2
zomkodi 4 1 6 0 5 2 3
zomkoid 4 1 6 0 5 3 2
zomdkio 4 1 6 2 0 3 5
zomdkoi 4 1 6 2 0 5 3
zomdiko 4 1 6 2 3 0 5
zomdiok 4 1 6 2 3 5 0
zomdoki 4 1 6 2 5 0 3
zomdoik 4 1 6 2 5 3 0
zomikdo 4 1 6 3 0 2 5
zomikod 4 1 6 3 0 5 2
zomidko 4 1 6 3 2 0 5
zomidok 4 1 6 3 2 5 0
zomiokd 4 1 6 3 5 0 2
zomiodk 4 1 6 3 5 2 0
zomokdi 4 1 6 5 0 2 3
zomokid 4 1 6 5 0 3 2
zomodki 4 1 6 5 2 0 3
zomodik 4 1 6 5 2 3 0
zomoikd 4 1 6 5 3 0 2
zomoidk 4 1 6 5 3 2 0
zdkoiom 4 2 0 1 3 5 6
zdkoimo 4 2 0 1 3 6 5
zdkooim 4 2 0 1 5 3 6
zdkoomi 4 2 0 1 5 6 3
zdkomio 4 2 0 1 6 3 5
zdkomoi 4 2 0 1 6 5 3
zdkioom 4 2 0 3 1 5 6
zdkiomo 4 2 0 3 1 6 5
zdkioom 4 2 0 3 5 1 6
zdkiomo 4 2 0 3 5 6 1
zdkimoo 4 2 0 3 6 1 5
zdkimoo 4 2 0 3 6 5 1
zdkooim 4 2 0 5 1 3 6
zdkoomi 4 2 0 5 1 6 3
zdkoiom 4 2 0 5 3 1 6
zdkoimo 4 2 0 5 3 6 1
zdkomoi 4 2 0 5 6 1 3
zdkomio 4 2 0 5 6 3 1
zdkmoio 4 2 0 6 1 3 5
zdkmooi 4 2 0 6 1 5 3
zdkmioo 4 2 0 6 3 1 5
zdkmioo 4 2 0 6 3 5 1
zdkmooi 4 2 0 6 5 1 3
zdkmoio 4 2 0 6 5 3 1
zdokiom 4 2 1 0 3 5 6
zdokimo 4 2 1 0 3 6 5
zdokoim 4 2 1 0 5 3 6
zdokomi 4 2 1 0 5 6 3
zdokmio 4 2 1 0 6 3 5
zdokmoi 4 2 1 0 6 5 3
zdoikom 4 2 1 3 0 5 6
zdoikmo 4 2 1 3 0 6 5
zdoiokm 4 2 1 3 5 0 6
zdoiomk 4 2 1 3 5 6 0
zdoimko 4 2 1 3 6 0 5
zdoimok 4 2 1 3 6 5 0
zdookim 4 2 1 5 0 3 6
zdookmi 4 2 1 5 0 6 3
zdooikm 4 2 1 5 3 0 6
zdooimk 4 2 1 5 3 6 0
zdoomki 4 2 1 5 6 0 3
zdoomik 4 2 1 5 6 3 0
zdomkio 4 2 1 6 0 3 5
zdomkoi 4 2 1 6 0 5 3
zdomiko 4 2 1 6 3 0 5
zdomiok 4 2 1 6 3 5 0
zdomoki 4 2 1 6 5 0 3
zdomoik 4 2 1 6 5 3 0
zdikoom 4 2 3 0 1 5 6
zdikomo 4 2 3 0 1 6 5
zdikoom 4 2 3 0 5 1 6
zdikomo 4 2 3 0 5 6 1
zdikmoo 4 2 3 0 6 1 5
zdikmoo 4 2 3 0 6 5 1
zdiokom 4 2 3 1 0 5 6
zdiokmo 4 2 3 1 0 6 5
zdiookm 4 2 3 1 5 0 6
zdioomk 4 2 3 1 5 6 0
zdiomko 4 2 3 1 6 0 5
zdiomok 4 2 3 1 6 5 0
zdiokom 4 2 3 5 0 1 6
zdiokmo 4 2 3 5 0 6 1
zdiookm 4 2 3 5 1 0 6
zdioomk 4 2 3 5 1 6 0
zdiomko 4 2 3 5 6 0 1
zdiomok 4 2 3 5 6 1 0
zdimkoo 4 2 3 6 0 1 5
zdimkoo 4 2 3 6 0 5 1
zdimoko 4 2 3 6 1 0 5
zdimook 4 2 3 6 1 5 0
zdimoko 4 2 3 6 5 0 1
zdimook 4 2 3 6 5 1 0
zdokoim 4 2 5 0 1 3 6
zdokomi 4 2 5 0 1 6 3
zdokiom 4 2 5 0 3 1 6
zdokimo 4 2 5 0 3 6 1
zdokmoi 4 2 5 0 6 1 3
zdokmio 4 2 5 0 6 3 1
zdookim 4 2 5 1 0 3 6
zdookmi 4 2 5 1 0 6 3
zdooikm 4 2 5 1 3 0 6
zdooimk 4 2 5 1 3 6 0
zdoomki 4 2 5 1 6 0 3
zdoomik 4 2 5 1 6 3 0
zdoikom 4 2 5 3 0 1 6
zdoikmo 4 2 5 3 0 6 1
zdoiokm 4 2 5 3 1 0 6
zdoiomk 4 2 5 3 1 6 0
zdoimko 4 2 5 3 6 0 1
zdoimok 4 2 5 3 6 1 0
zdomkoi 4 2 5 6 0 1 3
zdomkio 4 2 5 6 0 3 1
zdomoki 4 2 5 6 1 0 3
zdomoik 4 2 5 6 1 3 0
zdomiko 4 2 5 6 3 0 1
zdomiok 4 2 5 6 3 1 0
zdmkoio 4 2 6 0 1 3 5
zdmkooi 4 2 6 0 1 5 3
zdmkioo 4 2 6 0 3 1 5
zdmkioo 4 2 6 0 3 5 1
zdmkooi 4 2 6 0 5 1 3
zdmkoio 4 2 6 0 5 3 1
zdmokio 4 2 6 1 0 3 5
zdmokoi 4 2 6 1 0 5 3
zdmoiko 4 2 6 1 3 0 5
zdmoiok 4 2 6 1 3 5 0
zdmooki 4 2 6 1 5 0 3
zdmooik 4 2 6 1 5 3 0
zdmikoo 4 2 6 3 0 1 5
zdmikoo 4 2 6 3 0 5 1
zdmioko 4 2 6 3 1 0 5
zdmiook 4 2 6 3 1 5 0
zdmioko 4 2 6 3 5 0 1
zdmiook 4 2 6 3 5 1 0
zdmokoi 4 2 6 5 0 1 3
zdmokio 4 2 6 5 0 3 1
zdmooki 4 2 6 5 1 0 3
zdmooik 4 2 6 5 1 3 0
zdmoiko 4 2 6 5 3 0 1
zdmoiok 4 2 6 5 3 1 0
zikodom 4 3 0 1 2 5 6
zikodmo 4 3 0 1 2 6 5
zikoodm 4 3 0 1 5 2 6
zikoomd 4 3 0 1 5 6 2
zikomdo 4 3 0 1 6 2 5
zikomod 4 3 0 1 6 5 2
zikdoom 4 3 0 2 1 5 6
zikdomo 4 3 0 2 1 6 5
zikdoom 4 3 0 2 5 1 6
zikdomo 4 3 0 2 5 6 1
zikdmoo 4 3 0 2 6 1 5
zikdmoo 4 3 0 2 6 5 1
zikoodm 4 3 0 5 1 2 6
zikoomd 4 3 0 5 1 6 2
zikodom 4 3 0 5 2 1 6
zikodmo 4 3 0 5 2 6 1
zikomod 4 3 0 5 6 1 2
zikomdo 4 3 0 5 6 2 1
zikmodo 4 3 0 6 1 2 5
zikmood 4 3 0 6 1 5 2
zikmdoo 4 3 0 6 2 1 5
zikmdoo 4 3 0 6 2 5 1
zikmood 4 3 0 6 5 1 2
zikmodo 4 3 0 6 5 2 1
ziokdom 4 3 1 0 2 5 6
ziokdmo 4 3 1 0 2 6 5
ziokodm 4 3 1 0 5 2 6
ziokomd 4 3 1 0 5 6 2
ziokmdo 4 3 1 0 6 2 5
ziokmod 4 3 1 0 6 5 2
ziodkom 4 3 1 2 0 5 6
ziodkmo 4 3 1 2 0 6 5
ziodokm 4 3 1 2 5 0 6
ziodomk 4 3 1 2 5 6 0
ziodmko 4 3 1 2 6 0 5
ziodmok 4 3 1 2 6 5 0
ziookdm 4 3 1 5 0 2 6
ziookmd 4 3 1 5 0 6 2
zioodkm 4 3 1 5 2 0 6
zioodmk 4 3 1 5 2 6 0
zioomkd 4 3 1 5 6 0 2
zioomdk 4 3 1 5 6 2 0
ziomkdo 4 3 1 6 0 2 5
ziomkod 4 3 1 6 0 5 2
ziomdko 4 3 1 6 2 0 5
ziomdok 4 3 1 6 2 5 0
ziomokd 4 3 1 6 5 0 2
ziomodk 4 3 1 6 5 2 0
zidkoom 4 3 2 0 1 5 6
zidkomo 4 3 2 0 1 6 5
zidkoom 4 3 2 0 5 1 6
zidkomo 4 3 2 0 5 6 1
zidkmoo 4 3 2 0 6 1 5
zidkmoo 4 3 2 0 6 5 1
zidokom 4 3 2 1 0 5 6
zidokmo 4 3 2 1 0 6 5
zidookm 4 3 2 1 5 0 6
zidoomk 4 3 2 1 5 6 0
zidomko 4 3 2 1 6 0 5
zidomok 4 3 2 1 6 5 0
zidokom 4 3 2 5 0 1 6
zidokmo 4 3 2 5 0 6 1
zidookm 4 3 2 5 1 0 6
zidoomk 4 3 2 5 1 6 0
zidomko 4 3 2 5 6 0 1
zidomok 4 3 2 5 6 1 0
zidmkoo 4 3 2 6 0 1 5
zidmkoo 4 3 2 6 0 5 1
zidmoko 4 3 2 6 1 0 5
zidmook 4 3 2 6 1 5 0
zidmoko 4 3 2 6 5 0 1
zidmook 4 3 2 6 5 1 0
ziokodm 4 3 5 0 1 2 6
ziokomd 4 3 5 0 1 6 2
ziokdom 4 3 5 0 2 1 6
ziokdmo 4 3 5 0 2 6 1
ziokmod 4 3 5 0 6 1 2
ziokmdo 4 3 5 0 6 2 1
ziookdm 4 3 5 1 0 2 6
ziookmd 4 3 5 1 0 6 2
zioodkm 4 3 5 1 2 0 6
zioodmk 4 3 5 1 2 6 0
zioomkd 4 3 5 1 6 0 2
zioomdk 4 3 5 1 6 2 0
ziodkom 4 3 5 2 0 1 6
ziodkmo 4 3 5 2 0 6 1
ziodokm 4 3 5 2 1 0 6
ziodomk 4 3 5 2 1 6 0
ziodmko 4 3 5 2 6 0 1
ziodmok 4 3 5 2 6 1 0
ziomkod 4 3 5 6 0 1 2
ziomkdo 4 3 5 6 0 2 1
ziomokd 4 3 5 6 1 0 2
ziomodk 4 3 5 6 1 2 0
ziomdko 4 3 5 6 2 0 1
ziomdok 4 3 5 6 2 1 0
zimkodo 4 3 6 0 1 2 5
zimkood 4 3 6 0 1 5 2
zimkdoo 4 3 6 0 2 1 5
zimkdoo 4 3 6 0 2 5 1
zimkood 4 3 6 0 5 1 2
zimkodo 4 3 6 0 5 2 1
zimokdo 4 3 6 1 0 2 5
zimokod 4 3 6 1 0 5 2
zimodko 4 3 6 1 2 0 5
zimodok 4 3 6 1 2 5 0
zimookd 4 3 6 1 5 0 2
zimoodk 4 3 6 1 5 2 0
zimdkoo 4 3 6 2 0 1 5
zimdkoo 4 3 6 2 0 5 1
zimdoko 4 3 6 2 1 0 5
zimdook 4 3 6 2 1 5 0
zimdoko 4 3 6 2 5 0 1
zimdook 4 3 6 2 5 1 0
zimokod 4 3 6 5 0 1 2
zimokdo 4 3 6 5 0 2 1
zimookd 4 3 6 5 1 0 2
zimoodk 4 3 6 5 1 2 0
zimodko 4 3 6 5 2 0 1
zimodok 4 3 6 5 2 1 0
zokodim 4 5 0 1 2 3 6
zokodmi 4 5 0 1 2 6 3
zokoidm 4 5 0 1 3 2 6
zokoimd 4 5 0 1 3 6 2
zokomdi 4 5 0 1 6 2 3
zokomid 4 5 0 1 6 3 2
zokdoim 4 5 0 2 1 3 6
zokdomi 4 5 0 2 1 6 3
zokdiom 4 5 0 2 3 1 6
zokdimo 4 5 0 2 3 6 1
zokdmoi 4 5 0 2 6 1 3
zokdmio 4 5 0 2 6 3 1
zokiodm 4 5 0 3 1 2 6
zokiomd 4 5 0 3 1 6 2
zokidom 4 5 0 3 2 1 6
zokidmo 4 5 0 3 2 6 1
zokimod 4 5 0 3 6 1 2
zokimdo 4 5 0 3 6 2 1
zokmodi 4 5 0 6 1 2 3
zokmoid 4 5 0 6 1 3 2
zokmdoi 4 5 0 6 2 1 3
zokmdio 4 5 0 6 2 3 1
zokmiod 4 5 0 6 3 1 2
zokmido 4 5 0 6 3 2 1
zookdim 4 5 1 0 2 3 6
zookdmi 4 5 1 0 2 6 3
zookidm 4 5 1 0 3 2 6
zookimd 4 5 1 0 3 6 2
zookmdi 4 5 1 0 6 2 3
zookmid 4 5 1 0 6 3 2
zoodkim 4 5 1 2 0 3 6
zoodkmi 4 5 1 2 0 6 3
zoodikm 4 5 1 2 3 0 6
zoodimk 4 5 1 2 3 6 0
zoodmki 4 5 1 2 6 0 3
zoodmik 4 5 1 2 6 3 0
zooikdm 4 5 1 3 0 2 6
zooikmd 4 5 1 3 0 6 2
zooidkm 4 5 1 3 2 0 6
zooidmk 4 5 1 3 2 6 0
zooimkd 4 5 1 3 6 0 2
zooimdk 4 5 1 3 6 2 0
zoomkdi 4 5 1 6 0 2 3
zoomkid 4 5 1 6 0 3 2
zoomdki 4 5 1 6 2 0 3
zoomdik 4 5 1 6 2 3 0
zoomikd 4 5 1 6 3 0 2
zoomidk 4 5 1 6 3 2 0
zodkoim 4 5 2 0 1 3 6
zodkomi 4 5 2 0 1 6 3
zodkiom 4 5 2 0 3 1 6
zodkimo 4 5 2 0 3 6 1
zodkmoi 4 5 2 0 6 1 3
zodkmio 4 5 2 0 6 3 1
zodokim 4 5 2 1 0 3 6
zodokmi 4 5 2 1 0 6 3
zodoikm 4 5 2 1 3 0 6
zodoimk 4 5 2 1 3 6 0
zodomki 4 5 2 1 6 0 3
zodomik 4 5 2 1 6 3 0
zodikom 4 5 2 3 0 1 6
zodikmo 4 5 2 3 0 6 1
zodiokm 4 5 2 3 1 0 6
zodiomk 4 5 2 3 1 6 0
zodimko 4 5 2 3 6 0 1
zodimok 4 5 2 3 6 1 0
zodmkoi 4 5 2 6 0 1 3
zodmkio 4 5 2 6 0 3 1
zodmoki 4 5 2 6 1 0 3
zodmoik 4 5 2 6 1 3 0
zodmiko 4 5 2 6 3 0 1
zodmiok 4 5 2 6 3 1 0
zoikodm 4 5 3 0 1 2 6
zoikomd 4 5 3 0 1 6 2
zoikdom 4 5 3 0 2 1 6
zoikdmo 4 5 3 0 2 6 1
zoikmod 4 5 3 0 6 1 2
zoikmdo 4 5 3 0 6 2 1
zoiokdm 4 5 3 1 0 2 6
zoiokmd 4 5 3 1 0 6 2
zoiodkm 4 5 3 1 2 0 6
zoiodmk 4 5 3 1 2 6 0
zoiomkd 4 5 3 1 6 0 2
zoiomdk 4 5 3 1 6 2 0
zoidkom 4 5 3 2 0 1 6
zoidkmo 4 5 3 2 0 6 1
zoidokm 4 5 3 2 1 0 6
zoidomk 4 5 3 2 1 6 0
zoidmko 4 5 3 2 6 0 1
zoidmok 4 5 3 2 6 1 0
zoimkod 4 5 3 6 0 1 2
zoimkdo 4 5 3 6 0 2 1
zoimokd 4 5 3 6 1 0 2
zoimodk 4 5 3 6 1 2 0
zoimdko 4 5 3 6 2 0 1
zoimdok 4 5 3 6 2 1 0
zomkodi 4 5 6 0 1 2 3
zomkoid 4 5 6 0 1 3 2
zomkdoi 4 5 6 0 2 1 3
zomkdio 4 5 6 0 2 3 1
zomkiod 4 5 6 0 3 1 2
zomkido 4 5 6 0 3 2 1
zomokdi 4 5 6 1 0 2 3
zomokid 4 5 6 1 0 3 2
zomodki 4 5 6 1 2 0 3
zomodik 4 5 6 1 2 3 0
zomoikd 4 5 6 1 3 0 2
zomoidk 4 5 6 1 3 2 0
zomdkoi 4 5 6 2 0 1 3
zomdkio 4 5 6 2 0 3 1
zomdoki 4 5 6 2 1 0 3
zomdoik 4 5 6 2 1 3 0
zomdiko 4 5 6 2 3 0 1
zomdiok 4 5 6 2 3 1 0
zomikod 4 5 6 3 0 1 2
