Shift: 0
aetypec 0 1 2 3 4 5 6
ycpeate 3 6 4 1 0 2 5
ycpeaet 3 6 4 1 0 5 2
ycpetae 3 6 4 1 2 0 5
ycpetea 3 6 4 1 2 5 0
ycpeeat 3 6 4 1 5 0 2
ycpeeta 3 6 4 1 5 2 0
ycptaee 3 6 4 2 0 1 5
ycptaee 3 6 4 2 0 5 1
ycpteae 3 6 4 2 1 0 5
ycpteea 3 6 4 2 1 5 0
ycpteae 3 6 4 2 5 0 1
ycpteea 3 6 4 2 5 1 0
ycpeaet 3 6 4 5 0 1 2
ycpeate 3 6 4 5 0 2 1
ycpeeat 3 6 4 5 1 0 2
ycpeeta 3 6 4 5 1 2 0
ycpetae 3 6 4 5 2 0 1
ycpetea 3 6 4 5 2 1 0
yceaetp 3 6 5 0 1 2 4
yceaept 3 6 5 0 1 4 2
yceatep 3 6 5 0 2 1 4
yceatpe 3 6 5 0 2 4 1
yceapet 3 6 5 0 4 1 2
yceapte 3 6 5 0 4 2 1
yceeatp 3 6 5 1 0 2 4
yceeapt 3 6 5 1 0 4 2
yceetap 3 6 5 1 2 0 4
yceetpa 3 6 5 1 2 4 0
yceepat 3 6 5 1 4 0 2
yceepta 3 6 5 1 4 2 0
ycetaep 3 6 5 2 0 1 4
ycetape 3 6 5 2 0 4 1
yceteap 3 6 5 2 1 0 4
ycetepa 3 6 5 2 1 4 0
ycetpae 3 6 5 2 4 0 1
ycetpea 3 6 5 2 4 1 0
ycepaet 3 6 5 4 0 1 2
ycepate 3 6 5 4 0 2 1
ycepeat 3 6 5 4 1 0 2
ycepeta 3 6 5 4 1 2 0
yceptae 3 6 5 4 2 0 1
yceptea 3 6 5 4 2 1 0
paetyec 4 0 1 2 3 5 6
paetyce 4 0 1 2 3 6 5
paeteyc 4 0 1 2 5 3 6
paetecy 4 0 1 2 5 6 3
paetcye 4 0 1 2 6 3 5
paetcey 4 0 1 2 6 5 3
paeytec 4 0 1 3 2 5 6
paeytce 4 0 1 3 2 6 5
paeyetc 4 0 1 3 5 2 6
paeyect 4 0 1 3 5 6 2
paeycte 4 0 1 3 6 2 5
paeycet 4 0 1 3 6 5 2
paeetyc 4 0 1 5 2 3 6
paeetcy 4 0 1 5 2 6 3
paeeytc 4 0 1 5 3 2 6
paeeyct 4 0 1 5 3 6 2
paeecty 4 0 1 5 6 2 3
paeecyt 4 0 1 5 6 3 2
paectye 4 0 1 6 2 3 5
paectey 4 0 1 6 2 5 3
paecyte 4 0 1 6 3 2 5
paecyet 4 0 1 6 3 5 2
paecety 4 0 1 6 5 2 3
paeceyt 4 0 1 6 5 3 2
pateyec 4 0 2 1 3 5 6
pateyce 4 0 2 1 3 6 5
pateeyc 4 0 2 1 5 3 6
pateecy 4 0 2 1 5 6 3
patecye 4 0 2 1 6 3 5
patecey 4 0 2 1 6 5 3
patyeec 4 0 2 3 1 5 6
patyece 4 0 2 3 1 6 5
patyeec 4 0 2 3 5 1 6
patyece 4 0 2 3 5 6 1
patycee 4 0 2 3 6 1 5
patycee 4 0 2 3 6 5 1
pateeyc 4 0 2 5 1 3 6
pateecy 4 0 2 5 1 6 3
pateyec 4 0 2 5 3 1 6
pateyce 4 0 2 5 3 6 1
patecey 4 0 2 5 6 1 3
patecye 4 0 2 5 6 3 1
patceye 4 0 2 6 1 3 5
patceey 4 0 2 6 1 5 3
patcyee 4 0 2 6 3 1 5
patcyee 4 0 2 6 3 5 1
patceey 4 0 2 6 5 1 3
patceye 4 0 2 6 5 3 1
payetec 4 0 3 1 2 5 6
payetce 4 0 3 1 2 6 5
payeetc 4 0 3 1 5 2 6
payeect 4 0 3 1 5 6 2
payecte 4 0 3 1 6 2 5
payecet 4 0 3 1 6 5 2
payteec 4 0 3 2 1 5 6
paytece 4 0 3 2 1 6 5
payteec 4 0 3 2 5 1 6
paytece 4 0 3 2 5 6 1
paytcee 4 0 3 2 6 1 5
paytcee 4 0 3 2 6 5 1
payeetc 4 0 3 5 1 2 6
payeect 4 0 3 5 1 6 2
payetec 4 0 3 5 2 1 6
payetce 4 0 3 5 2 6 1
payecet 4 0 3 5 6 1 2
payecte 4 0 3 5 6 2 1
paycete 4 0 3 6 1 2 5
payceet 4 0 3 6 1 5 2
payctee 4 0 3 6 2 1 5
payctee 4 0 3 6 2 5 1
payceet 4 0 3 6 5 1 2
paycete 4 0 3 6 5 2 1
paeetyc 4 0 5 1 2 3 6
paeetcy 4 0 5 1 2 6 3
paeeytc 4 0 5 1 3 2 6
paeeyct 4 0 5 1 3 6 2
paeecty 4 0 5 1 6 2 3
paeecyt 4 0 5 1 6 3 2
paeteyc 4 0 5 2 1 3 6
paetecy 4 0 5 2 1 6 3
paetyec 4 0 5 2 3 1 6
paetyce 4 0 5 2 3 6 1
paetcey 4 0 5 2 6 1 3
paetcye 4 0 5 2 6 3 1
paeyetc 4 0 5 3 1 2 6
paeyect 4 0 5 3 1 6 2
paeytec 4 0 5 3 2 1 6
paeytce 4 0 5 3 2 6 1
paeycet 4 0 5 3 6 1 2
paeycte 4 0 5 3 6 2 1
paecety 4 0 5 6 1 2 3
paeceyt 4 0 5 6 1 3 2
paectey 4 0 5 6 2 1 3
paectye 4 0 5 6 2 3 1
paecyet 4 0 5 6 3 1 2
paecyte 4 0 5 6 3 2 1
pacetye 4 0 6 1 2 3 5
pacetey 4 0 6 1 2 5 3
paceyte 4 0 6 1 3 2 5
paceyet 4 0 6 1 3 5 2
paceety 4 0 6 1 5 2 3
paceeyt 4 0 6 1 5 3 2
pacteye 4 0 6 2 1 3 5
pacteey 4 0 6 2 1 5 3
pactyee 4 0 6 2 3 1 5
pactyee 4 0 6 2 3 5 1
pacteey 4 0 6 2 5 1 3
pacteye 4 0 6 2 5 3 1
pacyete 4 0 6 3 1 2 5
pacyeet 4 0 6 3 1 5 2
pacytee 4 0 6 3 2 1 5
pacytee 4 0 6 3 2 5 1
pacyeet 4 0 6 3 5 1 2
pacyete 4 0 6 3 5 2 1
paceety 4 0 6 5 1 2 3
paceeyt 4 0 6 5 1 3 2
pacetey 4 0 6 5 2 1 3
pacetye 4 0 6 5 2 3 1
paceyet 4 0 6 5 3 1 2
paceyte 4 0 6 5 3 2 1
peatyec 4 1 0 2 3 5 6
peatyce 4 1 0 2 3 6 5
peateyc 4 1 0 2 5 3 6
peatecy 4 1 0 2 5 6 3
peatcye 4 1 0 2 6 3 5
peatcey 4 1 0 2 6 5 3
peaytec 4 1 0 3 2 5 6
peaytce 4 1 0 3 2 6 5
peayetc 4 1 0 3 5 2 6
peayect 4 1 0 3 5 6 2
peaycte 4 1 0 3 6 2 5
peaycet 4 1 0 3 6 5 2
peaetyc 4 1 0 5 2 3 6
peaetcy 4 1 0 5 2 6 3
peaeytc 4 1 0 5 3 2 6
peaeyct 4 1 0 5 3 6 2
peaecty 4 1 0 5 6 2 3
peaecyt 4 1 0 5 6 3 2
peactye 4 1 0 6 2 3 5
peactey 4 1 0 6 2 5 3
peacyte 4 1 0 6 3 2 5
peacyet 4 1 0 6 3 5 2
peacety 4 1 0 6 5 2 3
peaceyt 4 1 0 6 5 3 2
petayec 4 1 2 0 3 5 6
petayce 4 1 2 0 3 6 5
petaeyc 4 1 2 0 5 3 6
petaecy 4 1 2 0 5 6 3
petacye 4 1 2 0 6 3 5
petacey 4 1 2 0 6 5 3
petyaec 4 1 2 3 0 5 6
petyace 4 1 2 3 0 6 5
petyeac 4 1 2 3 5 0 6
petyeca 4 1 2 3 5 6 0
petycae 4 1 2 3 6 0 5
petycea 4 1 2 3 6 5 0
peteayc 4 1 2 5 0 3 6
peteacy 4 1 2 5 0 6 3
peteyac 4 1 2 5 3 0 6
peteyca 4 1 2 5 3 6 0
petecay 4 1 2 5 6 0 3
petecya 4 1 2 5 6 3 0
petcaye 4 1 2 6 0 3 5
petcaey 4 1 2 6 0 5 3
petcyae 4 1 2 6 3 0 5
petcyea 4 1 2 6 3 5 0
petceay 4 1 2 6 5 0 3
petceya 4 1 2 6 5 3 0
peyatec 4 1 3 0 2 5 6
peyatce 4 1 3 0 2 6 5
peyaetc 4 1 3 0 5 2 6
peyaect 4 1 3 0 5 6 2
peyacte 4 1 3 0 6 2 5
peyacet 4 1 3 0 6 5 2
peytaec 4 1 3 2 0 5 6
peytace 4 1 3 2 0 6 5
peyteac 4 1 3 2 5 0 6
peyteca 4 1 3 2 5 6 0
peytcae 4 1 3 2 6 0 5
peytcea 4 1 3 2 6 5 0
peyeatc 4 1 3 5 0 2 6
peyeact 4 1 3 5 0 6 2
peyetac 4 1 3 5 2 0 6
peyetca 4 1 3 5 2 6 0
peyecat 4 1 3 5 6 0 2
peyecta 4 1 3 5 6 2 0
peycate 4 1 3 6 0 2 5
peycaet 4 1 3 6 0 5 2
peyctae 4 1 3 6 2 0 5
peyctea 4 1 3 6 2 5 0
peyceat 4 1 3 6 5 0 2
peyceta 4 1 3 6 5 2 0
peeatyc 4 1 5 0 2 3 6
peeatcy 4 1 5 0 2 6 3
peeaytc 4 1 5 0 3 2 6
peeayct 4 1 5 0 3 6 2
peeacty 4 1 5 0 6 2 3
peeacyt 4 1 5 0 6 3 2
peetayc 4 1 5 2 0 3 6
peetacy 4 1 5 2 0 6 3
peetyac 4 1 5 2 3 0 6
peetyca 4 1 5 2 3 6 0
peetcay 4 1 5 2 6 0 3
peetcya 4 1 5 2 6 3 0
peeyatc 4 1 5 3 0 2 6
peeyact 4 1 5 3 0 6 2
peeytac 4 1 5 3 2 0 6
peeytca 4 1 5 3 2 6 0
peeycat 4 1 5 3 6 0 2
peeycta 4 1 5 3 6 2 0
peecaty 4 1 5 6 0 2 3
peecayt 4 1 5 6 0 3 2
peectay 4 1 5 6 2 0 3
peectya 4 1 5 6 2 3 0
peecyat 4 1 5 6 3 0 2
peecyta 4 1 5 6 3 2 0
pecatye 4 1 6 0 2 3 5
pecatey 4 1 6 0 2 5 3
pecayte 4 1 6 0 3 2 5
pecayet 4 1 6 0 3 5 2
pecaety 4 1 6 0 5 2 3
pecaeyt 4 1 6 0 5 3 2
pectaye 4 1 6 2 0 3 5
pectaey 4 1 6 2 0 5 3
pectyae 4 1 6 2 3 0 5
pectyea 4 1 6 2 3 5 0
pecteay 4 1 6 2 5 0 3
pecteya 4 1 6 2 5 3 0
pecyate 4 1 6 3 0 2 5
pecyaet 4 1 6 3 0 5 2
pecytae 4 1 6 3 2 0 5
pecytea 4 1 6 3 2 5 0
pecyeat 4 1 6 3 5 0 2
pecyeta 4 1 6 3 5 2 0
peceaty 4 1 6 5 0 2 3
peceayt 4 1 6 5 0 3 2
pecetay 4 1 6 5 2 0 3
pecetya 4 1 6 5 2 3 0
peceyat 4 1 6 5 3 0 2
peceyta 4 1 6 5 3 2 0
ptaeyec 4 2 0 1 3 5 6
ptaeyce 4 2 0 1 3 6 5
ptaeeyc 4 2 0 1 5 3 6
ptaeecy 4 2 0 1 5 6 3
ptaecye 4 2 0 1 6 3 5
ptaecey 4 2 0 1 6 5 3
ptayeec 4 2 0 3 1 5 6
ptayece 4 2 0 3 1 6 5
ptayeec 4 2 0 3 5 1 6
ptayece 4 2 0 3 5 6 1
ptaycee 4 2 0 3 6 1 5
ptaycee 4 2 0 3 6 5 1
ptaeeyc 4 2 0 5 1 3 6
ptaeecy 4 2 0 5 1 6 3
ptaeyec 4 2 0 5 3 1 6
ptaeyce 4 2 0 5 3 6 1
ptaecey 4 2 0 5 6 1 3
ptaecye 4 2 0 5 6 3 1
ptaceye 4 2 0 6 1 3 5
ptaceey 4 2 0 6 1 5 3
ptacyee 4 2 0 6 3 1 5
ptacyee 4 2 0 6 3 5 1
ptaceey 4 2 0 6 5 1 3
ptaceye 4 2 0 6 5 3 1
pteayec 4 2 1 0 3 5 6
pteayce 4 2 1 0 3 6 5
pteaeyc 4 2 1 0 5 3 6
pteaecy 4 2 1 0 5 6 3
pteacye 4 2 1 0 6 3 5
pteacey 4 2 1 0 6 5 3
pteyaec 4 2 1 3 0 5 6
pteyace 4 2 1 3 0 6 5
pteyeac 4 2 1 3 5 0 6
pteyeca 4 2 1 3 5 6 0
pteycae 4 2 1 3 6 0 5
pteycea 4 2 1 3 6 5 0
pteeayc 4 2 1 5 0 3 6
pteeacy 4 2 1 5 0 6 3
pteeyac 4 2 1 5 3 0 6
pteeyca 4 2 1 5 3 6 0
pteecay 4 2 1 5 6 0 3
pteecya 4 2 1 5 6 3 0
ptecaye 4 2 1 6 0 3 5
ptecaey 4 2 1 6 0 5 3
ptecyae 4 2 1 6 3 0 5
ptecyea 4 2 1 6 3 5 0
pteceay 4 2 1 6 5 0 3
pteceya 4 2 1 6 5 3 0
ptyaeec 4 2 3 0 1 5 6
ptyaece 4 2 3 0 1 6 5
ptyaeec 4 2 3 0 5 1 6
ptyaece 4 2 3 0 5 6 1
ptyacee 4 2 3 0 6 1 5
ptyacee 4 2 3 0 6 5 1
ptyeaec 4 2 3 1 0 5 6
ptyeace 4 2 3 1 0 6 5
ptyeeac 4 2 3 1 5 0 6
ptyeeca 4 2 3 1 5 6 0
ptyecae 4 2 3 1 6 0 5
ptyecea 4 2 3 1 6 5 0
ptyeaec 4 2 3 5 0 1 6
ptyeace 4 2 3 5 0 6 1
ptyeeac 4 2 3 5 1 0 6
ptyeeca 4 2 3 5 1 6 0
ptyecae 4 2 3 5 6 0 1
ptyecea 4 2 3 5 6 1 0
ptycaee 4 2 3 6 0 1 5
ptycaee 4 2 3 6 0 5 1
ptyceae 4 2 3 6 1 0 5
ptyceea 4 2 3 6 1 5 0
ptyceae 4 2 3 6 5 0 1
ptyceea 4 2 3 6 5 1 0
pteaeyc 4 2 5 0 1 3 6
pteaecy 4 2 5 0 1 6 3
pteayec 4 2 5 0 3 1 6
pteayce 4 2 5 0 3 6 1
pteacey 4 2 5 0 6 1 3
pteacye 4 2 5 0 6 3 1
pteeayc 4 2 5 1 0 3 6
pteeacy 4 2 5 1 0 6 3
pteeyac 4 2 5 1 3 0 6
pteeyca 4 2 5 1 3 6 0
pteecay 4 2 5 1 6 0 3
pteecya 4 2 5 1 6 3 0
pteyaec 4 2 5 3 0 1 6
pteyace 4 2 5 3 0 6 1
pteyeac 4 2 5 3 1 0 6
pteyeca 4 2 5 3 1 6 0
pteycae 4 2 5 3 6 0 1
pteycea 4 2 5 3 6 1 0
ptecaey 4 2 5 6 0 1 3
ptecaye 4 2 5 6 0 3 1
pteceay 4 2 5 6 1 0 3
pteceya 4 2 5 6 1 3 0
ptecyae 4 2 5 6 3 0 1
ptecyea 4 2 5 6 3 1 0
ptcaeye 4 2 6 0 1 3 5
ptcaeey 4 2 6 0 1 5 3
ptcayee 4 2 6 0 3 1 5
ptcayee 4 2 6 0 3 5 1
ptcaeey 4 2 6 0 5 1 3
ptcaeye 4 2 6 0 5 3 1
ptceaye 4 2 6 1 0 3 5
ptceaey 4 2 6 1 0 5 3
ptceyae 4 2 6 1 3 0 5
ptceyea 4 2 6 1 3 5 0
ptceeay 4 2 6 1 5 0 3
ptceeya 4 2 6 1 5 3 0
ptcyaee 4 2 6 3 0 1 5
ptcyaee 4 2 6 3 0 5 1
ptcyeae 4 2 6 3 1 0 5
ptcyeea 4 2 6 3 1 5 0
ptcyeae 4 2 6 3 5 0 1
ptcyeea 4 2 6 3 5 1 0
ptceaey 4 2 6 5 0 1 3
ptceaye 4 2 6 5 0 3 1
ptceeay 4 2 6 5 1 0 3
ptceeya 4 2 6 5 1 3 0
ptceyae 4 2 6 5 3 0 1
ptceyea 4 2 6 5 3 1 0
pyaetec 4 3 0 1 2 5 6
pyaetce 4 3 0 1 2 6 5
pyaeetc 4 3 0 1 5 2 6
pyaeect 4 3 0 1 5 6 2
pyaecte 4 3 0 1 6 2 5
pyaecet 4 3 0 1 6 5 2
pyateec 4 3 0 2 1 5 6
pyatece 4 3 0 2 1 6 5
pyateec 4 3 0 2 5 1 6
pyatece 4 3 0 2 5 6 1
pyatcee 4 3 0 2 6 1 5
pyatcee 4 3 0 2 6 5 1
pyaeetc 4 3 0 5 1 2 6
pyaeect 4 3 0 5 1 6 2
pyaetec 4 3 0 5 2 1 6
pyaetce 4 3 0 5 2 6 1
pyaecet 4 3 0 5 6 1 2
pyaecte 4 3 0 5 6 2 1
pyacete 4 3 0 6 1 2 5
pyaceet 4 3 0 6 1 5 2
pyactee 4 3 0 6 2 1 5
pyactee 4 3 0 6 2 5 1
pyaceet 4 3 0 6 5 1 2
pyacete 4 3 0 6 5 2 1
pyeatec 4 3 1 0 2 5 6
pyeatce 4 3 1 0 2 6 5
pyeaetc 4 3 1 0 5 2 6
pyeaect 4 3 1 0 5 6 2
pyeacte 4 3 1 0 6 2 5
pyeacet 4 3 1 0 6 5 2
pyetaec 4 3 1 2 0 5 6
pyetace 4 3 1 2 0 6 5
pyeteac 4 3 1 2 5 0 6
pyeteca 4 3 1 2 5 6 0
pyetcae 4 3 1 2 6 0 5
pyetcea 4 3 1 2 6 5 0
pyeeatc 4 3 1 5 0 2 6
pyeeact 4 3 1 5 0 6 2
pyeetac 4 3 1 5 2 0 6
pyeetca 4 3 1 5 2 6 0
pyeecat 4 3 1 5 6 0 2
pyeecta 4 3 1 5 6 2 0
pyecate 4 3 1 6 0 2 5
pyecaet 4 3 1 6 0 5 2
pyectae 4 3 1 6 2 0 5
pyectea 4 3 1 6 2 5 0
pyeceat 4 3 1 6 5 0 2
pyeceta 4 3 1 6 5 2 0
pytaeec 4 3 2 0 1 5 6
pytaece 4 3 2 0 1 6 5
pytaeec 4 3 2 0 5 1 6
pytaece 4 3 2 0 5 6 1
pytacee 4 3 2 0 6 1 5
pytacee 4 3 2 0 6 5 1
pyteaec 4 3 2 1 0 5 6
pyteace 4 3 2 1 0 6 5
pyteeac 4 3 2 1 5 0 6
pyteeca 4 3 2 1 5 6 0
pytecae 4 3 2 1 6 0 5
pytecea 4 3 2 1 6 5 0
pyteaec 4 3 2 5 0 1 6
pyteace 4 3 2 5 0 6 1
pyteeac 4 3 2 5 1 0 6
pyteeca 4 3 2 5 1 6 0
pytecae 4 3 2 5 6 0 1
pytecea 4 3 2 5 6 1 0
pytcaee 4 3 2 6 0 1 5
pytcaee 4 3 2 6 0 5 1
pytceae 4 3 2 6 1 0 5
pytceea 4 3 2 6 1 5 0
pytceae 4 3 2 6 5 0 1
pytceea 4 3 2 6 5 1 0
pyeaetc 4 3 5 0 1 2 6
pyeaect 4 3 5 0 1 6 2
pyeatec 4 3 5 0 2 1 6
pyeatce 4 3 5 0 2 6 1
pyeacet 4 3 5 0 6 1 2
pyeacte 4 3 5 0 6 2 1
pyeeatc 4 3 5 1 0 2 6
pyeeact 4 3 5 1 0 6 2
pyeetac 4 3 5 1 2 0 6
pyeetca 4 3 5 1 2 6 0
pyeecat 4 3 5 1 6 0 2
pyeecta 4 3 5 1 6 2 0
pyetaec 4 3 5 2 0 1 6
pyetace 4 3 5 2 0 6 1
pyeteac 4 3 5 2 1 0 6
pyeteca 4 3 5 2 1 6 0
pyetcae 4 3 5 2 6 0 1
pyetcea 4 3 5 2 6 1 0
pyecaet 4 3 5 6 0 1 2
pyecate 4 3 5 6 0 2 1
pyeceat 4 3 5 6 1 0 2
pyeceta 4 3 5 6 1 2 0
pyectae 4 3 5 6 2 0 1
pyectea 4 3 5 6 2 1 0
pycaete 4 3 6 0 1 2 5
pycaeet 4 3 6 0 1 5 2
pycatee 4 3 6 0 2 1 5
pycatee 4 3 6 0 2 5 1
pycaeet 4 3 6 0 5 1 2
pycaete 4 3 6 0 5 2 1
pyceate 4 3 6 1 0 2 5
pyceaet 4 3 6 1 0 5 2
pycetae 4 3 6 1 2 0 5
pycetea 4 3 6 1 2 5 0
pyceeat 4 3 6 1 5 0 2
pyceeta 4 3 6 1 5 2 0
pyctaee 4 3 6 2 0 1 5
pyctaee 4 3 6 2 0 5 1
pycteae 4 3 6 2 1 0 5
pycteea 4 3 6 2 1 5 0
pycteae 4 3 6 2 5 0 1
pycteea 4 3 6 2 5 1 0
pyceaet 4 3 6 5 0 1 2
pyceate 4 3 6 5 0 2 1
pyceeat 4 3 6 5 1 0 2
pyceeta 4 3 6 5 1 2 0
pycetae 4 3 6 5 2 0 1
pycetea 4 3 6 5 2 1 0
peaetyc 4 5 0 1 2 3 6
peaetcy 4 5 0 1 2 6 3
peaeytc 4 5 0 1 3 2 6
peaeyct 4 5 0 1 3 6 2
peaecty 4 5 0 1 6 2 3
peaecyt 4 5 0 1 6 3 2
peateyc 4 5 0 2 1 3 6
peatecy 4 5 0 2 1 6 3
peatyec 4 5 0 2 3 1 6
peatyce 4 5 0 2 3 6 1
peatcey 4 5 0 2 6 1 3
peatcye 4 5 0 2 6 3 1
peayetc 4 5 0 3 1 2 6
peayect 4 5 0 3 1 6 2
peaytec 4 5 0 3 2 1 6
peaytce 4 5 0 3 2 6 1
peaycet 4 5 0 3 6 1 2
peaycte 4 5 0 3 6 2 1
peacety 4 5 0 6 1 2 3
peaceyt 4 5 0 6 1 3 2
peactey 4 5 0 6 2 1 3
peactye 4 5 0 6 2 3 1
peacyet 4 5 0 6 3 1 2
peacyte 4 5 0 6 3 2 1
peeatyc 4 5 1 0 2 3 6
peeatcy 4 5 1 0 2 6 3
peeaytc 4 5 1 0 3 2 6
peeayct 4 5 1 0 3 6 2
peeacty 4 5 1 0 6 2 3
peeacyt 4 5 1 0 6 3 2
peetayc 4 5 1 2 0 3 6
peetacy 4 5 1 2 0 6 3
peetyac 4 5 1 2 3 0 6
peetyca 4 5 1 2 3 6 0
peetcay 4 5 1 2 6 0 3
peetcya 4 5 1 2 6 3 0
peeyatc 4 5 1 3 0 2 6
peeyact 4 5 1 3 0 6 2
peeytac 4 5 1 3 2 0 6
peeytca 4 5 1 3 2 6 0
peeycat 4 5 1 3 6 0 2
peeycta 4 5 1 3 6 2 0
peecaty 4 5 1 6 0 2 3
peecayt 4 5 1 6 0 3 2
peectay 4 5 1 6 2 0 3
peectya 4 5 1 6 2 3 0
peecyat 4 5 1 6 3 0 2
peecyta 4 5 1 6 3 2 0
petaeyc 4 5 2 0 1 3 6
petaecy 4 5 2 0 1 6 3
petayec 4 5 2 0 3 1 6
petayce 4 5 2 0 3 6 1
petacey 4 5 2 0 6 1 3
petacye 4 5 2 0 6 3 1
peteayc 4 5 2 1 0 3 6
peteacy 4 5 2 1 0 6 3
peteyac 4 5 2 1 3 0 6
peteyca 4 5 2 1 3 6 0
petecay 4 5 2 1 6 0 3
petecya 4 5 2 1 6 3 0
petyaec 4 5 2 3 0 1 6
petyace 4 5 2 3 0 6 1
petyeac 4 5 2 3 1 0 6
petyeca 4 5 2 3 1 6 0
petycae 4 5 2 3 6 0 1
petycea 4 5 2 3 6 1 0
petcaey 4 5 2 6 0 1 3
petcaye 4 5 2 6 0 3 1
petceay 4 5 2 6 1 0 3
petceya 4 5 2 6 1 3 0
petcyae 4 5 2 6 3 0 1
petcyea 4 5 2 6 3 1 0
peyaetc 4 5 3 0 1 2 6
peyaect 4 5 3 0 1 6 2
peyatec 4 5 3 0 2 1 6
peyatce 4 5 3 0 2 6 1
peyacet 4 5 3 0 6 1 2
peyacte 4 5 3 0 6 2 1
peyeatc 4 5 3 1 0 2 6
peyeact 4 5 3 1 0 6 2
peyetac 4 5 3 1 2 0 6
peyetca 4 5 3 1 2 6 0
peyecat 4 5 3 1 6 0 2
peyecta 4 5 3 1 6 2 0
peytaec 4 5 3 2 0 1 6
peytace 4 5 3 2 0 6 1
peyteac 4 5 3 2 1 0 6
peyteca 4 5 3 2 1 6 0
peytcae 4 5 3 2 6 0 1
peytcea 4 5 3 2 6 1 0
peycaet 4 5 3 6 0 1 2
peycate 4 5 3 6 0 2 1
peyceat 4 5 3 6 1 0 2
peyceta 4 5 3 6 1 2 0
peyctae 4 5 3 6 2 0 1
peyctea 4 5 3 6 2 1 0
pecaety 4 5 6 0 1 2 3
pecaeyt 4 5 6 0 1 3 2
pecatey 4 5 6 0 2 1 3
pecatye 4 5 6 0 2 3 1
pecayet 4 5 6 0 3 1 2
pecayte 4 5 6 0 3 2 1
peceaty 4 5 6 1 0 2 3
peceayt 4 5 6 1 0 3 2
pecetay 4 5 6 1 2 0 3
pecetya 4 5 6 1 2 3 0
peceyat 4 5 6 1 3 0 2
peceyta 4 5 6 1 3 2 0
pectaey 4 5 6 2 0 1 3
pectaye 4 5 6 2 0 3 1
pecteay 4 5 6 2 1 0 3
pecteya 4 5 6 2 1 3 0
pectyae 4 5 6 2 3 0 1
pectyea 4 5 6 2 3 1 0
pecyaet 4 5 6 3 0 1 2
pecyate 4 5 6 3 0 2 1
pecyeat 4 5 6 3 1 0 2
pecyeta 4 5 6 3 1 2 0
pecytae 4 5 6 3 2 0 1
pecytea 4 5 6 3 2 1 0
pcaetye 4 6 0 1 2 3 5
pcaetey 4 6 0 1 2 5 3
pcaeyte 4 6 0 1 3 2 5
pcaeyet 4 6 0 1 3 5 2
pcaeety 4 6 0 1 5 2 3
pcaeeyt 4 6 0 1 5 3 2
pcateye 4 6 0 2 1 3 5
pcateey 4 6 0 2 1 5 3
pcatyee 4 6 0 2 3 1 5
pcatyee 4 6 0 2 3 5 1
pcateey 4 6 0 2 5 1 3
pcateye 4 6 0 2 5 3 1
pcayete 4 6 0 3 1 2 5
pcayeet 4 6 0 3 1 5 2
pcaytee 4 6 0 3 2 1 5
pcaytee 4 6 0 3 2 5 1
pcayeet 4 6 0 3 5 1 2
pcayete 4 6 0 3 5 2 1
pcaeety 4 6 0 5 1 2 3
pcaeeyt 4 6 0 5 1 3 2
pcaetey 4 6 0 5 2 1 3
pcaetye 4 6 0 5 2 3 1
pcaeyet 4 6 0 5 3 1 2
pcaeyte 4 6 0 5 3 2 1
pceatye 4 6 1 0 2 3 5
pceatey 4 6 1 0 2 5 3
pceayte 4 6 1 0 3 2 5
pceayet 4 6 1 0 3 5 2
pceaety 4 6 1 0 5 2 3
pceaeyt 4 6 1 0 5 3 2
pcetaye 4 6 1 2 0 3 5
pcetaey 4 6 1 2 0 5 3
pcetyae 4 6 1 2 3 0 5
pcetyea 4 6 1 2 3 5 0
pceteay 4 6 1 2 5 0 3
pceteya 4 6 1 2 5 3 0
pceyate 4 6 1 3 0 2 5
pceyaet 4 6 1 3 0 5 2
pceytae 4 6 1 3 2 0 5
pceytea 4 6 1 3 2 5 0
pceyeat 4 6 1 3 5 0 2
pceyeta 4 6 1 3 5 2 0
pceeaty 4 6 1 5 0 2 3
pceeayt 4 6 1 5 0 3 2
pceetay 4 6 1 5 2 0 3
pceetya 4 6 1 5 2 3 0
pceeyat 4 6 1 5 3 0 2
pceeyta 4 6 1 5 3 2 0
pctaeye 4 6 2 0 1 3 5
pctaeey 4 6 2 0 1 5 3
pctayee 4 6 2 0 3 1 5
pctayee 4 6 2 0 3 5 1
pctaeey 4 6 2 0 5 1 3
pctaeye 4 6 2 0 5 3 1
pcteaye 4 6 2 1 0 3 5
pcteaey 4 6 2 1 0 5 3
pcteyae 4 6 2 1 3 0 5
pcteyea 4 6 2 1 3 5 0
pcteeay 4 6 2 1 5 0 3
pcteeya 4 6 2 1 5 3 0
pctyaee 4 6 2 3 0 1 5
pctyaee 4 6 2 3 0 5 1
pctyeae 4 6 2 3 1 0 5
pctyeea 4 6 2 3 1 5 0
pctyeae 4 6 2 3 5 0 1
pctyeea 4 6 2 3 5 1 0
pcteaey 4 6 2 5 0 1 3
pcteaye 4 6 2 5 0 3 1
pcteeay 4 6 2 5 1 0 3
pcteeya 4 6 2 5 1 3 0
pcteyae 4 6 2 5 3 0 1
pcteyea 4 6 2 5 3 1 0
pcyaete 4 6 3 0 1 2 5
pcyaeet 4 6 3 0 1 5 2
pcyatee 4 6 3 0 2 1 5
pcyatee 4 6 3 0 2 5 1
pcyaeet 4 6 3 0 5 1 2
