Shift: 2
cgvarge 0 1 2 3 4 5 6
aevrcgg 3 6 2 4 0 1 5
aevrcgg 3 6 2 4 0 5 1
aevrgcg 3 6 2 4 1 0 5
aevrggc 3 6 2 4 1 5 0
aevrgcg 3 6 2 4 5 0 1
aevrggc 3 6 2 4 5 1 0
aevgcgr 3 6 2 5 0 1 4
aevgcrg 3 6 2 5 0 4 1
aevggcr 3 6 2 5 1 0 4
aevggrc 3 6 2 5 1 4 0
aevgrcg 3 6 2 5 4 0 1
aevgrgc 3 6 2 5 4 1 0
aercgvg 3 6 4 0 1 2 5
aercggv 3 6 4 0 1 5 2
aercvgg 3 6 4 0 2 1 5
aercvgg 3 6 4 0 2 5 1
aercggv 3 6 4 0 5 1 2
aercgvg 3 6 4 0 5 2 1
aergcvg 3 6 4 1 0 2 5
aergcgv 3 6 4 1 0 5 2
aergvcg 3 6 4 1 2 0 5
aergvgc 3 6 4 1 2 5 0
aerggcv 3 6 4 1 5 0 2
aerggvc 3 6 4 1 5 2 0
aervcgg 3 6 4 2 0 1 5
aervcgg 3 6 4 2 0 5 1
aervgcg 3 6 4 2 1 0 5
aervggc 3 6 4 2 1 5 0
aervgcg 3 6 4 2 5 0 1
aervggc 3 6 4 2 5 1 0
aergcgv 3 6 4 5 0 1 2
aergcvg 3 6 4 5 0 2 1
aerggcv 3 6 4 5 1 0 2
aerggvc 3 6 4 5 1 2 0
aergvcg 3 6 4 5 2 0 1
aergvgc 3 6 4 5 2 1 0
aegcgvr 3 6 5 0 1 2 4
aegcgrv 3 6 5 0 1 4 2
aegcvgr 3 6 5 0 2 1 4
aegcvrg 3 6 5 0 2 4 1
aegcrgv 3 6 5 0 4 1 2
aegcrvg 3 6 5 0 4 2 1
aeggcvr 3 6 5 1 0 2 4
aeggcrv 3 6 5 1 0 4 2
aeggvcr 3 6 5 1 2 0 4
aeggvrc 3 6 5 1 2 4 0
aeggrcv 3 6 5 1 4 0 2
aeggrvc 3 6 5 1 4 2 0
aegvcgr 3 6 5 2 0 1 4
aegvcrg 3 6 5 2 0 4 1
aegvgcr 3 6 5 2 1 0 4
aegvgrc 3 6 5 2 1 4 0
aegvrcg 3 6 5 2 4 0 1
aegvrgc 3 6 5 2 4 1 0
aegrcgv 3 6 5 4 0 1 2
aegrcvg 3 6 5 4 0 2 1
aegrgcv 3 6 5 4 1 0 2
aegrgvc 3 6 5 4 1 2 0
aegrvcg 3 6 5 4 2 0 1
aegrvgc 3 6 5 4 2 1 0
rcgvage 4 0 1 2 3 5 6
rcgvaeg 4 0 1 2 3 6 5
rcgvgae 4 0 1 2 5 3 6
rcgvgea 4 0 1 2 5 6 3
rcgveag 4 0 1 2 6 3 5
rcgvega 4 0 1 2 6 5 3
rcgavge 4 0 1 3 2 5 6
rcgaveg 4 0 1 3 2 6 5
rcgagve 4 0 1 3 5 2 6
rcgagev 4 0 1 3 5 6 2
rcgaevg 4 0 1 3 6 2 5
rcgaegv 4 0 1 3 6 5 2
rcggvae 4 0 1 5 2 3 6
rcggvea 4 0 1 5 2 6 3
rcggave 4 0 1 5 3 2 6
rcggaev 4 0 1 5 3 6 2
rcggeva 4 0 1 5 6 2 3
rcggeav 4 0 1 5 6 3 2
rcgevag 4 0 1 6 2 3 5
rcgevga 4 0 1 6 2 5 3
rcgeavg 4 0 1 6 3 2 5
rcgeagv 4 0 1 6 3 5 2
rcgegva 4 0 1 6 5 2 3
rcgegav 4 0 1 6 5 3 2
rcvgage 4 0 2 1 3 5 6
rcvgaeg 4 0 2 1 3 6 5
rcvggae 4 0 2 1 5 3 6
rcvggea 4 0 2 1 5 6 3
rcvgeag 4 0 2 1 6 3 5
rcvgega 4 0 2 1 6 5 3
rcvagge 4 0 2 3 1 5 6
rcvageg 4 0 2 3 1 6 5
rcvagge 4 0 2 3 5 1 6
rcvageg 4 0 2 3 5 6 1
rcvaegg 4 0 2 3 6 1 5
rcvaegg 4 0 2 3 6 5 1
rcvggae 4 0 2 5 1 3 6
rcvggea 4 0 2 5 1 6 3
rcvgage 4 0 2 5 3 1 6
rcvgaeg 4 0 2 5 3 6 1
rcvgega 4 0 2 5 6 1 3
rcvgeag 4 0 2 5 6 3 1
rcvegag 4 0 2 6 1 3 5
rcvegga 4 0 2 6 1 5 3
rcveagg 4 0 2 6 3 1 5
rcveagg 4 0 2 6 3 5 1
rcvegga 4 0 2 6 5 1 3
rcvegag 4 0 2 6 5 3 1
rcagvge 4 0 3 1 2 5 6
rcagveg 4 0 3 1 2 6 5
rcaggve 4 0 3 1 5 2 6
rcaggev 4 0 3 1 5 6 2
rcagevg 4 0 3 1 6 2 5
rcagegv 4 0 3 1 6 5 2
rcavgge 4 0 3 2 1 5 6
rcavgeg 4 0 3 2 1 6 5
rcavgge 4 0 3 2 5 1 6
rcavgeg 4 0 3 2 5 6 1
rcavegg 4 0 3 2 6 1 5
rcavegg 4 0 3 2 6 5 1
rcaggve 4 0 3 5 1 2 6
rcaggev 4 0 3 5 1 6 2
rcagvge 4 0 3 5 2 1 6
rcagveg 4 0 3 5 2 6 1
rcagegv 4 0 3 5 6 1 2
rcagevg 4 0 3 5 6 2 1
rcaegvg 4 0 3 6 1 2 5
rcaeggv 4 0 3 6 1 5 2
rcaevgg 4 0 3 6 2 1 5
rcaevgg 4 0 3 6 2 5 1
rcaeggv 4 0 3 6 5 1 2
rcaegvg 4 0 3 6 5 2 1
rcggvae 4 0 5 1 2 3 6
rcggvea 4 0 5 1 2 6 3
rcggave 4 0 5 1 3 2 6
rcggaev 4 0 5 1 3 6 2
rcggeva 4 0 5 1 6 2 3
rcggeav 4 0 5 1 6 3 2
rcgvgae 4 0 5 2 1 3 6
rcgvgea 4 0 5 2 1 6 3
rcgvage 4 0 5 2 3 1 6
rcgvaeg 4 0 5 2 3 6 1
rcgvega 4 0 5 2 6 1 3
rcgveag 4 0 5 2 6 3 1
rcgagve 4 0 5 3 1 2 6
rcgagev 4 0 5 3 1 6 2
rcgavge 4 0 5 3 2 1 6
rcgaveg 4 0 5 3 2 6 1
rcgaegv 4 0 5 3 6 1 2
rcgaevg 4 0 5 3 6 2 1
rcgegva 4 0 5 6 1 2 3
rcgegav 4 0 5 6 1 3 2
rcgevga 4 0 5 6 2 1 3
rcgevag 4 0 5 6 2 3 1
rcgeagv 4 0 5 6 3 1 2
rcgeavg 4 0 5 6 3 2 1
rcegvag 4 0 6 1 2 3 5
rcegvga 4 0 6 1 2 5 3
rcegavg 4 0 6 1 3 2 5
rcegagv 4 0 6 1 3 5 2
rceggva 4 0 6 1 5 2 3
rceggav 4 0 6 1 5 3 2
rcevgag 4 0 6 2 1 3 5
rcevgga 4 0 6 2 1 5 3
rcevagg 4 0 6 2 3 1 5
rcevagg 4 0 6 2 3 5 1
rcevgga 4 0 6 2 5 1 3
rcevgag 4 0 6 2 5 3 1
rceagvg 4 0 6 3 1 2 5
rceaggv 4 0 6 3 1 5 2
rceavgg 4 0 6 3 2 1 5
rceavgg 4 0 6 3 2 5 1
rceaggv 4 0 6 3 5 1 2
rceagvg 4 0 6 3 5 2 1
rceggva 4 0 6 5 1 2 3
rceggav 4 0 6 5 1 3 2
rcegvga 4 0 6 5 2 1 3
rcegvag 4 0 6 5 2 3 1
rcegagv 4 0 6 5 3 1 2
rcegavg 4 0 6 5 3 2 1
rgcvage 4 1 0 2 3 5 6
rgcvaeg 4 1 0 2 3 6 5
rgcvgae 4 1 0 2 5 3 6
rgcvgea 4 1 0 2 5 6 3
rgcveag 4 1 0 2 6 3 5
rgcvega 4 1 0 2 6 5 3
rgcavge 4 1 0 3 2 5 6
rgcaveg 4 1 0 3 2 6 5
rgcagve 4 1 0 3 5 2 6
rgcagev 4 1 0 3 5 6 2
rgcaevg 4 1 0 3 6 2 5
rgcaegv 4 1 0 3 6 5 2
rgcgvae 4 1 0 5 2 3 6
rgcgvea 4 1 0 5 2 6 3
rgcgave 4 1 0 5 3 2 6
rgcgaev 4 1 0 5 3 6 2
rgcgeva 4 1 0 5 6 2 3
rgcgeav 4 1 0 5 6 3 2
rgcevag 4 1 0 6 2 3 5
rgcevga 4 1 0 6 2 5 3
rgceavg 4 1 0 6 3 2 5
rgceagv 4 1 0 6 3 5 2
rgcegva 4 1 0 6 5 2 3
rgcegav 4 1 0 6 5 3 2
rgvcage 4 1 2 0 3 5 6
rgvcaeg 4 1 2 0 3 6 5
rgvcgae 4 1 2 0 5 3 6
rgvcgea 4 1 2 0 5 6 3
rgvceag 4 1 2 0 6 3 5
rgvcega 4 1 2 0 6 5 3
rgvacge 4 1 2 3 0 5 6
rgvaceg 4 1 2 3 0 6 5
rgvagce 4 1 2 3 5 0 6
rgvagec 4 1 2 3 5 6 0
rgvaecg 4 1 2 3 6 0 5
rgvaegc 4 1 2 3 6 5 0
rgvgcae 4 1 2 5 0 3 6
rgvgcea 4 1 2 5 0 6 3
rgvgace 4 1 2 5 3 0 6
rgvgaec 4 1 2 5 3 6 0
rgvgeca 4 1 2 5 6 0 3
rgvgeac 4 1 2 5 6 3 0
rgvecag 4 1 2 6 0 3 5
rgvecga 4 1 2 6 0 5 3
rgveacg 4 1 2 6 3 0 5
rgveagc 4 1 2 6 3 5 0
rgvegca 4 1 2 6 5 0 3
rgvegac 4 1 2 6 5 3 0
rgacvge 4 1 3 0 2 5 6
rgacveg 4 1 3 0 2 6 5
rgacgve 4 1 3 0 5 2 6
rgacgev 4 1 3 0 5 6 2
rgacevg 4 1 3 0 6 2 5
rgacegv 4 1 3 0 6 5 2
rgavcge 4 1 3 2 0 5 6
rgavceg 4 1 3 2 0 6 5
rgavgce 4 1 3 2 5 0 6
rgavgec 4 1 3 2 5 6 0
rgavecg 4 1 3 2 6 0 5
rgavegc 4 1 3 2 6 5 0
rgagcve 4 1 3 5 0 2 6
rgagcev 4 1 3 5 0 6 2
rgagvce 4 1 3 5 2 0 6
rgagvec 4 1 3 5 2 6 0
rgagecv 4 1 3 5 6 0 2
rgagevc 4 1 3 5 6 2 0
rgaecvg 4 1 3 6 0 2 5
rgaecgv 4 1 3 6 0 5 2
rgaevcg 4 1 3 6 2 0 5
rgaevgc 4 1 3 6 2 5 0
rgaegcv 4 1 3 6 5 0 2
rgaegvc 4 1 3 6 5 2 0
rggcvae 4 1 5 0 2 3 6
rggcvea 4 1 5 0 2 6 3
rggcave 4 1 5 0 3 2 6
rggcaev 4 1 5 0 3 6 2
rggceva 4 1 5 0 6 2 3
rggceav 4 1 5 0 6 3 2
rggvcae 4 1 5 2 0 3 6
rggvcea 4 1 5 2 0 6 3
rggvace 4 1 5 2 3 0 6
rggvaec 4 1 5 2 3 6 0
rggveca 4 1 5 2 6 0 3
rggveac 4 1 5 2 6 3 0
rggacve 4 1 5 3 0 2 6
rggacev 4 1 5 3 0 6 2
rggavce 4 1 5 3 2 0 6
rggavec 4 1 5 3 2 6 0
rggaecv 4 1 5 3 6 0 2
rggaevc 4 1 5 3 6 2 0
rggecva 4 1 5 6 0 2 3
rggecav 4 1 5 6 0 3 2
rggevca 4 1 5 6 2 0 3
rggevac 4 1 5 6 2 3 0
rggeacv 4 1 5 6 3 0 2
rggeavc 4 1 5 6 3 2 0
rgecvag 4 1 6 0 2 3 5
rgecvga 4 1 6 0 2 5 3
rgecavg 4 1 6 0 3 2 5
rgecagv 4 1 6 0 3 5 2
rgecgva 4 1 6 0 5 2 3
rgecgav 4 1 6 0 5 3 2
rgevcag 4 1 6 2 0 3 5
rgevcga 4 1 6 2 0 5 3
rgevacg 4 1 6 2 3 0 5
rgevagc 4 1 6 2 3 5 0
rgevgca 4 1 6 2 5 0 3
rgevgac 4 1 6 2 5 3 0
rgeacvg 4 1 6 3 0 2 5
rgeacgv 4 1 6 3 0 5 2
rgeavcg 4 1 6 3 2 0 5
rgeavgc 4 1 6 3 2 5 0
rgeagcv 4 1 6 3 5 0 2
rgeagvc 4 1 6 3 5 2 0
rgegcva 4 1 6 5 0 2 3
rgegcav 4 1 6 5 0 3 2
rgegvca 4 1 6 5 2 0 3
rgegvac 4 1 6 5 2 3 0
rgegacv 4 1 6 5 3 0 2
rgegavc 4 1 6 5 3 2 0
rvcgage 4 2 0 1 3 5 6
rvcgaeg 4 2 0 1 3 6 5
rvcggae 4 2 0 1 5 3 6
rvcggea 4 2 0 1 5 6 3
rvcgeag 4 2 0 1 6 3 5
rvcgega 4 2 0 1 6 5 3
rvcagge 4 2 0 3 1 5 6
rvcageg 4 2 0 3 1 6 5
rvcagge 4 2 0 3 5 1 6
rvcageg 4 2 0 3 5 6 1
rvcaegg 4 2 0 3 6 1 5
rvcaegg 4 2 0 3 6 5 1
rvcggae 4 2 0 5 1 3 6
rvcggea 4 2 0 5 1 6 3
rvcgage 4 2 0 5 3 1 6
rvcgaeg 4 2 0 5 3 6 1
rvcgega 4 2 0 5 6 1 3
rvcgeag 4 2 0 5 6 3 1
rvcegag 4 2 0 6 1 3 5
rvcegga 4 2 0 6 1 5 3
rvceagg 4 2 0 6 3 1 5
rvceagg 4 2 0 6 3 5 1
rvcegga 4 2 0 6 5 1 3
rvcegag 4 2 0 6 5 3 1
rvgcage 4 2 1 0 3 5 6
rvgcaeg 4 2 1 0 3 6 5
rvgcgae 4 2 1 0 5 3 6
rvgcgea 4 2 1 0 5 6 3
rvgceag 4 2 1 0 6 3 5
rvgcega 4 2 1 0 6 5 3
rvgacge 4 2 1 3 0 5 6
rvgaceg 4 2 1 3 0 6 5
rvgagce 4 2 1 3 5 0 6
rvgagec 4 2 1 3 5 6 0
rvgaecg 4 2 1 3 6 0 5
rvgaegc 4 2 1 3 6 5 0
rvggcae 4 2 1 5 0 3 6
rvggcea 4 2 1 5 0 6 3
rvggace 4 2 1 5 3 0 6
rvggaec 4 2 1 5 3 6 0
rvggeca 4 2 1 5 6 0 3
rvggeac 4 2 1 5 6 3 0
rvgecag 4 2 1 6 0 3 5
rvgecga 4 2 1 6 0 5 3
rvgeacg 4 2 1 6 3 0 5
rvgeagc 4 2 1 6 3 5 0
rvgegca 4 2 1 6 5 0 3
rvgegac 4 2 1 6 5 3 0
rvacgge 4 2 3 0 1 5 6
rvacgeg 4 2 3 0 1 6 5
rvacgge 4 2 3 0 5 1 6
rvacgeg 4 2 3 0 5 6 1
rvacegg 4 2 3 0 6 1 5
rvacegg 4 2 3 0 6 5 1
rvagcge 4 2 3 1 0 5 6
rvagceg 4 2 3 1 0 6 5
rvaggce 4 2 3 1 5 0 6
rvaggec 4 2 3 1 5 6 0
rvagecg 4 2 3 1 6 0 5
rvagegc 4 2 3 1 6 5 0
rvagcge 4 2 3 5 0 1 6
rvagceg 4 2 3 5 0 6 1
rvaggce 4 2 3 5 1 0 6
rvaggec 4 2 3 5 1 6 0
rvagecg 4 2 3 5 6 0 1
rvagegc 4 2 3 5 6 1 0
rvaecgg 4 2 3 6 0 1 5
rvaecgg 4 2 3 6 0 5 1
rvaegcg 4 2 3 6 1 0 5
rvaeggc 4 2 3 6 1 5 0
rvaegcg 4 2 3 6 5 0 1
rvaeggc 4 2 3 6 5 1 0
rvgcgae 4 2 5 0 1 3 6
rvgcgea 4 2 5 0 1 6 3
rvgcage 4 2 5 0 3 1 6
rvgcaeg 4 2 5 0 3 6 1
rvgcega 4 2 5 0 6 1 3
rvgceag 4 2 5 0 6 3 1
rvggcae 4 2 5 1 0 3 6
rvggcea 4 2 5 1 0 6 3
rvggace 4 2 5 1 3 0 6
rvggaec 4 2 5 1 3 6 0
rvggeca 4 2 5 1 6 0 3
rvggeac 4 2 5 1 6 3 0
rvgacge 4 2 5 3 0 1 6
rvgaceg 4 2 5 3 0 6 1
rvgagce 4 2 5 3 1 0 6
rvgagec 4 2 5 3 1 6 0
rvgaecg 4 2 5 3 6 0 1
rvgaegc 4 2 5 3 6 1 0
rvgecga 4 2 5 6 0 1 3
rvgecag 4 2 5 6 0 3 1
rvgegca 4 2 5 6 1 0 3
rvgegac 4 2 5 6 1 3 0
rvgeacg 4 2 5 6 3 0 1
rvgeagc 4 2 5 6 3 1 0
rvecgag 4 2 6 0 1 3 5
rvecgga 4 2 6 0 1 5 3
rvecagg 4 2 6 0 3 1 5
rvecagg 4 2 6 0 3 5 1
rvecgga 4 2 6 0 5 1 3
rvecgag 4 2 6 0 5 3 1
rvegcag 4 2 6 1 0 3 5
rvegcga 4 2 6 1 0 5 3
rvegacg 4 2 6 1 3 0 5
rvegagc 4 2 6 1 3 5 0
rveggca 4 2 6 1 5 0 3
rveggac 4 2 6 1 5 3 0
rveacgg 4 2 6 3 0 1 5
rveacgg 4 2 6 3 0 5 1
rveagcg 4 2 6 3 1 0 5
rveaggc 4 2 6 3 1 5 0
rveagcg 4 2 6 3 5 0 1
rveaggc 4 2 6 3 5 1 0
rvegcga 4 2 6 5 0 1 3
rvegcag 4 2 6 5 0 3 1
rveggca 4 2 6 5 1 0 3
rveggac 4 2 6 5 1 3 0
rvegacg 4 2 6 5 3 0 1
rvegagc 4 2 6 5 3 1 0
racgvge 4 3 0 1 2 5 6
racgveg 4 3 0 1 2 6 5
racggve 4 3 0 1 5 2 6
racggev 4 3 0 1 5 6 2
racgevg 4 3 0 1 6 2 5
racgegv 4 3 0 1 6 5 2
racvgge 4 3 0 2 1 5 6
racvgeg 4 3 0 2 1 6 5
racvgge 4 3 0 2 5 1 6
racvgeg 4 3 0 2 5 6 1
racvegg 4 3 0 2 6 1 5
racvegg 4 3 0 2 6 5 1
racggve 4 3 0 5 1 2 6
racggev 4 3 0 5 1 6 2
racgvge 4 3 0 5 2 1 6
racgveg 4 3 0 5 2 6 1
racgegv 4 3 0 5 6 1 2
racgevg 4 3 0 5 6 2 1
racegvg 4 3 0 6 1 2 5
raceggv 4 3 0 6 1 5 2
racevgg 4 3 0 6 2 1 5
racevgg 4 3 0 6 2 5 1
raceggv 4 3 0 6 5 1 2
racegvg 4 3 0 6 5 2 1
ragcvge 4 3 1 0 2 5 6
ragcveg 4 3 1 0 2 6 5
ragcgve 4 3 1 0 5 2 6
ragcgev 4 3 1 0 5 6 2
ragcevg 4 3 1 0 6 2 5
ragcegv 4 3 1 0 6 5 2
ragvcge 4 3 1 2 0 5 6
ragvceg 4 3 1 2 0 6 5
ragvgce 4 3 1 2 5 0 6
ragvgec 4 3 1 2 5 6 0
ragvecg 4 3 1 2 6 0 5
ragvegc 4 3 1 2 6 5 0
raggcve 4 3 1 5 0 2 6
raggcev 4 3 1 5 0 6 2
raggvce 4 3 1 5 2 0 6
raggvec 4 3 1 5 2 6 0
raggecv 4 3 1 5 6 0 2
raggevc 4 3 1 5 6 2 0
ragecvg 4 3 1 6 0 2 5
ragecgv 4 3 1 6 0 5 2
ragevcg 4 3 1 6 2 0 5
ragevgc 4 3 1 6 2 5 0
ragegcv 4 3 1 6 5 0 2
ragegvc 4 3 1 6 5 2 0
ravcgge 4 3 2 0 1 5 6
ravcgeg 4 3 2 0 1 6 5
ravcgge 4 3 2 0 5 1 6
ravcgeg 4 3 2 0 5 6 1
ravcegg 4 3 2 0 6 1 5
ravcegg 4 3 2 0 6 5 1
ravgcge 4 3 2 1 0 5 6
ravgceg 4 3 2 1 0 6 5
ravggce 4 3 2 1 5 0 6
ravggec 4 3 2 1 5 6 0
ravgecg 4 3 2 1 6 0 5
ravgegc 4 3 2 1 6 5 0
ravgcge 4 3 2 5 0 1 6
ravgceg 4 3 2 5 0 6 1
ravggce 4 3 2 5 1 0 6
ravggec 4 3 2 5 1 6 0
ravgecg 4 3 2 5 6 0 1
ravgegc 4 3 2 5 6 1 0
ravecgg 4 3 2 6 0 1 5
ravecgg 4 3 2 6 0 5 1
ravegcg 4 3 2 6 1 0 5
raveggc 4 3 2 6 1 5 0
ravegcg 4 3 2 6 5 0 1
raveggc 4 3 2 6 5 1 0
ragcgve 4 3 5 0 1 2 6
ragcgev 4 3 5 0 1 6 2
ragcvge 4 3 5 0 2 1 6
ragcveg 4 3 5 0 2 6 1
ragcegv 4 3 5 0 6 1 2
ragcevg 4 3 5 0 6 2 1
raggcve 4 3 5 1 0 2 6
raggcev 4 3 5 1 0 6 2
raggvce 4 3 5 1 2 0 6
raggvec 4 3 5 1 2 6 0
raggecv 4 3 5 1 6 0 2
raggevc 4 3 5 1 6 2 0
ragvcge 4 3 5 2 0 1 6
ragvceg 4 3 5 2 0 6 1
ragvgce 4 3 5 2 1 0 6
ragvgec 4 3 5 2 1 6 0
ragvecg 4 3 5 2 6 0 1
ragvegc 4 3 5 2 6 1 0
ragecgv 4 3 5 6 0 1 2
ragecvg 4 3 5 6 0 2 1
ragegcv 4 3 5 6 1 0 2
ragegvc 4 3 5 6 1 2 0
ragevcg 4 3 5 6 2 0 1
ragevgc 4 3 5 6 2 1 0
raecgvg 4 3 6 0 1 2 5
raecggv 4 3 6 0 1 5 2
raecvgg 4 3 6 0 2 1 5
raecvgg 4 3 6 0 2 5 1
raecggv 4 3 6 0 5 1 2
raecgvg 4 3 6 0 5 2 1
raegcvg 4 3 6 1 0 2 5
raegcgv 4 3 6 1 0 5 2
raegvcg 4 3 6 1 2 0 5
raegvgc 4 3 6 1 2 5 0
raeggcv 4 3 6 1 5 0 2
raeggvc 4 3 6 1 5 2 0
raevcgg 4 3 6 2 0 1 5
raevcgg 4 3 6 2 0 5 1
raevgcg 4 3 6 2 1 0 5
raevggc 4 3 6 2 1 5 0
raevgcg 4 3 6 2 5 0 1
raevggc 4 3 6 2 5 1 0
raegcgv 4 3 6 5 0 1 2
raegcvg 4 3 6 5 0 2 1
raeggcv 4 3 6 5 1 0 2
raeggvc 4 3 6 5 1 2 0
raegvcg 4 3 6 5 2 0 1
raegvgc 4 3 6 5 2 1 0
rgcgvae 4 5 0 1 2 3 6
rgcgvea 4 5 0 1 2 6 3
rgcgave 4 5 0 1 3 2 6
rgcgaev 4 5 0 1 3 6 2
rgcgeva 4 5 0 1 6 2 3
rgcgeav 4 5 0 1 6 3 2
rgcvgae 4 5 0 2 1 3 6
rgcvgea 4 5 0 2 1 6 3
rgcvage 4 5 0 2 3 1 6
rgcvaeg 4 5 0 2 3 6 1
rgcvega 4 5 0 2 6 1 3
rgcveag 4 5 0 2 6 3 1
rgcagve 4 5 0 3 1 2 6
rgcagev 4 5 0 3 1 6 2
rgcavge 4 5 0 3 2 1 6
rgcaveg 4 5 0 3 2 6 1
rgcaegv 4 5 0 3 6 1 2
rgcaevg 4 5 0 3 6 2 1
rgcegva 4 5 0 6 1 2 3
rgcegav 4 5 0 6 1 3 2
rgcevga 4 5 0 6 2 1 3
rgcevag 4 5 0 6 2 3 1
rgceagv 4 5 0 6 3 1 2
rgceavg 4 5 0 6 3 2 1
rggcvae 4 5 1 0 2 3 6
rggcvea 4 5 1 0 2 6 3
rggcave 4 5 1 0 3 2 6
rggcaev 4 5 1 0 3 6 2
rggceva 4 5 1 0 6 2 3
rggceav 4 5 1 0 6 3 2
rggvcae 4 5 1 2 0 3 6
rggvcea 4 5 1 2 0 6 3
rggvace 4 5 1 2 3 0 6
rggvaec 4 5 1 2 3 6 0
rggveca 4 5 1 2 6 0 3
rggveac 4 5 1 2 6 3 0
rggacve 4 5 1 3 0 2 6
rggacev 4 5 1 3 0 6 2
rggavce 4 5 1 3 2 0 6
rggavec 4 5 1 3 2 6 0
rggaecv 4 5 1 3 6 0 2
rggaevc 4 5 1 3 6 2 0
rggecva 4 5 1 6 0 2 3
rggecav 4 5 1 6 0 3 2
rggevca 4 5 1 6 2 0 3
rggevac 4 5 1 6 2 3 0
rggeacv 4 5 1 6 3 0 2
rggeavc 4 5 1 6 3 2 0
rgvcgae 4 5 2 0 1 3 6
rgvcgea 4 5 2 0 1 6 3
rgvcage 4 5 2 0 3 1 6
rgvcaeg 4 5 2 0 3 6 1
rgvcega 4 5 2 0 6 1 3
rgvceag 4 5 2 0 6 3 1
rgvgcae 4 5 2 1 0 3 6
rgvgcea 4 5 2 1 0 6 3
rgvgace 4 5 2 1 3 0 6
rgvgaec 4 5 2 1 3 6 0
rgvgeca 4 5 2 1 6 0 3
rgvgeac 4 5 2 1 6 3 0
rgvacge 4 5 2 3 0 1 6
rgvaceg 4 5 2 3 0 6 1
rgvagce 4 5 2 3 1 0 6
rgvagec 4 5 2 3 1 6 0
rgvaecg 4 5 2 3 6 0 1
rgvaegc 4 5 2 3 6 1 0
rgvecga 4 5 2 6 0 1 3
rgvecag 4 5 2 6 0 3 1
rgvegca 4 5 2 6 1 0 3
rgvegac 4 5 2 6 1 3 0
rgveacg 4 5 2 6 3 0 1
rgveagc 4 5 2 6 3 1 0
rgacgve 4 5 3 0 1 2 6
rgacgev 4 5 3 0 1 6 2
rgacvge 4 5 3 0 2 1 6
rgacveg 4 5 3 0 2 6 1
rgacegv 4 5 3 0 6 1 2
rgacevg 4 5 3 0 6 2 1
rgagcve 4 5 3 1 0 2 6
rgagcev 4 5 3 1 0 6 2
rgagvce 4 5 3 1 2 0 6
rgagvec 4 5 3 1 2 6 0
rgagecv 4 5 3 1 6 0 2
rgagevc 4 5 3 1 6 2 0
rgavcge 4 5 3 2 0 1 6
rgavceg 4 5 3 2 0 6 1
rgavgce 4 5 3 2 1 0 6
rgavgec 4 5 3 2 1 6 0
rgavecg 4 5 3 2 6 0 1
rgavegc 4 5 3 2 6 1 0
rgaecgv 4 5 3 6 0 1 2
rgaecvg 4 5 3 6 0 2 1
rgaegcv 4 5 3 6 1 0 2
rgaegvc 4 5 3 6 1 2 0
rgaevcg 4 5 3 6 2 0 1
rgaevgc 4 5 3 6 2 1 0
rgecgva 4 5 6 0 1 2 3
rgecgav 4 5 6 0 1 3 2
rgecvga 4 5 6 0 2 1 3
rgecvag 4 5 6 0 2 3 1
rgecagv 4 5 6 0 3 1 2
rgecavg 4 5 6 0 3 2 1
rgegcva 4 5 6 1 0 2 3
rgegcav 4 5 6 1 0 3 2
rgegvca 4 5 6 1 2 0 3
rgegvac 4 5 6 1 2 3 0
rgegacv 4 5 6 1 3 0 2
rgegavc 4 5 6 1 3 2 0
rgevcga 4 5 6 2 0 1 3
rgevcag 4 5 6 2 0 3 1
rgevgca 4 5 6 2 1 0 3
rgevgac 4 5 6 2 1 3 0
rgevacg 4 5 6 2 3 0 1
rgevagc 4 5 6 2 3 1 0
rgeacgv 4 5 6 3 0 1 2
rgeacvg 4 5 6 3 0 2 1
rgeagcv 4 5 6 3 1 0 2
rgeagvc 4 5 6 3 1 2 0
rgeavcg 4 5 6 3 2 0 1
rgeavgc 4 5 6 3 2 1 0
recgvag 4 6 0 1 2 3 5
recgvga 4 6 0 1 2 5 3
recgavg 4 6 0 1 3 2 5
recgagv 4 6 0 1 3 5 2
recggva 4 6 0 1 5 2 3
recggav 4 6 0 1 5 3 2
recvgag 4 6 0 2 1 3 5
recvgga 4 6 0 2 1 5 3
recvagg 4 6 0 2 3 1 5
recvagg 4 6 0 2 3 5 1
recvgga 4 6 0 2 5 1 3
recvgag 4 6 0 2 5 3 1
recagvg 4 6 0 3 1 2 5
recaggv 4 6 0 3 1 5 2
recavgg 4 6 0 3 2 1 5
recavgg 4 6 0 3 2 5 1
recaggv 4 6 0 3 5 1 2
recagvg 4 6 0 3 5 2 1
recggva 4 6 0 5 1 2 3
recggav 4 6 0 5 1 3 2
recgvga 4 6 0 5 2 1 3
recgvag 4 6 0 5 2 3 1
recgagv 4 6 0 5 3 1 2
recgavg 4 6 0 5 3 2 1
regcvag 4 6 1 0 2 3 5
regcvga 4 6 1 0 2 5 3
regcavg 4 6 1 0 3 2 5
regcagv 4 6 1 0 3 5 2
regcgva 4 6 1 0 5 2 3
regcgav 4 6 1 0 5 3 2
regvcag 4 6 1 2 0 3 5
regvcga 4 6 1 2 0 5 3
regvacg 4 6 1 2 3 0 5
regvagc 4 6 1 2 3 5 0
regvgca 4 6 1 2 5 0 3
regvgac 4 6 1 2 5 3 0
