Shift: 11
lpejapn 0 1 2 3 4 5 6
jnpeapl 3 6 1 2 4 5 0
jnpepla 3 6 1 2 5 0 4
jnpepal 3 6 1 2 5 4 0
jnpalep 3 6 1 4 0 2 5
jnpalpe 3 6 1 4 0 5 2
jnpaelp 3 6 1 4 2 0 5
jnpaepl 3 6 1 4 2 5 0
jnpaple 3 6 1 4 5 0 2
jnpapel 3 6 1 4 5 2 0
jnpplea 3 6 1 5 0 2 4
jnpplae 3 6 1 5 0 4 2
jnppela 3 6 1 5 2 0 4
jnppeal 3 6 1 5 2 4 0
jnppale 3 6 1 5 4 0 2
jnppael 3 6 1 5 4 2 0
jnelpap 3 6 2 0 1 4 5
jnelppa 3 6 2 0 1 5 4
jnelapp 3 6 2 0 4 1 5
jnelapp 3 6 2 0 4 5 1
jnelppa 3 6 2 0 5 1 4
jnelpap 3 6 2 0 5 4 1
jneplap 3 6 2 1 0 4 5
jneplpa 3 6 2 1 0 5 4
jnepalp 3 6 2 1 4 0 5
jnepapl 3 6 2 1 4 5 0
jneppla 3 6 2 1 5 0 4
jneppal 3 6 2 1 5 4 0
jnealpp 3 6 2 4 0 1 5
jnealpp 3 6 2 4 0 5 1
jneaplp 3 6 2 4 1 0 5
jneappl 3 6 2 4 1 5 0
jneaplp 3 6 2 4 5 0 1
jneappl 3 6 2 4 5 1 0
jneplpa 3 6 2 5 0 1 4
jneplap 3 6 2 5 0 4 1
jneppla 3 6 2 5 1 0 4
jneppal 3 6 2 5 1 4 0
jnepalp 3 6 2 5 4 0 1
jnepapl 3 6 2 5 4 1 0
jnalpep 3 6 4 0 1 2 5
jnalppe 3 6 4 0 1 5 2
jnalepp 3 6 4 0 2 1 5
jnalepp 3 6 4 0 2 5 1
jnalppe 3 6 4 0 5 1 2
jnalpep 3 6 4 0 5 2 1
jnaplep 3 6 4 1 0 2 5
jnaplpe 3 6 4 1 0 5 2
jnapelp 3 6 4 1 2 0 5
jnapepl 3 6 4 1 2 5 0
jnapple 3 6 4 1 5 0 2
jnappel 3 6 4 1 5 2 0
jnaelpp 3 6 4 2 0 1 5
jnaelpp 3 6 4 2 0 5 1
jnaeplp 3 6 4 2 1 0 5
jnaeppl 3 6 4 2 1 5 0
jnaeplp 3 6 4 2 5 0 1
jnaeppl 3 6 4 2 5 1 0
jnaplpe 3 6 4 5 0 1 2
jnaplep 3 6 4 5 0 2 1
jnapple 3 6 4 5 1 0 2
jnappel 3 6 4 5 1 2 0
jnapelp 3 6 4 5 2 0 1
jnapepl 3 6 4 5 2 1 0
jnplpea 3 6 5 0 1 2 4
jnplpae 3 6 5 0 1 4 2
jnplepa 3 6 5 0 2 1 4
jnpleap 3 6 5 0 2 4 1
jnplape 3 6 5 0 4 1 2
jnplaep 3 6 5 0 4 2 1
jnpplea 3 6 5 1 0 2 4
jnpplae 3 6 5 1 0 4 2
jnppela 3 6 5 1 2 0 4
jnppeal 3 6 5 1 2 4 0
jnppale 3 6 5 1 4 0 2
jnppael 3 6 5 1 4 2 0
jnpelpa 3 6 5 2 0 1 4
jnpelap 3 6 5 2 0 4 1
jnpepla 3 6 5 2 1 0 4
jnpepal 3 6 5 2 1 4 0
jnpealp 3 6 5 2 4 0 1
jnpeapl 3 6 5 2 4 1 0
jnpalpe 3 6 5 4 0 1 2
jnpalep 3 6 5 4 0 2 1
jnpaple 3 6 5 4 1 0 2
jnpapel 3 6 5 4 1 2 0
jnpaelp 3 6 5 4 2 0 1
jnpaepl 3 6 5 4 2 1 0
alpejpn 4 0 1 2 3 5 6
alpejnp 4 0 1 2 3 6 5
alpepjn 4 0 1 2 5 3 6
alpepnj 4 0 1 2 5 6 3
alpenjp 4 0 1 2 6 3 5
alpenpj 4 0 1 2 6 5 3
alpjepn 4 0 1 3 2 5 6
alpjenp 4 0 1 3 2 6 5
alpjpen 4 0 1 3 5 2 6
alpjpne 4 0 1 3 5 6 2
alpjnep 4 0 1 3 6 2 5
alpjnpe 4 0 1 3 6 5 2
alppejn 4 0 1 5 2 3 6
alppenj 4 0 1 5 2 6 3
alppjen 4 0 1 5 3 2 6
alppjne 4 0 1 5 3 6 2
alppnej 4 0 1 5 6 2 3
alppnje 4 0 1 5 6 3 2
alpnejp 4 0 1 6 2 3 5
alpnepj 4 0 1 6 2 5 3
alpnjep 4 0 1 6 3 2 5
alpnjpe 4 0 1 6 3 5 2
alpnpej 4 0 1 6 5 2 3
alpnpje 4 0 1 6 5 3 2
alepjpn 4 0 2 1 3 5 6
alepjnp 4 0 2 1 3 6 5
aleppjn 4 0 2 1 5 3 6
aleppnj 4 0 2 1 5 6 3
alepnjp 4 0 2 1 6 3 5
alepnpj 4 0 2 1 6 5 3
alejppn 4 0 2 3 1 5 6
alejpnp 4 0 2 3 1 6 5
alejppn 4 0 2 3 5 1 6
alejpnp 4 0 2 3 5 6 1
alejnpp 4 0 2 3 6 1 5
alejnpp 4 0 2 3 6 5 1
aleppjn 4 0 2 5 1 3 6
aleppnj 4 0 2 5 1 6 3
alepjpn 4 0 2 5 3 1 6
alepjnp 4 0 2 5 3 6 1
alepnpj 4 0 2 5 6 1 3
alepnjp 4 0 2 5 6 3 1
alenpjp 4 0 2 6 1 3 5
alenppj 4 0 2 6 1 5 3
alenjpp 4 0 2 6 3 1 5
alenjpp 4 0 2 6 3 5 1
alenppj 4 0 2 6 5 1 3
alenpjp 4 0 2 6 5 3 1
aljpepn 4 0 3 1 2 5 6
aljpenp 4 0 3 1 2 6 5
aljppen 4 0 3 1 5 2 6
aljppne 4 0 3 1 5 6 2
aljpnep 4 0 3 1 6 2 5
aljpnpe 4 0 3 1 6 5 2
aljeppn 4 0 3 2 1 5 6
aljepnp 4 0 3 2 1 6 5
aljeppn 4 0 3 2 5 1 6
aljepnp 4 0 3 2 5 6 1
aljenpp 4 0 3 2 6 1 5
aljenpp 4 0 3 2 6 5 1
aljppen 4 0 3 5 1 2 6
aljppne 4 0 3 5 1 6 2
aljpepn 4 0 3 5 2 1 6
aljpenp 4 0 3 5 2 6 1
aljpnpe 4 0 3 5 6 1 2
aljpnep 4 0 3 5 6 2 1
aljnpep 4 0 3 6 1 2 5
aljnppe 4 0 3 6 1 5 2
aljnepp 4 0 3 6 2 1 5
aljnepp 4 0 3 6 2 5 1
aljnppe 4 0 3 6 5 1 2
aljnpep 4 0 3 6 5 2 1
alppejn 4 0 5 1 2 3 6
alppenj 4 0 5 1 2 6 3
alppjen 4 0 5 1 3 2 6
alppjne 4 0 5 1 3 6 2
alppnej 4 0 5 1 6 2 3
alppnje 4 0 5 1 6 3 2
alpepjn 4 0 5 2 1 3 6
alpepnj 4 0 5 2 1 6 3
alpejpn 4 0 5 2 3 1 6
alpejnp 4 0 5 2 3 6 1
alpenpj 4 0 5 2 6 1 3
alpenjp 4 0 5 2 6 3 1
alpjpen 4 0 5 3 1 2 6
alpjpne 4 0 5 3 1 6 2
alpjepn 4 0 5 3 2 1 6
alpjenp 4 0 5 3 2 6 1
alpjnpe 4 0 5 3 6 1 2
alpjnep 4 0 5 3 6 2 1
alpnpej 4 0 5 6 1 2 3
alpnpje 4 0 5 6 1 3 2
alpnepj 4 0 5 6 2 1 3
alpnejp 4 0 5 6 2 3 1
alpnjpe 4 0 5 6 3 1 2
alpnjep 4 0 5 6 3 2 1
alnpejp 4 0 6 1 2 3 5
alnpepj 4 0 6 1 2 5 3
alnpjep 4 0 6 1 3 2 5
alnpjpe 4 0 6 1 3 5 2
alnppej 4 0 6 1 5 2 3
alnppje 4 0 6 1 5 3 2
alnepjp 4 0 6 2 1 3 5
alneppj 4 0 6 2 1 5 3
alnejpp 4 0 6 2 3 1 5
alnejpp 4 0 6 2 3 5 1
alneppj 4 0 6 2 5 1 3
alnepjp 4 0 6 2 5 3 1
alnjpep 4 0 6 3 1 2 5
alnjppe 4 0 6 3 1 5 2
alnjepp 4 0 6 3 2 1 5
alnjepp 4 0 6 3 2 5 1
alnjppe 4 0 6 3 5 1 2
alnjpep 4 0 6 3 5 2 1
alnppej 4 0 6 5 1 2 3
alnppje 4 0 6 5 1 3 2
alnpepj 4 0 6 5 2 1 3
alnpejp 4 0 6 5 2 3 1
alnpjpe 4 0 6 5 3 1 2
alnpjep 4 0 6 5 3 2 1
aplejpn 4 1 0 2 3 5 6
aplejnp 4 1 0 2 3 6 5
aplepjn 4 1 0 2 5 3 6
aplepnj 4 1 0 2 5 6 3
aplenjp 4 1 0 2 6 3 5
aplenpj 4 1 0 2 6 5 3
apljepn 4 1 0 3 2 5 6
apljenp 4 1 0 3 2 6 5
apljpen 4 1 0 3 5 2 6
apljpne 4 1 0 3 5 6 2
apljnep 4 1 0 3 6 2 5
apljnpe 4 1 0 3 6 5 2
aplpejn 4 1 0 5 2 3 6
aplpenj 4 1 0 5 2 6 3
aplpjen 4 1 0 5 3 2 6
aplpjne 4 1 0 5 3 6 2
aplpnej 4 1 0 5 6 2 3
aplpnje 4 1 0 5 6 3 2
aplnejp 4 1 0 6 2 3 5
aplnepj 4 1 0 6 2 5 3
aplnjep 4 1 0 6 3 2 5
aplnjpe 4 1 0 6 3 5 2
aplnpej 4 1 0 6 5 2 3
aplnpje 4 1 0 6 5 3 2
apeljpn 4 1 2 0 3 5 6
apeljnp 4 1 2 0 3 6 5
apelpjn 4 1 2 0 5 3 6
apelpnj 4 1 2 0 5 6 3
apelnjp 4 1 2 0 6 3 5
apelnpj 4 1 2 0 6 5 3
apejlpn 4 1 2 3 0 5 6
apejlnp 4 1 2 3 0 6 5
apejpln 4 1 2 3 5 0 6
apejpnl 4 1 2 3 5 6 0
apejnlp 4 1 2 3 6 0 5
apejnpl 4 1 2 3 6 5 0
apepljn 4 1 2 5 0 3 6
apeplnj 4 1 2 5 0 6 3
apepjln 4 1 2 5 3 0 6
apepjnl 4 1 2 5 3 6 0
apepnlj 4 1 2 5 6 0 3
apepnjl 4 1 2 5 6 3 0
apenljp 4 1 2 6 0 3 5
apenlpj 4 1 2 6 0 5 3
apenjlp 4 1 2 6 3 0 5
apenjpl 4 1 2 6 3 5 0
apenplj 4 1 2 6 5 0 3
apenpjl 4 1 2 6 5 3 0
apjlepn 4 1 3 0 2 5 6
apjlenp 4 1 3 0 2 6 5
apjlpen 4 1 3 0 5 2 6
apjlpne 4 1 3 0 5 6 2
apjlnep 4 1 3 0 6 2 5
apjlnpe 4 1 3 0 6 5 2
apjelpn 4 1 3 2 0 5 6
apjelnp 4 1 3 2 0 6 5
apjepln 4 1 3 2 5 0 6
apjepnl 4 1 3 2 5 6 0
apjenlp 4 1 3 2 6 0 5
apjenpl 4 1 3 2 6 5 0
apjplen 4 1 3 5 0 2 6
apjplne 4 1 3 5 0 6 2
apjpeln 4 1 3 5 2 0 6
apjpenl 4 1 3 5 2 6 0
apjpnle 4 1 3 5 6 0 2
apjpnel 4 1 3 5 6 2 0
apjnlep 4 1 3 6 0 2 5
apjnlpe 4 1 3 6 0 5 2
apjnelp 4 1 3 6 2 0 5
apjnepl 4 1 3 6 2 5 0
apjnple 4 1 3 6 5 0 2
apjnpel 4 1 3 6 5 2 0
applejn 4 1 5 0 2 3 6
applenj 4 1 5 0 2 6 3
appljen 4 1 5 0 3 2 6
appljne 4 1 5 0 3 6 2
applnej 4 1 5 0 6 2 3
applnje 4 1 5 0 6 3 2
appeljn 4 1 5 2 0 3 6
appelnj 4 1 5 2 0 6 3
appejln 4 1 5 2 3 0 6
appejnl 4 1 5 2 3 6 0
appenlj 4 1 5 2 6 0 3
appenjl 4 1 5 2 6 3 0
appjlen 4 1 5 3 0 2 6
appjlne 4 1 5 3 0 6 2
appjeln 4 1 5 3 2 0 6
appjenl 4 1 5 3 2 6 0
appjnle 4 1 5 3 6 0 2
appjnel 4 1 5 3 6 2 0
appnlej 4 1 5 6 0 2 3
appnlje 4 1 5 6 0 3 2
appnelj 4 1 5 6 2 0 3
appnejl 4 1 5 6 2 3 0
appnjle 4 1 5 6 3 0 2
appnjel 4 1 5 6 3 2 0
apnlejp 4 1 6 0 2 3 5
apnlepj 4 1 6 0 2 5 3
apnljep 4 1 6 0 3 2 5
apnljpe 4 1 6 0 3 5 2
apnlpej 4 1 6 0 5 2 3
apnlpje 4 1 6 0 5 3 2
apneljp 4 1 6 2 0 3 5
apnelpj 4 1 6 2 0 5 3
apnejlp 4 1 6 2 3 0 5
apnejpl 4 1 6 2 3 5 0
apneplj 4 1 6 2 5 0 3
apnepjl 4 1 6 2 5 3 0
apnjlep 4 1 6 3 0 2 5
apnjlpe 4 1 6 3 0 5 2
apnjelp 4 1 6 3 2 0 5
apnjepl 4 1 6 3 2 5 0
apnjple 4 1 6 3 5 0 2
apnjpel 4 1 6 3 5 2 0
apnplej 4 1 6 5 0 2 3
apnplje 4 1 6 5 0 3 2
apnpelj 4 1 6 5 2 0 3
apnpejl 4 1 6 5 2 3 0
apnpjle 4 1 6 5 3 0 2
apnpjel 4 1 6 5 3 2 0
aelpjpn 4 2 0 1 3 5 6
aelpjnp 4 2 0 1 3 6 5
aelppjn 4 2 0 1 5 3 6
aelppnj 4 2 0 1 5 6 3
aelpnjp 4 2 0 1 6 3 5
aelpnpj 4 2 0 1 6 5 3
aeljppn 4 2 0 3 1 5 6
aeljpnp 4 2 0 3 1 6 5
aeljppn 4 2 0 3 5 1 6
aeljpnp 4 2 0 3 5 6 1
aeljnpp 4 2 0 3 6 1 5
aeljnpp 4 2 0 3 6 5 1
aelppjn 4 2 0 5 1 3 6
aelppnj 4 2 0 5 1 6 3
aelpjpn 4 2 0 5 3 1 6
aelpjnp 4 2 0 5 3 6 1
aelpnpj 4 2 0 5 6 1 3
aelpnjp 4 2 0 5 6 3 1
aelnpjp 4 2 0 6 1 3 5
aelnppj 4 2 0 6 1 5 3
aelnjpp 4 2 0 6 3 1 5
aelnjpp 4 2 0 6 3 5 1
aelnppj 4 2 0 6 5 1 3
aelnpjp 4 2 0 6 5 3 1
aepljpn 4 2 1 0 3 5 6
aepljnp 4 2 1 0 3 6 5
aeplpjn 4 2 1 0 5 3 6
aeplpnj 4 2 1 0 5 6 3
aeplnjp 4 2 1 0 6 3 5
aeplnpj 4 2 1 0 6 5 3
aepjlpn 4 2 1 3 0 5 6
aepjlnp 4 2 1 3 0 6 5
aepjpln 4 2 1 3 5 0 6
aepjpnl 4 2 1 3 5 6 0
aepjnlp 4 2 1 3 6 0 5
aepjnpl 4 2 1 3 6 5 0
aeppljn 4 2 1 5 0 3 6
aepplnj 4 2 1 5 0 6 3
aeppjln 4 2 1 5 3 0 6
aeppjnl 4 2 1 5 3 6 0
aeppnlj 4 2 1 5 6 0 3
aeppnjl 4 2 1 5 6 3 0
aepnljp 4 2 1 6 0 3 5
aepnlpj 4 2 1 6 0 5 3
aepnjlp 4 2 1 6 3 0 5
aepnjpl 4 2 1 6 3 5 0
aepnplj 4 2 1 6 5 0 3
aepnpjl 4 2 1 6 5 3 0
aejlppn 4 2 3 0 1 5 6
aejlpnp 4 2 3 0 1 6 5
aejlppn 4 2 3 0 5 1 6
aejlpnp 4 2 3 0 5 6 1
aejlnpp 4 2 3 0 6 1 5
aejlnpp 4 2 3 0 6 5 1
aejplpn 4 2 3 1 0 5 6
aejplnp 4 2 3 1 0 6 5
aejppln 4 2 3 1 5 0 6
aejppnl 4 2 3 1 5 6 0
aejpnlp 4 2 3 1 6 0 5
aejpnpl 4 2 3 1 6 5 0
aejplpn 4 2 3 5 0 1 6
aejplnp 4 2 3 5 0 6 1
aejppln 4 2 3 5 1 0 6
aejppnl 4 2 3 5 1 6 0
aejpnlp 4 2 3 5 6 0 1
aejpnpl 4 2 3 5 6 1 0
aejnlpp 4 2 3 6 0 1 5
aejnlpp 4 2 3 6 0 5 1
aejnplp 4 2 3 6 1 0 5
aejnppl 4 2 3 6 1 5 0
aejnplp 4 2 3 6 5 0 1
aejnppl 4 2 3 6 5 1 0
aeplpjn 4 2 5 0 1 3 6
aeplpnj 4 2 5 0 1 6 3
aepljpn 4 2 5 0 3 1 6
aepljnp 4 2 5 0 3 6 1
aeplnpj 4 2 5 0 6 1 3
aeplnjp 4 2 5 0 6 3 1
aeppljn 4 2 5 1 0 3 6
aepplnj 4 2 5 1 0 6 3
aeppjln 4 2 5 1 3 0 6
aeppjnl 4 2 5 1 3 6 0
aeppnlj 4 2 5 1 6 0 3
aeppnjl 4 2 5 1 6 3 0
aepjlpn 4 2 5 3 0 1 6
aepjlnp 4 2 5 3 0 6 1
aepjpln 4 2 5 3 1 0 6
aepjpnl 4 2 5 3 1 6 0
aepjnlp 4 2 5 3 6 0 1
aepjnpl 4 2 5 3 6 1 0
aepnlpj 4 2 5 6 0 1 3
aepnljp 4 2 5 6 0 3 1
aepnplj 4 2 5 6 1 0 3
aepnpjl 4 2 5 6 1 3 0
aepnjlp 4 2 5 6 3 0 1
aepnjpl 4 2 5 6 3 1 0
aenlpjp 4 2 6 0 1 3 5
aenlppj 4 2 6 0 1 5 3
aenljpp 4 2 6 0 3 1 5
aenljpp 4 2 6 0 3 5 1
aenlppj 4 2 6 0 5 1 3
aenlpjp 4 2 6 0 5 3 1
aenpljp 4 2 6 1 0 3 5
aenplpj 4 2 6 1 0 5 3
aenpjlp 4 2 6 1 3 0 5
aenpjpl 4 2 6 1 3 5 0
aenpplj 4 2 6 1 5 0 3
aenppjl 4 2 6 1 5 3 0
aenjlpp 4 2 6 3 0 1 5
aenjlpp 4 2 6 3 0 5 1
aenjplp 4 2 6 3 1 0 5
aenjppl 4 2 6 3 1 5 0
aenjplp 4 2 6 3 5 0 1
aenjppl 4 2 6 3 5 1 0
aenplpj 4 2 6 5 0 1 3
aenpljp 4 2 6 5 0 3 1
aenpplj 4 2 6 5 1 0 3
aenppjl 4 2 6 5 1 3 0
aenpjlp 4 2 6 5 3 0 1
aenpjpl 4 2 6 5 3 1 0
ajlpepn 4 3 0 1 2 5 6
ajlpenp 4 3 0 1 2 6 5
ajlppen 4 3 0 1 5 2 6
ajlppne 4 3 0 1 5 6 2
ajlpnep 4 3 0 1 6 2 5
ajlpnpe 4 3 0 1 6 5 2
ajleppn 4 3 0 2 1 5 6
ajlepnp 4 3 0 2 1 6 5
ajleppn 4 3 0 2 5 1 6
ajlepnp 4 3 0 2 5 6 1
ajlenpp 4 3 0 2 6 1 5
ajlenpp 4 3 0 2 6 5 1
ajlppen 4 3 0 5 1 2 6
ajlppne 4 3 0 5 1 6 2
ajlpepn 4 3 0 5 2 1 6
ajlpenp 4 3 0 5 2 6 1
ajlpnpe 4 3 0 5 6 1 2
ajlpnep 4 3 0 5 6 2 1
ajlnpep 4 3 0 6 1 2 5
ajlnppe 4 3 0 6 1 5 2
ajlnepp 4 3 0 6 2 1 5
ajlnepp 4 3 0 6 2 5 1
ajlnppe 4 3 0 6 5 1 2
ajlnpep 4 3 0 6 5 2 1
ajplepn 4 3 1 0 2 5 6
ajplenp 4 3 1 0 2 6 5
ajplpen 4 3 1 0 5 2 6
ajplpne 4 3 1 0 5 6 2
ajplnep 4 3 1 0 6 2 5
ajplnpe 4 3 1 0 6 5 2
ajpelpn 4 3 1 2 0 5 6
ajpelnp 4 3 1 2 0 6 5
ajpepln 4 3 1 2 5 0 6
ajpepnl 4 3 1 2 5 6 0
ajpenlp 4 3 1 2 6 0 5
ajpenpl 4 3 1 2 6 5 0
ajpplen 4 3 1 5 0 2 6
ajpplne 4 3 1 5 0 6 2
ajppeln 4 3 1 5 2 0 6
ajppenl 4 3 1 5 2 6 0
ajppnle 4 3 1 5 6 0 2
ajppnel 4 3 1 5 6 2 0
ajpnlep 4 3 1 6 0 2 5
ajpnlpe 4 3 1 6 0 5 2
ajpnelp 4 3 1 6 2 0 5
ajpnepl 4 3 1 6 2 5 0
ajpnple 4 3 1 6 5 0 2
ajpnpel 4 3 1 6 5 2 0
ajelppn 4 3 2 0 1 5 6
ajelpnp 4 3 2 0 1 6 5
ajelppn 4 3 2 0 5 1 6
ajelpnp 4 3 2 0 5 6 1
ajelnpp 4 3 2 0 6 1 5
ajelnpp 4 3 2 0 6 5 1
ajeplpn 4 3 2 1 0 5 6
ajeplnp 4 3 2 1 0 6 5
ajeppln 4 3 2 1 5 0 6
ajeppnl 4 3 2 1 5 6 0
ajepnlp 4 3 2 1 6 0 5
ajepnpl 4 3 2 1 6 5 0
ajeplpn 4 3 2 5 0 1 6
ajeplnp 4 3 2 5 0 6 1
ajeppln 4 3 2 5 1 0 6
ajeppnl 4 3 2 5 1 6 0
ajepnlp 4 3 2 5 6 0 1
ajepnpl 4 3 2 5 6 1 0
ajenlpp 4 3 2 6 0 1 5
ajenlpp 4 3 2 6 0 5 1
ajenplp 4 3 2 6 1 0 5
ajenppl 4 3 2 6 1 5 0
ajenplp 4 3 2 6 5 0 1
ajenppl 4 3 2 6 5 1 0
ajplpen 4 3 5 0 1 2 6
ajplpne 4 3 5 0 1 6 2
ajplepn 4 3 5 0 2 1 6
ajplenp 4 3 5 0 2 6 1
ajplnpe 4 3 5 0 6 1 2
ajplnep 4 3 5 0 6 2 1
ajpplen 4 3 5 1 0 2 6
ajpplne 4 3 5 1 0 6 2
ajppeln 4 3 5 1 2 0 6
ajppenl 4 3 5 1 2 6 0
ajppnle 4 3 5 1 6 0 2
ajppnel 4 3 5 1 6 2 0
ajpelpn 4 3 5 2 0 1 6
ajpelnp 4 3 5 2 0 6 1
ajpepln 4 3 5 2 1 0 6
ajpepnl 4 3 5 2 1 6 0
ajpenlp 4 3 5 2 6 0 1
ajpenpl 4 3 5 2 6 1 0
ajpnlpe 4 3 5 6 0 1 2
ajpnlep 4 3 5 6 0 2 1
ajpnple 4 3 5 6 1 0 2
ajpnpel 4 3 5 6 1 2 0
ajpnelp 4 3 5 6 2 0 1
ajpnepl 4 3 5 6 2 1 0
ajnlpep 4 3 6 0 1 2 5
ajnlppe 4 3 6 0 1 5 2
ajnlepp 4 3 6 0 2 1 5
ajnlepp 4 3 6 0 2 5 1
ajnlppe 4 3 6 0 5 1 2
ajnlpep 4 3 6 0 5 2 1
ajnplep 4 3 6 1 0 2 5
ajnplpe 4 3 6 1 0 5 2
ajnpelp 4 3 6 1 2 0 5
ajnpepl 4 3 6 1 2 5 0
ajnpple 4 3 6 1 5 0 2
ajnppel 4 3 6 1 5 2 0
ajnelpp 4 3 6 2 0 1 5
ajnelpp 4 3 6 2 0 5 1
ajneplp 4 3 6 2 1 0 5
ajneppl 4 3 6 2 1 5 0
ajneplp 4 3 6 2 5 0 1
ajneppl 4 3 6 2 5 1 0
ajnplpe 4 3 6 5 0 1 2
ajnplep 4 3 6 5 0 2 1
ajnpple 4 3 6 5 1 0 2
ajnppel 4 3 6 5 1 2 0
ajnpelp 4 3 6 5 2 0 1
ajnpepl 4 3 6 5 2 1 0
aplpejn 4 5 0 1 2 3 6
aplpenj 4 5 0 1 2 6 3
aplpjen 4 5 0 1 3 2 6
aplpjne 4 5 0 1 3 6 2
aplpnej 4 5 0 1 6 2 3
aplpnje 4 5 0 1 6 3 2
aplepjn 4 5 0 2 1 3 6
aplepnj 4 5 0 2 1 6 3
aplejpn 4 5 0 2 3 1 6
aplejnp 4 5 0 2 3 6 1
aplenpj 4 5 0 2 6 1 3
aplenjp 4 5 0 2 6 3 1
apljpen 4 5 0 3 1 2 6
apljpne 4 5 0 3 1 6 2
apljepn 4 5 0 3 2 1 6
apljenp 4 5 0 3 2 6 1
apljnpe 4 5 0 3 6 1 2
apljnep 4 5 0 3 6 2 1
aplnpej 4 5 0 6 1 2 3
aplnpje 4 5 0 6 1 3 2
aplnepj 4 5 0 6 2 1 3
aplnejp 4 5 0 6 2 3 1
aplnjpe 4 5 0 6 3 1 2
aplnjep 4 5 0 6 3 2 1
applejn 4 5 1 0 2 3 6
applenj 4 5 1 0 2 6 3
appljen 4 5 1 0 3 2 6
appljne 4 5 1 0 3 6 2
applnej 4 5 1 0 6 2 3
applnje 4 5 1 0 6 3 2
appeljn 4 5 1 2 0 3 6
appelnj 4 5 1 2 0 6 3
appejln 4 5 1 2 3 0 6
appejnl 4 5 1 2 3 6 0
appenlj 4 5 1 2 6 0 3
appenjl 4 5 1 2 6 3 0
appjlen 4 5 1 3 0 2 6
appjlne 4 5 1 3 0 6 2
appjeln 4 5 1 3 2 0 6
appjenl 4 5 1 3 2 6 0
appjnle 4 5 1 3 6 0 2
appjnel 4 5 1 3 6 2 0
appnlej 4 5 1 6 0 2 3
appnlje 4 5 1 6 0 3 2
appnelj 4 5 1 6 2 0 3
appnejl 4 5 1 6 2 3 0
appnjle 4 5 1 6 3 0 2
appnjel 4 5 1 6 3 2 0
apelpjn 4 5 2 0 1 3 6
apelpnj 4 5 2 0 1 6 3
apeljpn 4 5 2 0 3 1 6
apeljnp 4 5 2 0 3 6 1
apelnpj 4 5 2 0 6 1 3
apelnjp 4 5 2 0 6 3 1
apepljn 4 5 2 1 0 3 6
apeplnj 4 5 2 1 0 6 3
apepjln 4 5 2 1 3 0 6
apepjnl 4 5 2 1 3 6 0
apepnlj 4 5 2 1 6 0 3
apepnjl 4 5 2 1 6 3 0
apejlpn 4 5 2 3 0 1 6
apejlnp 4 5 2 3 0 6 1
apejpln 4 5 2 3 1 0 6
apejpnl 4 5 2 3 1 6 0
apejnlp 4 5 2 3 6 0 1
apejnpl 4 5 2 3 6 1 0
apenlpj 4 5 2 6 0 1 3
apenljp 4 5 2 6 0 3 1
apenplj 4 5 2 6 1 0 3
apenpjl 4 5 2 6 1 3 0
apenjlp 4 5 2 6 3 0 1
apenjpl 4 5 2 6 3 1 0
apjlpen 4 5 3 0 1 2 6
apjlpne 4 5 3 0 1 6 2
apjlepn 4 5 3 0 2 1 6
apjlenp 4 5 3 0 2 6 1
apjlnpe 4 5 3 0 6 1 2
apjlnep 4 5 3 0 6 2 1
apjplen 4 5 3 1 0 2 6
apjplne 4 5 3 1 0 6 2
apjpeln 4 5 3 1 2 0 6
apjpenl 4 5 3 1 2 6 0
apjpnle 4 5 3 1 6 0 2
apjpnel 4 5 3 1 6 2 0
apjelpn 4 5 3 2 0 1 6
apjelnp 4 5 3 2 0 6 1
apjepln 4 5 3 2 1 0 6
apjepnl 4 5 3 2 1 6 0
apjenlp 4 5 3 2 6 0 1
apjenpl 4 5 3 2 6 1 0
apjnlpe 4 5 3 6 0 1 2
apjnlep 4 5 3 6 0 2 1
apjnple 4 5 3 6 1 0 2
apjnpel 4 5 3 6 1 2 0
apjnelp 4 5 3 6 2 0 1
apjnepl 4 5 3 6 2 1 0
apnlpej 4 5 6 0 1 2 3
apnlpje 4 5 6 0 1 3 2
apnlepj 4 5 6 0 2 1 3
apnlejp 4 5 6 0 2 3 1
apnljpe 4 5 6 0 3 1 2
apnljep 4 5 6 0 3 2 1
apnplej 4 5 6 1 0 2 3
apnplje 4 5 6 1 0 3 2
apnpelj 4 5 6 1 2 0 3
apnpejl 4 5 6 1 2 3 0
apnpjle 4 5 6 1 3 0 2
apnpjel 4 5 6 1 3 2 0
apnelpj 4 5 6 2 0 1 3
apneljp 4 5 6 2 0 3 1
apneplj 4 5 6 2 1 0 3
apnepjl 4 5 6 2 1 3 0
apnejlp 4 5 6 2 3 0 1
apnejpl 4 5 6 2 3 1 0
apnjlpe 4 5 6 3 0 1 2
apnjlep 4 5 6 3 0 2 1
apnjple 4 5 6 3 1 0 2
apnjpel 4 5 6 3 1 2 0
apnjelp 4 5 6 3 2 0 1
apnjepl 4 5 6 3 2 1 0
anlpejp 4 6 0 1 2 3 5
anlpepj 4 6 0 1 2 5 3
anlpjep 4 6 0 1 3 2 5
anlpjpe 4 6 0 1 3 5 2
anlppej 4 6 0 1 5 2 3
anlppje 4 6 0 1 5 3 2
anlepjp 4 6 0 2 1 3 5
anleppj 4 6 0 2 1 5 3
anlejpp 4 6 0 2 3 1 5
anlejpp 4 6 0 2 3 5 1
