Shift: 4
eixctig 0 1 2 3 4 5 6
cgxtiei 3 6 2 4 5 0 1
cgxtiie 3 6 2 4 5 1 0
cgxieit 3 6 2 5 0 1 4
cgxieti 3 6 2 5 0 4 1
cgxiiet 3 6 2 5 1 0 4
cgxiite 3 6 2 5 1 4 0
cgxitei 3 6 2 5 4 0 1
cgxitie 3 6 2 5 4 1 0
cgteixi 3 6 4 0 1 2 5
cgteiix 3 6 4 0 1 5 2
cgtexii 3 6 4 0 2 1 5
cgtexii 3 6 4 0 2 5 1
cgteiix 3 6 4 0 5 1 2
cgteixi 3 6 4 0 5 2 1
cgtiexi 3 6 4 1 0 2 5
cgtieix 3 6 4 1 0 5 2
cgtixei 3 6 4 1 2 0 5
cgtixie 3 6 4 1 2 5 0
cgtiiex 3 6 4 1 5 0 2
cgtiixe 3 6 4 1 5 2 0
cgtxeii 3 6 4 2 0 1 5
cgtxeii 3 6 4 2 0 5 1
cgtxiei 3 6 4 2 1 0 5
cgtxiie 3 6 4 2 1 5 0
cgtxiei 3 6 4 2 5 0 1
cgtxiie 3 6 4 2 5 1 0
cgtieix 3 6 4 5 0 1 2
cgtiexi 3 6 4 5 0 2 1
cgtiiex 3 6 4 5 1 0 2
cgtiixe 3 6 4 5 1 2 0
cgtixei 3 6 4 5 2 0 1
cgtixie 3 6 4 5 2 1 0
cgieixt 3 6 5 0 1 2 4
cgieitx 3 6 5 0 1 4 2
cgiexit 3 6 5 0 2 1 4
cgiexti 3 6 5 0 2 4 1
cgietix 3 6 5 0 4 1 2
cgietxi 3 6 5 0 4 2 1
cgiiext 3 6 5 1 0 2 4
cgiietx 3 6 5 1 0 4 2
cgiixet 3 6 5 1 2 0 4
cgiixte 3 6 5 1 2 4 0
cgiitex 3 6 5 1 4 0 2
cgiitxe 3 6 5 1 4 2 0
cgixeit 3 6 5 2 0 1 4
cgixeti 3 6 5 2 0 4 1
cgixiet 3 6 5 2 1 0 4
cgixite 3 6 5 2 1 4 0
cgixtei 3 6 5 2 4 0 1
cgixtie 3 6 5 2 4 1 0
cgiteix 3 6 5 4 0 1 2
cgitexi 3 6 5 4 0 2 1
cgitiex 3 6 5 4 1 0 2
cgitixe 3 6 5 4 1 2 0
cgitxei 3 6 5 4 2 0 1
cgitxie 3 6 5 4 2 1 0
teixcig 4 0 1 2 3 5 6
teixcgi 4 0 1 2 3 6 5
teixicg 4 0 1 2 5 3 6
teixigc 4 0 1 2 5 6 3
teixgci 4 0 1 2 6 3 5
teixgic 4 0 1 2 6 5 3
teicxig 4 0 1 3 2 5 6
teicxgi 4 0 1 3 2 6 5
teicixg 4 0 1 3 5 2 6
teicigx 4 0 1 3 5 6 2
teicgxi 4 0 1 3 6 2 5
teicgix 4 0 1 3 6 5 2
teiixcg 4 0 1 5 2 3 6
teiixgc 4 0 1 5 2 6 3
teiicxg 4 0 1 5 3 2 6
teiicgx 4 0 1 5 3 6 2
teiigxc 4 0 1 5 6 2 3
teiigcx 4 0 1 5 6 3 2
teigxci 4 0 1 6 2 3 5
teigxic 4 0 1 6 2 5 3
teigcxi 4 0 1 6 3 2 5
teigcix 4 0 1 6 3 5 2
teigixc 4 0 1 6 5 2 3
teigicx 4 0 1 6 5 3 2
texicig 4 0 2 1 3 5 6
texicgi 4 0 2 1 3 6 5
texiicg 4 0 2 1 5 3 6
texiigc 4 0 2 1 5 6 3
texigci 4 0 2 1 6 3 5
texigic 4 0 2 1 6 5 3
texciig 4 0 2 3 1 5 6
texcigi 4 0 2 3 1 6 5
texciig 4 0 2 3 5 1 6
texcigi 4 0 2 3 5 6 1
texcgii 4 0 2 3 6 1 5
texcgii 4 0 2 3 6 5 1
texiicg 4 0 2 5 1 3 6
texiigc 4 0 2 5 1 6 3
texicig 4 0 2 5 3 1 6
texicgi 4 0 2 5 3 6 1
texigic 4 0 2 5 6 1 3
texigci 4 0 2 5 6 3 1
texgici 4 0 2 6 1 3 5
texgiic 4 0 2 6 1 5 3
texgcii 4 0 2 6 3 1 5
texgcii 4 0 2 6 3 5 1
texgiic 4 0 2 6 5 1 3
texgici 4 0 2 6 5 3 1
tecixig 4 0 3 1 2 5 6
tecixgi 4 0 3 1 2 6 5
teciixg 4 0 3 1 5 2 6
teciigx 4 0 3 1 5 6 2
tecigxi 4 0 3 1 6 2 5
tecigix 4 0 3 1 6 5 2
tecxiig 4 0 3 2 1 5 6
tecxigi 4 0 3 2 1 6 5
tecxiig 4 0 3 2 5 1 6
tecxigi 4 0 3 2 5 6 1
tecxgii 4 0 3 2 6 1 5
tecxgii 4 0 3 2 6 5 1
teciixg 4 0 3 5 1 2 6
teciigx 4 0 3 5 1 6 2
tecixig 4 0 3 5 2 1 6
tecixgi 4 0 3 5 2 6 1
tecigix 4 0 3 5 6 1 2
tecigxi 4 0 3 5 6 2 1
tecgixi 4 0 3 6 1 2 5
tecgiix 4 0 3 6 1 5 2
tecgxii 4 0 3 6 2 1 5
tecgxii 4 0 3 6 2 5 1
tecgiix 4 0 3 6 5 1 2
tecgixi 4 0 3 6 5 2 1
teiixcg 4 0 5 1 2 3 6
teiixgc 4 0 5 1 2 6 3
teiicxg 4 0 5 1 3 2 6
teiicgx 4 0 5 1 3 6 2
teiigxc 4 0 5 1 6 2 3
teiigcx 4 0 5 1 6 3 2
teixicg 4 0 5 2 1 3 6
teixigc 4 0 5 2 1 6 3
teixcig 4 0 5 2 3 1 6
teixcgi 4 0 5 2 3 6 1
teixgic 4 0 5 2 6 1 3
teixgci 4 0 5 2 6 3 1
teicixg 4 0 5 3 1 2 6
teicigx 4 0 5 3 1 6 2
teicxig 4 0 5 3 2 1 6
teicxgi 4 0 5 3 2 6 1
teicgix 4 0 5 3 6 1 2
teicgxi 4 0 5 3 6 2 1
teigixc 4 0 5 6 1 2 3
teigicx 4 0 5 6 1 3 2
teigxic 4 0 5 6 2 1 3
teigxci 4 0 5 6 2 3 1
teigcix 4 0 5 6 3 1 2
teigcxi 4 0 5 6 3 2 1
tegixci 4 0 6 1 2 3 5
tegixic 4 0 6 1 2 5 3
tegicxi 4 0 6 1 3 2 5
tegicix 4 0 6 1 3 5 2
tegiixc 4 0 6 1 5 2 3
tegiicx 4 0 6 1 5 3 2
tegxici 4 0 6 2 1 3 5
tegxiic 4 0 6 2 1 5 3
tegxcii 4 0 6 2 3 1 5
tegxcii 4 0 6 2 3 5 1
tegxiic 4 0 6 2 5 1 3
tegxici 4 0 6 2 5 3 1
tegcixi 4 0 6 3 1 2 5
tegciix 4 0 6 3 1 5 2
tegcxii 4 0 6 3 2 1 5
tegcxii 4 0 6 3 2 5 1
tegciix 4 0 6 3 5 1 2
tegcixi 4 0 6 3 5 2 1
tegiixc 4 0 6 5 1 2 3
tegiicx 4 0 6 5 1 3 2
tegixic 4 0 6 5 2 1 3
tegixci 4 0 6 5 2 3 1
tegicix 4 0 6 5 3 1 2
tegicxi 4 0 6 5 3 2 1
tiexcig 4 1 0 2 3 5 6
tiexcgi 4 1 0 2 3 6 5
tiexicg 4 1 0 2 5 3 6
tiexigc 4 1 0 2 5 6 3
tiexgci 4 1 0 2 6 3 5
tiexgic 4 1 0 2 6 5 3
tiecxig 4 1 0 3 2 5 6
tiecxgi 4 1 0 3 2 6 5
tiecixg 4 1 0 3 5 2 6
tiecigx 4 1 0 3 5 6 2
tiecgxi 4 1 0 3 6 2 5
tiecgix 4 1 0 3 6 5 2
tieixcg 4 1 0 5 2 3 6
tieixgc 4 1 0 5 2 6 3
tieicxg 4 1 0 5 3 2 6
tieicgx 4 1 0 5 3 6 2
tieigxc 4 1 0 5 6 2 3
tieigcx 4 1 0 5 6 3 2
tiegxci 4 1 0 6 2 3 5
tiegxic 4 1 0 6 2 5 3
tiegcxi 4 1 0 6 3 2 5
tiegcix 4 1 0 6 3 5 2
tiegixc 4 1 0 6 5 2 3
tiegicx 4 1 0 6 5 3 2
tixecig 4 1 2 0 3 5 6
tixecgi 4 1 2 0 3 6 5
tixeicg 4 1 2 0 5 3 6
tixeigc 4 1 2 0 5 6 3
tixegci 4 1 2 0 6 3 5
tixegic 4 1 2 0 6 5 3
tixceig 4 1 2 3 0 5 6
tixcegi 4 1 2 3 0 6 5
tixcieg 4 1 2 3 5 0 6
tixcige 4 1 2 3 5 6 0
tixcgei 4 1 2 3 6 0 5
tixcgie 4 1 2 3 6 5 0
tixiecg 4 1 2 5 0 3 6
tixiegc 4 1 2 5 0 6 3
tixiceg 4 1 2 5 3 0 6
tixicge 4 1 2 5 3 6 0
tixigec 4 1 2 5 6 0 3
tixigce 4 1 2 5 6 3 0
tixgeci 4 1 2 6 0 3 5
tixgeic 4 1 2 6 0 5 3
tixgcei 4 1 2 6 3 0 5
tixgcie 4 1 2 6 3 5 0
tixgiec 4 1 2 6 5 0 3
tixgice 4 1 2 6 5 3 0
ticexig 4 1 3 0 2 5 6
ticexgi 4 1 3 0 2 6 5
ticeixg 4 1 3 0 5 2 6
ticeigx 4 1 3 0 5 6 2
ticegxi 4 1 3 0 6 2 5
ticegix 4 1 3 0 6 5 2
ticxeig 4 1 3 2 0 5 6
ticxegi 4 1 3 2 0 6 5
ticxieg 4 1 3 2 5 0 6
ticxige 4 1 3 2 5 6 0
ticxgei 4 1 3 2 6 0 5
ticxgie 4 1 3 2 6 5 0
ticiexg 4 1 3 5 0 2 6
ticiegx 4 1 3 5 0 6 2
ticixeg 4 1 3 5 2 0 6
ticixge 4 1 3 5 2 6 0
ticigex 4 1 3 5 6 0 2
ticigxe 4 1 3 5 6 2 0
ticgexi 4 1 3 6 0 2 5
ticgeix 4 1 3 6 0 5 2
ticgxei 4 1 3 6 2 0 5
ticgxie 4 1 3 6 2 5 0
ticgiex 4 1 3 6 5 0 2
ticgixe 4 1 3 6 5 2 0
tiiexcg 4 1 5 0 2 3 6
tiiexgc 4 1 5 0 2 6 3
tiiecxg 4 1 5 0 3 2 6
tiiecgx 4 1 5 0 3 6 2
tiiegxc 4 1 5 0 6 2 3
tiiegcx 4 1 5 0 6 3 2
tiixecg 4 1 5 2 0 3 6
tiixegc 4 1 5 2 0 6 3
tiixceg 4 1 5 2 3 0 6
tiixcge 4 1 5 2 3 6 0
tiixgec 4 1 5 2 6 0 3
tiixgce 4 1 5 2 6 3 0
tiicexg 4 1 5 3 0 2 6
tiicegx 4 1 5 3 0 6 2
tiicxeg 4 1 5 3 2 0 6
tiicxge 4 1 5 3 2 6 0
tiicgex 4 1 5 3 6 0 2
tiicgxe 4 1 5 3 6 2 0
tiigexc 4 1 5 6 0 2 3
tiigecx 4 1 5 6 0 3 2
tiigxec 4 1 5 6 2 0 3
tiigxce 4 1 5 6 2 3 0
tiigcex 4 1 5 6 3 0 2
tiigcxe 4 1 5 6 3 2 0
tigexci 4 1 6 0 2 3 5
tigexic 4 1 6 0 2 5 3
tigecxi 4 1 6 0 3 2 5
tigecix 4 1 6 0 3 5 2
tigeixc 4 1 6 0 5 2 3
tigeicx 4 1 6 0 5 3 2
tigxeci 4 1 6 2 0 3 5
tigxeic 4 1 6 2 0 5 3
tigxcei 4 1 6 2 3 0 5
tigxcie 4 1 6 2 3 5 0
tigxiec 4 1 6 2 5 0 3
tigxice 4 1 6 2 5 3 0
tigcexi 4 1 6 3 0 2 5
tigceix 4 1 6 3 0 5 2
tigcxei 4 1 6 3 2 0 5
tigcxie 4 1 6 3 2 5 0
tigciex 4 1 6 3 5 0 2
tigcixe 4 1 6 3 5 2 0
tigiexc 4 1 6 5 0 2 3
tigiecx 4 1 6 5 0 3 2
tigixec 4 1 6 5 2 0 3
tigixce 4 1 6 5 2 3 0
tigicex 4 1 6 5 3 0 2
tigicxe 4 1 6 5 3 2 0
txeicig 4 2 0 1 3 5 6
txeicgi 4 2 0 1 3 6 5
txeiicg 4 2 0 1 5 3 6
txeiigc 4 2 0 1 5 6 3
txeigci 4 2 0 1 6 3 5
txeigic 4 2 0 1 6 5 3
txeciig 4 2 0 3 1 5 6
txecigi 4 2 0 3 1 6 5
txeciig 4 2 0 3 5 1 6
txecigi 4 2 0 3 5 6 1
txecgii 4 2 0 3 6 1 5
txecgii 4 2 0 3 6 5 1
txeiicg 4 2 0 5 1 3 6
txeiigc 4 2 0 5 1 6 3
txeicig 4 2 0 5 3 1 6
txeicgi 4 2 0 5 3 6 1
txeigic 4 2 0 5 6 1 3
txeigci 4 2 0 5 6 3 1
txegici 4 2 0 6 1 3 5
txegiic 4 2 0 6 1 5 3
txegcii 4 2 0 6 3 1 5
txegcii 4 2 0 6 3 5 1
txegiic 4 2 0 6 5 1 3
txegici 4 2 0 6 5 3 1
txiecig 4 2 1 0 3 5 6
txiecgi 4 2 1 0 3 6 5
txieicg 4 2 1 0 5 3 6
txieigc 4 2 1 0 5 6 3
txiegci 4 2 1 0 6 3 5
txiegic 4 2 1 0 6 5 3
txiceig 4 2 1 3 0 5 6
txicegi 4 2 1 3 0 6 5
txicieg 4 2 1 3 5 0 6
txicige 4 2 1 3 5 6 0
txicgei 4 2 1 3 6 0 5
txicgie 4 2 1 3 6 5 0
txiiecg 4 2 1 5 0 3 6
txiiegc 4 2 1 5 0 6 3
txiiceg 4 2 1 5 3 0 6
txiicge 4 2 1 5 3 6 0
txiigec 4 2 1 5 6 0 3
txiigce 4 2 1 5 6 3 0
txigeci 4 2 1 6 0 3 5
txigeic 4 2 1 6 0 5 3
txigcei 4 2 1 6 3 0 5
txigcie 4 2 1 6 3 5 0
txigiec 4 2 1 6 5 0 3
txigice 4 2 1 6 5 3 0
txceiig 4 2 3 0 1 5 6
txceigi 4 2 3 0 1 6 5
txceiig 4 2 3 0 5 1 6
txceigi 4 2 3 0 5 6 1
txcegii 4 2 3 0 6 1 5
txcegii 4 2 3 0 6 5 1
txcieig 4 2 3 1 0 5 6
txciegi 4 2 3 1 0 6 5
txciieg 4 2 3 1 5 0 6
txciige 4 2 3 1 5 6 0
txcigei 4 2 3 1 6 0 5
txcigie 4 2 3 1 6 5 0
txcieig 4 2 3 5 0 1 6
txciegi 4 2 3 5 0 6 1
txciieg 4 2 3 5 1 0 6
txciige 4 2 3 5 1 6 0
txcigei 4 2 3 5 6 0 1
txcigie 4 2 3 5 6 1 0
txcgeii 4 2 3 6 0 1 5
txcgeii 4 2 3 6 0 5 1
txcgiei 4 2 3 6 1 0 5
txcgiie 4 2 3 6 1 5 0
txcgiei 4 2 3 6 5 0 1
txcgiie 4 2 3 6 5 1 0
txieicg 4 2 5 0 1 3 6
txieigc 4 2 5 0 1 6 3
txiecig 4 2 5 0 3 1 6
txiecgi 4 2 5 0 3 6 1
txiegic 4 2 5 0 6 1 3
txiegci 4 2 5 0 6 3 1
txiiecg 4 2 5 1 0 3 6
txiiegc 4 2 5 1 0 6 3
txiiceg 4 2 5 1 3 0 6
txiicge 4 2 5 1 3 6 0
txiigec 4 2 5 1 6 0 3
txiigce 4 2 5 1 6 3 0
txiceig 4 2 5 3 0 1 6
txicegi 4 2 5 3 0 6 1
txicieg 4 2 5 3 1 0 6
txicige 4 2 5 3 1 6 0
txicgei 4 2 5 3 6 0 1
txicgie 4 2 5 3 6 1 0
txigeic 4 2 5 6 0 1 3
txigeci 4 2 5 6 0 3 1
txigiec 4 2 5 6 1 0 3
txigice 4 2 5 6 1 3 0
txigcei 4 2 5 6 3 0 1
txigcie 4 2 5 6 3 1 0
txgeici 4 2 6 0 1 3 5
txgeiic 4 2 6 0 1 5 3
txgecii 4 2 6 0 3 1 5
txgecii 4 2 6 0 3 5 1
txgeiic 4 2 6 0 5 1 3
txgeici 4 2 6 0 5 3 1
txgieci 4 2 6 1 0 3 5
txgieic 4 2 6 1 0 5 3
txgicei 4 2 6 1 3 0 5
txgicie 4 2 6 1 3 5 0
txgiiec 4 2 6 1 5 0 3
txgiice 4 2 6 1 5 3 0
txgceii 4 2 6 3 0 1 5
txgceii 4 2 6 3 0 5 1
txgciei 4 2 6 3 1 0 5
txgciie 4 2 6 3 1 5 0
txgciei 4 2 6 3 5 0 1
txgciie 4 2 6 3 5 1 0
txgieic 4 2 6 5 0 1 3
txgieci 4 2 6 5 0 3 1
txgiiec 4 2 6 5 1 0 3
txgiice 4 2 6 5 1 3 0
txgicei 4 2 6 5 3 0 1
txgicie 4 2 6 5 3 1 0
tceixig 4 3 0 1 2 5 6
tceixgi 4 3 0 1 2 6 5
tceiixg 4 3 0 1 5 2 6
tceiigx 4 3 0 1 5 6 2
tceigxi 4 3 0 1 6 2 5
tceigix 4 3 0 1 6 5 2
tcexiig 4 3 0 2 1 5 6
tcexigi 4 3 0 2 1 6 5
tcexiig 4 3 0 2 5 1 6
tcexigi 4 3 0 2 5 6 1
tcexgii 4 3 0 2 6 1 5
tcexgii 4 3 0 2 6 5 1
tceiixg 4 3 0 5 1 2 6
tceiigx 4 3 0 5 1 6 2
tceixig 4 3 0 5 2 1 6
tceixgi 4 3 0 5 2 6 1
tceigix 4 3 0 5 6 1 2
tceigxi 4 3 0 5 6 2 1
tcegixi 4 3 0 6 1 2 5
tcegiix 4 3 0 6 1 5 2
tcegxii 4 3 0 6 2 1 5
tcegxii 4 3 0 6 2 5 1
tcegiix 4 3 0 6 5 1 2
tcegixi 4 3 0 6 5 2 1
tciexig 4 3 1 0 2 5 6
tciexgi 4 3 1 0 2 6 5
tcieixg 4 3 1 0 5 2 6
tcieigx 4 3 1 0 5 6 2
tciegxi 4 3 1 0 6 2 5
tciegix 4 3 1 0 6 5 2
tcixeig 4 3 1 2 0 5 6
tcixegi 4 3 1 2 0 6 5
tcixieg 4 3 1 2 5 0 6
tcixige 4 3 1 2 5 6 0
tcixgei 4 3 1 2 6 0 5
tcixgie 4 3 1 2 6 5 0
tciiexg 4 3 1 5 0 2 6
tciiegx 4 3 1 5 0 6 2
tciixeg 4 3 1 5 2 0 6
tciixge 4 3 1 5 2 6 0
tciigex 4 3 1 5 6 0 2
tciigxe 4 3 1 5 6 2 0
tcigexi 4 3 1 6 0 2 5
tcigeix 4 3 1 6 0 5 2
tcigxei 4 3 1 6 2 0 5
tcigxie 4 3 1 6 2 5 0
tcigiex 4 3 1 6 5 0 2
tcigixe 4 3 1 6 5 2 0
tcxeiig 4 3 2 0 1 5 6
tcxeigi 4 3 2 0 1 6 5
tcxeiig 4 3 2 0 5 1 6
tcxeigi 4 3 2 0 5 6 1
tcxegii 4 3 2 0 6 1 5
tcxegii 4 3 2 0 6 5 1
tcxieig 4 3 2 1 0 5 6
tcxiegi 4 3 2 1 0 6 5
tcxiieg 4 3 2 1 5 0 6
tcxiige 4 3 2 1 5 6 0
tcxigei 4 3 2 1 6 0 5
tcxigie 4 3 2 1 6 5 0
tcxieig 4 3 2 5 0 1 6
tcxiegi 4 3 2 5 0 6 1
tcxiieg 4 3 2 5 1 0 6
tcxiige 4 3 2 5 1 6 0
tcxigei 4 3 2 5 6 0 1
tcxigie 4 3 2 5 6 1 0
tcxgeii 4 3 2 6 0 1 5
tcxgeii 4 3 2 6 0 5 1
tcxgiei 4 3 2 6 1 0 5
tcxgiie 4 3 2 6 1 5 0
tcxgiei 4 3 2 6 5 0 1
tcxgiie 4 3 2 6 5 1 0
tcieixg 4 3 5 0 1 2 6
tcieigx 4 3 5 0 1 6 2
tciexig 4 3 5 0 2 1 6
tciexgi 4 3 5 0 2 6 1
tciegix 4 3 5 0 6 1 2
tciegxi 4 3 5 0 6 2 1
tciiexg 4 3 5 1 0 2 6
tciiegx 4 3 5 1 0 6 2
tciixeg 4 3 5 1 2 0 6
tciixge 4 3 5 1 2 6 0
tciigex 4 3 5 1 6 0 2
tciigxe 4 3 5 1 6 2 0
tcixeig 4 3 5 2 0 1 6
tcixegi 4 3 5 2 0 6 1
tcixieg 4 3 5 2 1 0 6
tcixige 4 3 5 2 1 6 0
tcixgei 4 3 5 2 6 0 1
tcixgie 4 3 5 2 6 1 0
tcigeix 4 3 5 6 0 1 2
tcigexi 4 3 5 6 0 2 1
tcigiex 4 3 5 6 1 0 2
tcigixe 4 3 5 6 1 2 0
tcigxei 4 3 5 6 2 0 1
tcigxie 4 3 5 6 2 1 0
tcgeixi 4 3 6 0 1 2 5
tcgeiix 4 3 6 0 1 5 2
tcgexii 4 3 6 0 2 1 5
tcgexii 4 3 6 0 2 5 1
tcgeiix 4 3 6 0 5 1 2
tcgeixi 4 3 6 0 5 2 1
tcgiexi 4 3 6 1 0 2 5
tcgieix 4 3 6 1 0 5 2
tcgixei 4 3 6 1 2 0 5
tcgixie 4 3 6 1 2 5 0
tcgiiex 4 3 6 1 5 0 2
tcgiixe 4 3 6 1 5 2 0
tcgxeii 4 3 6 2 0 1 5
tcgxeii 4 3 6 2 0 5 1
tcgxiei 4 3 6 2 1 0 5
tcgxiie 4 3 6 2 1 5 0
tcgxiei 4 3 6 2 5 0 1
tcgxiie 4 3 6 2 5 1 0
tcgieix 4 3 6 5 0 1 2
tcgiexi 4 3 6 5 0 2 1
tcgiiex 4 3 6 5 1 0 2
tcgiixe 4 3 6 5 1 2 0
tcgixei 4 3 6 5 2 0 1
tcgixie 4 3 6 5 2 1 0
tieixcg 4 5 0 1 2 3 6
tieixgc 4 5 0 1 2 6 3
tieicxg 4 5 0 1 3 2 6
tieicgx 4 5 0 1 3 6 2
tieigxc 4 5 0 1 6 2 3
tieigcx 4 5 0 1 6 3 2
tiexicg 4 5 0 2 1 3 6
tiexigc 4 5 0 2 1 6 3
tiexcig 4 5 0 2 3 1 6
tiexcgi 4 5 0 2 3 6 1
tiexgic 4 5 0 2 6 1 3
tiexgci 4 5 0 2 6 3 1
tiecixg 4 5 0 3 1 2 6
tiecigx 4 5 0 3 1 6 2
tiecxig 4 5 0 3 2 1 6
tiecxgi 4 5 0 3 2 6 1
tiecgix 4 5 0 3 6 1 2
tiecgxi 4 5 0 3 6 2 1
tiegixc 4 5 0 6 1 2 3
tiegicx 4 5 0 6 1 3 2
tiegxic 4 5 0 6 2 1 3
tiegxci 4 5 0 6 2 3 1
tiegcix 4 5 0 6 3 1 2
tiegcxi 4 5 0 6 3 2 1
tiiexcg 4 5 1 0 2 3 6
tiiexgc 4 5 1 0 2 6 3
tiiecxg 4 5 1 0 3 2 6
tiiecgx 4 5 1 0 3 6 2
tiiegxc 4 5 1 0 6 2 3
tiiegcx 4 5 1 0 6 3 2
tiixecg 4 5 1 2 0 3 6
tiixegc 4 5 1 2 0 6 3
tiixceg 4 5 1 2 3 0 6
tiixcge 4 5 1 2 3 6 0
tiixgec 4 5 1 2 6 0 3
tiixgce 4 5 1 2 6 3 0
tiicexg 4 5 1 3 0 2 6
tiicegx 4 5 1 3 0 6 2
tiicxeg 4 5 1 3 2 0 6
tiicxge 4 5 1 3 2 6 0
tiicgex 4 5 1 3 6 0 2
tiicgxe 4 5 1 3 6 2 0
tiigexc 4 5 1 6 0 2 3
tiigecx 4 5 1 6 0 3 2
tiigxec 4 5 1 6 2 0 3
tiigxce 4 5 1 6 2 3 0
tiigcex 4 5 1 6 3 0 2
tiigcxe 4 5 1 6 3 2 0
tixeicg 4 5 2 0 1 3 6
tixeigc 4 5 2 0 1 6 3
tixecig 4 5 2 0 3 1 6
tixecgi 4 5 2 0 3 6 1
tixegic 4 5 2 0 6 1 3
tixegci 4 5 2 0 6 3 1
tixiecg 4 5 2 1 0 3 6
tixiegc 4 5 2 1 0 6 3
tixiceg 4 5 2 1 3 0 6
tixicge 4 5 2 1 3 6 0
tixigec 4 5 2 1 6 0 3
tixigce 4 5 2 1 6 3 0
tixceig 4 5 2 3 0 1 6
tixcegi 4 5 2 3 0 6 1
tixcieg 4 5 2 3 1 0 6
tixcige 4 5 2 3 1 6 0
tixcgei 4 5 2 3 6 0 1
tixcgie 4 5 2 3 6 1 0
tixgeic 4 5 2 6 0 1 3
tixgeci 4 5 2 6 0 3 1
tixgiec 4 5 2 6 1 0 3
tixgice 4 5 2 6 1 3 0
tixgcei 4 5 2 6 3 0 1
tixgcie 4 5 2 6 3 1 0
ticeixg 4 5 3 0 1 2 6
ticeigx 4 5 3 0 1 6 2
ticexig 4 5 3 0 2 1 6
ticexgi 4 5 3 0 2 6 1
ticegix 4 5 3 0 6 1 2
ticegxi 4 5 3 0 6 2 1
ticiexg 4 5 3 1 0 2 6
ticiegx 4 5 3 1 0 6 2
ticixeg 4 5 3 1 2 0 6
ticixge 4 5 3 1 2 6 0
ticigex 4 5 3 1 6 0 2
ticigxe 4 5 3 1 6 2 0
ticxeig 4 5 3 2 0 1 6
ticxegi 4 5 3 2 0 6 1
ticxieg 4 5 3 2 1 0 6
ticxige 4 5 3 2 1 6 0
ticxgei 4 5 3 2 6 0 1
ticxgie 4 5 3 2 6 1 0
ticgeix 4 5 3 6 0 1 2
ticgexi 4 5 3 6 0 2 1
ticgiex 4 5 3 6 1 0 2
ticgixe 4 5 3 6 1 2 0
ticgxei 4 5 3 6 2 0 1
ticgxie 4 5 3 6 2 1 0
tigeixc 4 5 6 0 1 2 3
tigeicx 4 5 6 0 1 3 2
tigexic 4 5 6 0 2 1 3
tigexci 4 5 6 0 2 3 1
tigecix 4 5 6 0 3 1 2
tigecxi 4 5 6 0 3 2 1
tigiexc 4 5 6 1 0 2 3
tigiecx 4 5 6 1 0 3 2
tigixec 4 5 6 1 2 0 3
tigixce 4 5 6 1 2 3 0
tigicex 4 5 6 1 3 0 2
tigicxe 4 5 6 1 3 2 0
tigxeic 4 5 6 2 0 1 3
tigxeci 4 5 6 2 0 3 1
tigxiec 4 5 6 2 1 0 3
tigxice 4 5 6 2 1 3 0
tigxcei 4 5 6 2 3 0 1
tigxcie 4 5 6 2 3 1 0
tigceix 4 5 6 3 0 1 2
tigcexi 4 5 6 3 0 2 1
tigciex 4 5 6 3 1 0 2
tigcixe 4 5 6 3 1 2 0
tigcxei 4 5 6 3 2 0 1
tigcxie 4 5 6 3 2 1 0
tgeixci 4 6 0 1 2 3 5
tgeixic 4 6 0 1 2 5 3
tgeicxi 4 6 0 1 3 2 5
tgeicix 4 6 0 1 3 5 2
tgeiixc 4 6 0 1 5 2 3
tgeiicx 4 6 0 1 5 3 2
tgexici 4 6 0 2 1 3 5
tgexiic 4 6 0 2 1 5 3
tgexcii 4 6 0 2 3 1 5
tgexcii 4 6 0 2 3 5 1
tgexiic 4 6 0 2 5 1 3
tgexici 4 6 0 2 5 3 1
tgecixi 4 6 0 3 1 2 5
tgeciix 4 6 0 3 1 5 2
tgecxii 4 6 0 3 2 1 5
tgecxii 4 6 0 3 2 5 1
tgeciix 4 6 0 3 5 1 2
tgecixi 4 6 0 3 5 2 1
tgeiixc 4 6 0 5 1 2 3
tgeiicx 4 6 0 5 1 3 2
tgeixic 4 6 0 5 2 1 3
tgeixci 4 6 0 5 2 3 1
tgeicix 4 6 0 5 3 1 2
tgeicxi 4 6 0 5 3 2 1
tgiexci 4 6 1 0 2 3 5
tgiexic 4 6 1 0 2 5 3
tgiecxi 4 6 1 0 3 2 5
tgiecix 4 6 1 0 3 5 2
tgieixc 4 6 1 0 5 2 3
tgieicx 4 6 1 0 5 3 2
tgixeci 4 6 1 2 0 3 5
tgixeic 4 6 1 2 0 5 3
tgixcei 4 6 1 2 3 0 5
tgixcie 4 6 1 2 3 5 0
tgixiec 4 6 1 2 5 0 3
tgixice 4 6 1 2 5 3 0
tgicexi 4 6 1 3 0 2 5
tgiceix 4 6 1 3 0 5 2
tgicxei 4 6 1 3 2 0 5
tgicxie 4 6 1 3 2 5 0
tgiciex 4 6 1 3 5 0 2
tgicixe 4 6 1 3 5 2 0
tgiiexc 4 6 1 5 0 2 3
tgiiecx 4 6 1 5 0 3 2
tgiixec 4 6 1 5 2 0 3
tgiixce 4 6 1 5 2 3 0
tgiicex 4 6 1 5 3 0 2
tgiicxe 4 6 1 5 3 2 0
tgxeici 4 6 2 0 1 3 5
tgxeiic 4 6 2 0 1 5 3
tgxecii 4 6 2 0 3 1 5
