Shift: 16
qujofus 0 1 2 3 4 5 6
oufuqsj 3 5 4 1 0 6 2
oufujqs 3 5 4 1 2 0 6
oufujsq 3 5 4 1 2 6 0
oufusqj 3 5 4 1 6 0 2
oufusjq 3 5 4 1 6 2 0
oufjqus 3 5 4 2 0 1 6
oufjqsu 3 5 4 2 0 6 1
oufjuqs 3 5 4 2 1 0 6
oufjusq 3 5 4 2 1 6 0
oufjsqu 3 5 4 2 6 0 1
oufjsuq 3 5 4 2 6 1 0
oufsquj 3 5 4 6 0 1 2
oufsqju 3 5 4 6 0 2 1
oufsuqj 3 5 4 6 1 0 2
oufsujq 3 5 4 6 1 2 0
oufsjqu 3 5 4 6 2 0 1
oufsjuq 3 5 4 6 2 1 0
ousqujf 3 5 6 0 1 2 4
ousqufj 3 5 6 0 1 4 2
ousqjuf 3 5 6 0 2 1 4
ousqjfu 3 5 6 0 2 4 1
ousqfuj 3 5 6 0 4 1 2
ousqfju 3 5 6 0 4 2 1
ousuqjf 3 5 6 1 0 2 4
ousuqfj 3 5 6 1 0 4 2
ousujqf 3 5 6 1 2 0 4
ousujfq 3 5 6 1 2 4 0
ousufqj 3 5 6 1 4 0 2
ousufjq 3 5 6 1 4 2 0
ousjquf 3 5 6 2 0 1 4
ousjqfu 3 5 6 2 0 4 1
ousjuqf 3 5 6 2 1 0 4
ousjufq 3 5 6 2 1 4 0
ousjfqu 3 5 6 2 4 0 1
ousjfuq 3 5 6 2 4 1 0
ousfquj 3 5 6 4 0 1 2
ousfqju 3 5 6 4 0 2 1
ousfuqj 3 5 6 4 1 0 2
ousfujq 3 5 6 4 1 2 0
ousfjqu 3 5 6 4 2 0 1
ousfjuq 3 5 6 4 2 1 0
osqujfu 3 6 0 1 2 4 5
osqujuf 3 6 0 1 2 5 4
osqufju 3 6 0 1 4 2 5
osqufuj 3 6 0 1 4 5 2
osquujf 3 6 0 1 5 2 4
osquufj 3 6 0 1 5 4 2
osqjufu 3 6 0 2 1 4 5
osqjuuf 3 6 0 2 1 5 4
osqjfuu 3 6 0 2 4 1 5
osqjfuu 3 6 0 2 4 5 1
osqjuuf 3 6 0 2 5 1 4
osqjufu 3 6 0 2 5 4 1
osqfuju 3 6 0 4 1 2 5
osqfuuj 3 6 0 4 1 5 2
osqfjuu 3 6 0 4 2 1 5
osqfjuu 3 6 0 4 2 5 1
osqfuuj 3 6 0 4 5 1 2
osqfuju 3 6 0 4 5 2 1
osquujf 3 6 0 5 1 2 4
osquufj 3 6 0 5 1 4 2
osqujuf 3 6 0 5 2 1 4
osqujfu 3 6 0 5 2 4 1
osqufuj 3 6 0 5 4 1 2
osqufju 3 6 0 5 4 2 1
osuqjfu 3 6 1 0 2 4 5
osuqjuf 3 6 1 0 2 5 4
osuqfju 3 6 1 0 4 2 5
osuqfuj 3 6 1 0 4 5 2
osuqujf 3 6 1 0 5 2 4
osuqufj 3 6 1 0 5 4 2
osujqfu 3 6 1 2 0 4 5
osujquf 3 6 1 2 0 5 4
osujfqu 3 6 1 2 4 0 5
osujfuq 3 6 1 2 4 5 0
osujuqf 3 6 1 2 5 0 4
osujufq 3 6 1 2 5 4 0
osufqju 3 6 1 4 0 2 5
osufquj 3 6 1 4 0 5 2
osufjqu 3 6 1 4 2 0 5
osufjuq 3 6 1 4 2 5 0
osufuqj 3 6 1 4 5 0 2
osufujq 3 6 1 4 5 2 0
osuuqjf 3 6 1 5 0 2 4
osuuqfj 3 6 1 5 0 4 2
osuujqf 3 6 1 5 2 0 4
osuujfq 3 6 1 5 2 4 0
osuufqj 3 6 1 5 4 0 2
osuufjq 3 6 1 5 4 2 0
osjqufu 3 6 2 0 1 4 5
osjquuf 3 6 2 0 1 5 4
osjqfuu 3 6 2 0 4 1 5
osjqfuu 3 6 2 0 4 5 1
osjquuf 3 6 2 0 5 1 4
osjqufu 3 6 2 0 5 4 1
osjuqfu 3 6 2 1 0 4 5
osjuquf 3 6 2 1 0 5 4
osjufqu 3 6 2 1 4 0 5
osjufuq 3 6 2 1 4 5 0
osjuuqf 3 6 2 1 5 0 4
osjuufq 3 6 2 1 5 4 0
osjfquu 3 6 2 4 0 1 5
osjfquu 3 6 2 4 0 5 1
osjfuqu 3 6 2 4 1 0 5
osjfuuq 3 6 2 4 1 5 0
osjfuqu 3 6 2 4 5 0 1
osjfuuq 3 6 2 4 5 1 0
osjuquf 3 6 2 5 0 1 4
osjuqfu 3 6 2 5 0 4 1
osjuuqf 3 6 2 5 1 0 4
osjuufq 3 6 2 5 1 4 0
osjufqu 3 6 2 5 4 0 1
osjufuq 3 6 2 5 4 1 0
osfquju 3 6 4 0 1 2 5
osfquuj 3 6 4 0 1 5 2
osfqjuu 3 6 4 0 2 1 5
osfqjuu 3 6 4 0 2 5 1
osfquuj 3 6 4 0 5 1 2
osfquju 3 6 4 0 5 2 1
osfuqju 3 6 4 1 0 2 5
osfuquj 3 6 4 1 0 5 2
osfujqu 3 6 4 1 2 0 5
osfujuq 3 6 4 1 2 5 0
osfuuqj 3 6 4 1 5 0 2
osfuujq 3 6 4 1 5 2 0
osfjquu 3 6 4 2 0 1 5
osfjquu 3 6 4 2 0 5 1
osfjuqu 3 6 4 2 1 0 5
osfjuuq 3 6 4 2 1 5 0
osfjuqu 3 6 4 2 5 0 1
osfjuuq 3 6 4 2 5 1 0
osfuquj 3 6 4 5 0 1 2
osfuqju 3 6 4 5 0 2 1
osfuuqj 3 6 4 5 1 0 2
osfuujq 3 6 4 5 1 2 0
osfujqu 3 6 4 5 2 0 1
osfujuq 3 6 4 5 2 1 0
osuqujf 3 6 5 0 1 2 4
osuqufj 3 6 5 0 1 4 2
osuqjuf 3 6 5 0 2 1 4
osuqjfu 3 6 5 0 2 4 1
osuqfuj 3 6 5 0 4 1 2
osuqfju 3 6 5 0 4 2 1
osuuqjf 3 6 5 1 0 2 4
osuuqfj 3 6 5 1 0 4 2
osuujqf 3 6 5 1 2 0 4
osuujfq 3 6 5 1 2 4 0
osuufqj 3 6 5 1 4 0 2
osuufjq 3 6 5 1 4 2 0
osujquf 3 6 5 2 0 1 4
osujqfu 3 6 5 2 0 4 1
osujuqf 3 6 5 2 1 0 4
osujufq 3 6 5 2 1 4 0
osujfqu 3 6 5 2 4 0 1
osujfuq 3 6 5 2 4 1 0
osufquj 3 6 5 4 0 1 2
osufqju 3 6 5 4 0 2 1
osufuqj 3 6 5 4 1 0 2
osufujq 3 6 5 4 1 2 0
osufjqu 3 6 5 4 2 0 1
osufjuq 3 6 5 4 2 1 0
fqujous 4 0 1 2 3 5 6
fqujosu 4 0 1 2 3 6 5
fqujuos 4 0 1 2 5 3 6
fqujuso 4 0 1 2 5 6 3
fqujsou 4 0 1 2 6 3 5
fqujsuo 4 0 1 2 6 5 3
fquojus 4 0 1 3 2 5 6
fquojsu 4 0 1 3 2 6 5
fquoujs 4 0 1 3 5 2 6
fquousj 4 0 1 3 5 6 2
fquosju 4 0 1 3 6 2 5
fquosuj 4 0 1 3 6 5 2
fquujos 4 0 1 5 2 3 6
fquujso 4 0 1 5 2 6 3
fquuojs 4 0 1 5 3 2 6
fquuosj 4 0 1 5 3 6 2
fquusjo 4 0 1 5 6 2 3
fquusoj 4 0 1 5 6 3 2
fqusjou 4 0 1 6 2 3 5
fqusjuo 4 0 1 6 2 5 3
fqusoju 4 0 1 6 3 2 5
fqusouj 4 0 1 6 3 5 2
fqusujo 4 0 1 6 5 2 3
fqusuoj 4 0 1 6 5 3 2
fqjuous 4 0 2 1 3 5 6
fqjuosu 4 0 2 1 3 6 5
fqjuuos 4 0 2 1 5 3 6
fqjuuso 4 0 2 1 5 6 3
fqjusou 4 0 2 1 6 3 5
fqjusuo 4 0 2 1 6 5 3
fqjouus 4 0 2 3 1 5 6
fqjousu 4 0 2 3 1 6 5
fqjouus 4 0 2 3 5 1 6
fqjousu 4 0 2 3 5 6 1
fqjosuu 4 0 2 3 6 1 5
fqjosuu 4 0 2 3 6 5 1
fqjuuos 4 0 2 5 1 3 6
fqjuuso 4 0 2 5 1 6 3
fqjuous 4 0 2 5 3 1 6
fqjuosu 4 0 2 5 3 6 1
fqjusuo 4 0 2 5 6 1 3
fqjusou 4 0 2 5 6 3 1
fqjsuou 4 0 2 6 1 3 5
fqjsuuo 4 0 2 6 1 5 3
fqjsouu 4 0 2 6 3 1 5
fqjsouu 4 0 2 6 3 5 1
fqjsuuo 4 0 2 6 5 1 3
fqjsuou 4 0 2 6 5 3 1
fqoujus 4 0 3 1 2 5 6
fqoujsu 4 0 3 1 2 6 5
fqouujs 4 0 3 1 5 2 6
fqouusj 4 0 3 1 5 6 2
fqousju 4 0 3 1 6 2 5
fqousuj 4 0 3 1 6 5 2
fqojuus 4 0 3 2 1 5 6
fqojusu 4 0 3 2 1 6 5
fqojuus 4 0 3 2 5 1 6
fqojusu 4 0 3 2 5 6 1
fqojsuu 4 0 3 2 6 1 5
fqojsuu 4 0 3 2 6 5 1
fqouujs 4 0 3 5 1 2 6
fqouusj 4 0 3 5 1 6 2
fqoujus 4 0 3 5 2 1 6
fqoujsu 4 0 3 5 2 6 1
fqousuj 4 0 3 5 6 1 2
fqousju 4 0 3 5 6 2 1
fqosuju 4 0 3 6 1 2 5
fqosuuj 4 0 3 6 1 5 2
fqosjuu 4 0 3 6 2 1 5
fqosjuu 4 0 3 6 2 5 1
fqosuuj 4 0 3 6 5 1 2
fqosuju 4 0 3 6 5 2 1
fquujos 4 0 5 1 2 3 6
fquujso 4 0 5 1 2 6 3
fquuojs 4 0 5 1 3 2 6
fquuosj 4 0 5 1 3 6 2
fquusjo 4 0 5 1 6 2 3
fquusoj 4 0 5 1 6 3 2
fqujuos 4 0 5 2 1 3 6
fqujuso 4 0 5 2 1 6 3
fqujous 4 0 5 2 3 1 6
fqujosu 4 0 5 2 3 6 1
fqujsuo 4 0 5 2 6 1 3
fqujsou 4 0 5 2 6 3 1
fquoujs 4 0 5 3 1 2 6
fquousj 4 0 5 3 1 6 2
fquojus 4 0 5 3 2 1 6
fquojsu 4 0 5 3 2 6 1
fquosuj 4 0 5 3 6 1 2
fquosju 4 0 5 3 6 2 1
fqusujo 4 0 5 6 1 2 3
fqusuoj 4 0 5 6 1 3 2
fqusjuo 4 0 5 6 2 1 3
fqusjou 4 0 5 6 2 3 1
fqusouj 4 0 5 6 3 1 2
fqusoju 4 0 5 6 3 2 1
fqsujou 4 0 6 1 2 3 5
fqsujuo 4 0 6 1 2 5 3
fqsuoju 4 0 6 1 3 2 5
fqsuouj 4 0 6 1 3 5 2
fqsuujo 4 0 6 1 5 2 3
fqsuuoj 4 0 6 1 5 3 2
fqsjuou 4 0 6 2 1 3 5
fqsjuuo 4 0 6 2 1 5 3
fqsjouu 4 0 6 2 3 1 5
fqsjouu 4 0 6 2 3 5 1
fqsjuuo 4 0 6 2 5 1 3
fqsjuou 4 0 6 2 5 3 1
fqsouju 4 0 6 3 1 2 5
fqsouuj 4 0 6 3 1 5 2
fqsojuu 4 0 6 3 2 1 5
fqsojuu 4 0 6 3 2 5 1
fqsouuj 4 0 6 3 5 1 2
fqsouju 4 0 6 3 5 2 1
fqsuujo 4 0 6 5 1 2 3
fqsuuoj 4 0 6 5 1 3 2
fqsujuo 4 0 6 5 2 1 3
fqsujou 4 0 6 5 2 3 1
fqsuouj 4 0 6 5 3 1 2
fqsuoju 4 0 6 5 3 2 1
fuqjous 4 1 0 2 3 5 6
fuqjosu 4 1 0 2 3 6 5
fuqjuos 4 1 0 2 5 3 6
fuqjuso 4 1 0 2 5 6 3
fuqjsou 4 1 0 2 6 3 5
fuqjsuo 4 1 0 2 6 5 3
fuqojus 4 1 0 3 2 5 6
fuqojsu 4 1 0 3 2 6 5
fuqoujs 4 1 0 3 5 2 6
fuqousj 4 1 0 3 5 6 2
fuqosju 4 1 0 3 6 2 5
fuqosuj 4 1 0 3 6 5 2
fuqujos 4 1 0 5 2 3 6
fuqujso 4 1 0 5 2 6 3
fuquojs 4 1 0 5 3 2 6
fuquosj 4 1 0 5 3 6 2
fuqusjo 4 1 0 5 6 2 3
fuqusoj 4 1 0 5 6 3 2
fuqsjou 4 1 0 6 2 3 5
fuqsjuo 4 1 0 6 2 5 3
fuqsoju 4 1 0 6 3 2 5
fuqsouj 4 1 0 6 3 5 2
fuqsujo 4 1 0 6 5 2 3
fuqsuoj 4 1 0 6 5 3 2
fujqous 4 1 2 0 3 5 6
fujqosu 4 1 2 0 3 6 5
fujquos 4 1 2 0 5 3 6
fujquso 4 1 2 0 5 6 3
fujqsou 4 1 2 0 6 3 5
fujqsuo 4 1 2 0 6 5 3
fujoqus 4 1 2 3 0 5 6
fujoqsu 4 1 2 3 0 6 5
fujouqs 4 1 2 3 5 0 6
fujousq 4 1 2 3 5 6 0
fujosqu 4 1 2 3 6 0 5
fujosuq 4 1 2 3 6 5 0
fujuqos 4 1 2 5 0 3 6
fujuqso 4 1 2 5 0 6 3
fujuoqs 4 1 2 5 3 0 6
fujuosq 4 1 2 5 3 6 0
fujusqo 4 1 2 5 6 0 3
fujusoq 4 1 2 5 6 3 0
fujsqou 4 1 2 6 0 3 5
fujsquo 4 1 2 6 0 5 3
fujsoqu 4 1 2 6 3 0 5
fujsouq 4 1 2 6 3 5 0
fujsuqo 4 1 2 6 5 0 3
fujsuoq 4 1 2 6 5 3 0
fuoqjus 4 1 3 0 2 5 6
fuoqjsu 4 1 3 0 2 6 5
fuoqujs 4 1 3 0 5 2 6
fuoqusj 4 1 3 0 5 6 2
fuoqsju 4 1 3 0 6 2 5
fuoqsuj 4 1 3 0 6 5 2
fuojqus 4 1 3 2 0 5 6
fuojqsu 4 1 3 2 0 6 5
fuojuqs 4 1 3 2 5 0 6
fuojusq 4 1 3 2 5 6 0
fuojsqu 4 1 3 2 6 0 5
fuojsuq 4 1 3 2 6 5 0
fuouqjs 4 1 3 5 0 2 6
fuouqsj 4 1 3 5 0 6 2
fuoujqs 4 1 3 5 2 0 6
fuoujsq 4 1 3 5 2 6 0
fuousqj 4 1 3 5 6 0 2
fuousjq 4 1 3 5 6 2 0
fuosqju 4 1 3 6 0 2 5
fuosquj 4 1 3 6 0 5 2
fuosjqu 4 1 3 6 2 0 5
fuosjuq 4 1 3 6 2 5 0
fuosuqj 4 1 3 6 5 0 2
fuosujq 4 1 3 6 5 2 0
fuuqjos 4 1 5 0 2 3 6
fuuqjso 4 1 5 0 2 6 3
fuuqojs 4 1 5 0 3 2 6
fuuqosj 4 1 5 0 3 6 2
fuuqsjo 4 1 5 0 6 2 3
fuuqsoj 4 1 5 0 6 3 2
fuujqos 4 1 5 2 0 3 6
fuujqso 4 1 5 2 0 6 3
fuujoqs 4 1 5 2 3 0 6
fuujosq 4 1 5 2 3 6 0
fuujsqo 4 1 5 2 6 0 3
fuujsoq 4 1 5 2 6 3 0
fuuoqjs 4 1 5 3 0 2 6
fuuoqsj 4 1 5 3 0 6 2
fuuojqs 4 1 5 3 2 0 6
fuuojsq 4 1 5 3 2 6 0
fuuosqj 4 1 5 3 6 0 2
fuuosjq 4 1 5 3 6 2 0
fuusqjo 4 1 5 6 0 2 3
fuusqoj 4 1 5 6 0 3 2
fuusjqo 4 1 5 6 2 0 3
fuusjoq 4 1 5 6 2 3 0
fuusoqj 4 1 5 6 3 0 2
fuusojq 4 1 5 6 3 2 0
fusqjou 4 1 6 0 2 3 5
fusqjuo 4 1 6 0 2 5 3
fusqoju 4 1 6 0 3 2 5
fusqouj 4 1 6 0 3 5 2
fusqujo 4 1 6 0 5 2 3
fusquoj 4 1 6 0 5 3 2
fusjqou 4 1 6 2 0 3 5
fusjquo 4 1 6 2 0 5 3
fusjoqu 4 1 6 2 3 0 5
fusjouq 4 1 6 2 3 5 0
fusjuqo 4 1 6 2 5 0 3
fusjuoq 4 1 6 2 5 3 0
fusoqju 4 1 6 3 0 2 5
fusoquj 4 1 6 3 0 5 2
fusojqu 4 1 6 3 2 0 5
fusojuq 4 1 6 3 2 5 0
fusouqj 4 1 6 3 5 0 2
fusoujq 4 1 6 3 5 2 0
fusuqjo 4 1 6 5 0 2 3
fusuqoj 4 1 6 5 0 3 2
fusujqo 4 1 6 5 2 0 3
fusujoq 4 1 6 5 2 3 0
fusuoqj 4 1 6 5 3 0 2
fusuojq 4 1 6 5 3 2 0
fjquous 4 2 0 1 3 5 6
fjquosu 4 2 0 1 3 6 5
fjquuos 4 2 0 1 5 3 6
fjquuso 4 2 0 1 5 6 3
fjqusou 4 2 0 1 6 3 5
fjqusuo 4 2 0 1 6 5 3
fjqouus 4 2 0 3 1 5 6
fjqousu 4 2 0 3 1 6 5
fjqouus 4 2 0 3 5 1 6
fjqousu 4 2 0 3 5 6 1
fjqosuu 4 2 0 3 6 1 5
fjqosuu 4 2 0 3 6 5 1
fjquuos 4 2 0 5 1 3 6
fjquuso 4 2 0 5 1 6 3
fjquous 4 2 0 5 3 1 6
fjquosu 4 2 0 5 3 6 1
fjqusuo 4 2 0 5 6 1 3
fjqusou 4 2 0 5 6 3 1
fjqsuou 4 2 0 6 1 3 5
fjqsuuo 4 2 0 6 1 5 3
fjqsouu 4 2 0 6 3 1 5
fjqsouu 4 2 0 6 3 5 1
fjqsuuo 4 2 0 6 5 1 3
fjqsuou 4 2 0 6 5 3 1
fjuqous 4 2 1 0 3 5 6
fjuqosu 4 2 1 0 3 6 5
fjuquos 4 2 1 0 5 3 6
fjuquso 4 2 1 0 5 6 3
fjuqsou 4 2 1 0 6 3 5
fjuqsuo 4 2 1 0 6 5 3
fjuoqus 4 2 1 3 0 5 6
fjuoqsu 4 2 1 3 0 6 5
fjuouqs 4 2 1 3 5 0 6
fjuousq 4 2 1 3 5 6 0
fjuosqu 4 2 1 3 6 0 5
fjuosuq 4 2 1 3 6 5 0
fjuuqos 4 2 1 5 0 3 6
fjuuqso 4 2 1 5 0 6 3
fjuuoqs 4 2 1 5 3 0 6
fjuuosq 4 2 1 5 3 6 0
fjuusqo 4 2 1 5 6 0 3
fjuusoq 4 2 1 5 6 3 0
fjusqou 4 2 1 6 0 3 5
fjusquo 4 2 1 6 0 5 3
fjusoqu 4 2 1 6 3 0 5
fjusouq 4 2 1 6 3 5 0
fjusuqo 4 2 1 6 5 0 3
fjusuoq 4 2 1 6 5 3 0
fjoquus 4 2 3 0 1 5 6
fjoqusu 4 2 3 0 1 6 5
fjoquus 4 2 3 0 5 1 6
fjoqusu 4 2 3 0 5 6 1
fjoqsuu 4 2 3 0 6 1 5
fjoqsuu 4 2 3 0 6 5 1
fjouqus 4 2 3 1 0 5 6
fjouqsu 4 2 3 1 0 6 5
fjouuqs 4 2 3 1 5 0 6
fjouusq 4 2 3 1 5 6 0
fjousqu 4 2 3 1 6 0 5
fjousuq 4 2 3 1 6 5 0
fjouqus 4 2 3 5 0 1 6
fjouqsu 4 2 3 5 0 6 1
fjouuqs 4 2 3 5 1 0 6
fjouusq 4 2 3 5 1 6 0
fjousqu 4 2 3 5 6 0 1
fjousuq 4 2 3 5 6 1 0
fjosquu 4 2 3 6 0 1 5
fjosquu 4 2 3 6 0 5 1
fjosuqu 4 2 3 6 1 0 5
fjosuuq 4 2 3 6 1 5 0
fjosuqu 4 2 3 6 5 0 1
fjosuuq 4 2 3 6 5 1 0
fjuquos 4 2 5 0 1 3 6
fjuquso 4 2 5 0 1 6 3
fjuqous 4 2 5 0 3 1 6
fjuqosu 4 2 5 0 3 6 1
fjuqsuo 4 2 5 0 6 1 3
fjuqsou 4 2 5 0 6 3 1
fjuuqos 4 2 5 1 0 3 6
fjuuqso 4 2 5 1 0 6 3
fjuuoqs 4 2 5 1 3 0 6
fjuuosq 4 2 5 1 3 6 0
fjuusqo 4 2 5 1 6 0 3
fjuusoq 4 2 5 1 6 3 0
fjuoqus 4 2 5 3 0 1 6
fjuoqsu 4 2 5 3 0 6 1
fjuouqs 4 2 5 3 1 0 6
fjuousq 4 2 5 3 1 6 0
fjuosqu 4 2 5 3 6 0 1
fjuosuq 4 2 5 3 6 1 0
fjusquo 4 2 5 6 0 1 3
fjusqou 4 2 5 6 0 3 1
fjusuqo 4 2 5 6 1 0 3
fjusuoq 4 2 5 6 1 3 0
fjusoqu 4 2 5 6 3 0 1
fjusouq 4 2 5 6 3 1 0
fjsquou 4 2 6 0 1 3 5
fjsquuo 4 2 6 0 1 5 3
fjsqouu 4 2 6 0 3 1 5
fjsqouu 4 2 6 0 3 5 1
fjsquuo 4 2 6 0 5 1 3
fjsquou 4 2 6 0 5 3 1
fjsuqou 4 2 6 1 0 3 5
fjsuquo 4 2 6 1 0 5 3
fjsuoqu 4 2 6 1 3 0 5
fjsuouq 4 2 6 1 3 5 0
fjsuuqo 4 2 6 1 5 0 3
fjsuuoq 4 2 6 1 5 3 0
fjsoquu 4 2 6 3 0 1 5
fjsoquu 4 2 6 3 0 5 1
fjsouqu 4 2 6 3 1 0 5
fjsouuq 4 2 6 3 1 5 0
fjsouqu 4 2 6 3 5 0 1
fjsouuq 4 2 6 3 5 1 0
fjsuquo 4 2 6 5 0 1 3
fjsuqou 4 2 6 5 0 3 1
fjsuuqo 4 2 6 5 1 0 3
fjsuuoq 4 2 6 5 1 3 0
fjsuoqu 4 2 6 5 3 0 1
fjsuouq 4 2 6 5 3 1 0
foqujus 4 3 0 1 2 5 6
foqujsu 4 3 0 1 2 6 5
foquujs 4 3 0 1 5 2 6
foquusj 4 3 0 1 5 6 2
foqusju 4 3 0 1 6 2 5
foqusuj 4 3 0 1 6 5 2
foqjuus 4 3 0 2 1 5 6
foqjusu 4 3 0 2 1 6 5
foqjuus 4 3 0 2 5 1 6
foqjusu 4 3 0 2 5 6 1
foqjsuu 4 3 0 2 6 1 5
foqjsuu 4 3 0 2 6 5 1
foquujs 4 3 0 5 1 2 6
foquusj 4 3 0 5 1 6 2
foqujus 4 3 0 5 2 1 6
foqujsu 4 3 0 5 2 6 1
foqusuj 4 3 0 5 6 1 2
foqusju 4 3 0 5 6 2 1
foqsuju 4 3 0 6 1 2 5
foqsuuj 4 3 0 6 1 5 2
foqsjuu 4 3 0 6 2 1 5
foqsjuu 4 3 0 6 2 5 1
foqsuuj 4 3 0 6 5 1 2
foqsuju 4 3 0 6 5 2 1
fouqjus 4 3 1 0 2 5 6
fouqjsu 4 3 1 0 2 6 5
fouqujs 4 3 1 0 5 2 6
fouqusj 4 3 1 0 5 6 2
fouqsju 4 3 1 0 6 2 5
fouqsuj 4 3 1 0 6 5 2
foujqus 4 3 1 2 0 5 6
foujqsu 4 3 1 2 0 6 5
foujuqs 4 3 1 2 5 0 6
foujusq 4 3 1 2 5 6 0
foujsqu 4 3 1 2 6 0 5
foujsuq 4 3 1 2 6 5 0
fouuqjs 4 3 1 5 0 2 6
fouuqsj 4 3 1 5 0 6 2
fouujqs 4 3 1 5 2 0 6
fouujsq 4 3 1 5 2 6 0
fouusqj 4 3 1 5 6 0 2
fouusjq 4 3 1 5 6 2 0
fousqju 4 3 1 6 0 2 5
fousquj 4 3 1 6 0 5 2
fousjqu 4 3 1 6 2 0 5
fousjuq 4 3 1 6 2 5 0
fousuqj 4 3 1 6 5 0 2
fousujq 4 3 1 6 5 2 0
fojquus 4 3 2 0 1 5 6
fojqusu 4 3 2 0 1 6 5
fojquus 4 3 2 0 5 1 6
fojqusu 4 3 2 0 5 6 1
fojqsuu 4 3 2 0 6 1 5
fojqsuu 4 3 2 0 6 5 1
fojuqus 4 3 2 1 0 5 6
fojuqsu 4 3 2 1 0 6 5
fojuuqs 4 3 2 1 5 0 6
fojuusq 4 3 2 1 5 6 0
fojusqu 4 3 2 1 6 0 5
fojusuq 4 3 2 1 6 5 0
fojuqus 4 3 2 5 0 1 6
fojuqsu 4 3 2 5 0 6 1
fojuuqs 4 3 2 5 1 0 6
fojuusq 4 3 2 5 1 6 0
fojusqu 4 3 2 5 6 0 1
fojusuq 4 3 2 5 6 1 0
fojsquu 4 3 2 6 0 1 5
fojsquu 4 3 2 6 0 5 1
fojsuqu 4 3 2 6 1 0 5
fojsuuq 4 3 2 6 1 5 0
fojsuqu 4 3 2 6 5 0 1
fojsuuq 4 3 2 6 5 1 0
fouqujs 4 3 5 0 1 2 6
fouqusj 4 3 5 0 1 6 2
fouqjus 4 3 5 0 2 1 6
fouqjsu 4 3 5 0 2 6 1
fouqsuj 4 3 5 0 6 1 2
fouqsju 4 3 5 0 6 2 1
fouuqjs 4 3 5 1 0 2 6
fouuqsj 4 3 5 1 0 6 2
fouujqs 4 3 5 1 2 0 6
fouujsq 4 3 5 1 2 6 0
fouusqj 4 3 5 1 6 0 2
fouusjq 4 3 5 1 6 2 0
foujqus 4 3 5 2 0 1 6
foujqsu 4 3 5 2 0 6 1
foujuqs 4 3 5 2 1 0 6
foujusq 4 3 5 2 1 6 0
foujsqu 4 3 5 2 6 0 1
foujsuq 4 3 5 2 6 1 0
fousquj 4 3 5 6 0 1 2
fousqju 4 3 5 6 0 2 1
fousuqj 4 3 5 6 1 0 2
fousujq 4 3 5 6 1 2 0
fousjqu 4 3 5 6 2 0 1
fousjuq 4 3 5 6 2 1 0
fosquju 4 3 6 0 1 2 5
fosquuj 4 3 6 0 1 5 2
fosqjuu 4 3 6 0 2 1 5
fosqjuu 4 3 6 0 2 5 1
fosquuj 4 3 6 0 5 1 2
fosquju 4 3 6 0 5 2 1
fosuqju 4 3 6 1 0 2 5
fosuquj 4 3 6 1 0 5 2
fosujqu 4 3 6 1 2 0 5
fosujuq 4 3 6 1 2 5 0
fosuuqj 4 3 6 1 5 0 2
fosuujq 4 3 6 1 5 2 0
fosjquu 4 3 6 2 0 1 5
fosjquu 4 3 6 2 0 5 1
fosjuqu 4 3 6 2 1 0 5
fosjuuq 4 3 6 2 1 5 0
fosjuqu 4 3 6 2 5 0 1
fosjuuq 4 3 6 2 5 1 0
fosuquj 4 3 6 5 0 1 2
fosuqju 4 3 6 5 0 2 1
fosuuqj 4 3 6 5 1 0 2
fosuujq 4 3 6 5 1 2 0
fosujqu 4 3 6 5 2 0 1
fosujuq 4 3 6 5 2 1 0
fuqujos 4 5 0 1 2 3 6
fuqujso 4 5 0 1 2 6 3
fuquojs 4 5 0 1 3 2 6
fuquosj 4 5 0 1 3 6 2
fuqusjo 4 5 0 1 6 2 3
fuqusoj 4 5 0 1 6 3 2
fuqjuos 4 5 0 2 1 3 6
fuqjuso 4 5 0 2 1 6 3
fuqjous 4 5 0 2 3 1 6
fuqjosu 4 5 0 2 3 6 1
fuqjsuo 4 5 0 2 6 1 3
fuqjsou 4 5 0 2 6 3 1
fuqoujs 4 5 0 3 1 2 6
fuqousj 4 5 0 3 1 6 2
fuqojus 4 5 0 3 2 1 6
fuqojsu 4 5 0 3 2 6 1
fuqosuj 4 5 0 3 6 1 2
fuqosju 4 5 0 3 6 2 1
fuqsujo 4 5 0 6 1 2 3
fuqsuoj 4 5 0 6 1 3 2
fuqsjuo 4 5 0 6 2 1 3
fuqsjou 4 5 0 6 2 3 1
fuqsouj 4 5 0 6 3 1 2
fuqsoju 4 5 0 6 3 2 1
fuuqjos 4 5 1 0 2 3 6
fuuqjso 4 5 1 0 2 6 3
fuuqojs 4 5 1 0 3 2 6
fuuqosj 4 5 1 0 3 6 2
fuuqsjo 4 5 1 0 6 2 3
fuuqsoj 4 5 1 0 6 3 2
fuujqos 4 5 1 2 0 3 6
fuujqso 4 5 1 2 0 6 3
fuujoqs 4 5 1 2 3 0 6
fuujosq 4 5 1 2 3 6 0
fuujsqo 4 5 1 2 6 0 3
fuujsoq 4 5 1 2 6 3 0
fuuoqjs 4 5 1 3 0 2 6
fuuoqsj 4 5 1 3 0 6 2
fuuojqs 4 5 1 3 2 0 6
fuuojsq 4 5 1 3 2 6 0
fuuosqj 4 5 1 3 6 0 2
fuuosjq 4 5 1 3 6 2 0
fuusqjo 4 5 1 6 0 2 3
