Shift: 6
gkzevki 0 1 2 3 4 5 6
ekvigzk 3 5 4 6 0 2 1
ekvikgz 3 5 4 6 1 0 2
ekvikzg 3 5 4 6 1 2 0
ekvizgk 3 5 4 6 2 0 1
ekvizkg 3 5 4 6 2 1 0
ekigkzv 3 5 6 0 1 2 4
ekigkvz 3 5 6 0 1 4 2
ekigzkv 3 5 6 0 2 1 4
ekigzvk 3 5 6 0 2 4 1
ekigvkz 3 5 6 0 4 1 2
ekigvzk 3 5 6 0 4 2 1
ekikgzv 3 5 6 1 0 2 4
ekikgvz 3 5 6 1 0 4 2
ekikzgv 3 5 6 1 2 0 4
ekikzvg 3 5 6 1 2 4 0
ekikvgz 3 5 6 1 4 0 2
ekikvzg 3 5 6 1 4 2 0
ekizgkv 3 5 6 2 0 1 4
ekizgvk 3 5 6 2 0 4 1
ekizkgv 3 5 6 2 1 0 4
ekizkvg 3 5 6 2 1 4 0
ekizvgk 3 5 6 2 4 0 1
ekizvkg 3 5 6 2 4 1 0
ekivgkz 3 5 6 4 0 1 2
ekivgzk 3 5 6 4 0 2 1
ekivkgz 3 5 6 4 1 0 2
ekivkzg 3 5 6 4 1 2 0
ekivzgk 3 5 6 4 2 0 1
ekivzkg 3 5 6 4 2 1 0
eigkzvk 3 6 0 1 2 4 5
eigkzkv 3 6 0 1 2 5 4
eigkvzk 3 6 0 1 4 2 5
eigkvkz 3 6 0 1 4 5 2
eigkkzv 3 6 0 1 5 2 4
eigkkvz 3 6 0 1 5 4 2
eigzkvk 3 6 0 2 1 4 5
eigzkkv 3 6 0 2 1 5 4
eigzvkk 3 6 0 2 4 1 5
eigzvkk 3 6 0 2 4 5 1
eigzkkv 3 6 0 2 5 1 4
eigzkvk 3 6 0 2 5 4 1
eigvkzk 3 6 0 4 1 2 5
eigvkkz 3 6 0 4 1 5 2
eigvzkk 3 6 0 4 2 1 5
eigvzkk 3 6 0 4 2 5 1
eigvkkz 3 6 0 4 5 1 2
eigvkzk 3 6 0 4 5 2 1
eigkkzv 3 6 0 5 1 2 4
eigkkvz 3 6 0 5 1 4 2
eigkzkv 3 6 0 5 2 1 4
eigkzvk 3 6 0 5 2 4 1
eigkvkz 3 6 0 5 4 1 2
eigkvzk 3 6 0 5 4 2 1
eikgzvk 3 6 1 0 2 4 5
eikgzkv 3 6 1 0 2 5 4
eikgvzk 3 6 1 0 4 2 5
eikgvkz 3 6 1 0 4 5 2
eikgkzv 3 6 1 0 5 2 4
eikgkvz 3 6 1 0 5 4 2
eikzgvk 3 6 1 2 0 4 5
eikzgkv 3 6 1 2 0 5 4
eikzvgk 3 6 1 2 4 0 5
eikzvkg 3 6 1 2 4 5 0
eikzkgv 3 6 1 2 5 0 4
eikzkvg 3 6 1 2 5 4 0
eikvgzk 3 6 1 4 0 2 5
eikvgkz 3 6 1 4 0 5 2
eikvzgk 3 6 1 4 2 0 5
eikvzkg 3 6 1 4 2 5 0
eikvkgz 3 6 1 4 5 0 2
eikvkzg 3 6 1 4 5 2 0
eikkgzv 3 6 1 5 0 2 4
eikkgvz 3 6 1 5 0 4 2
eikkzgv 3 6 1 5 2 0 4
eikkzvg 3 6 1 5 2 4 0
eikkvgz 3 6 1 5 4 0 2
eikkvzg 3 6 1 5 4 2 0
eizgkvk 3 6 2 0 1 4 5
eizgkkv 3 6 2 0 1 5 4
eizgvkk 3 6 2 0 4 1 5
eizgvkk 3 6 2 0 4 5 1
eizgkkv 3 6 2 0 5 1 4
eizgkvk 3 6 2 0 5 4 1
eizkgvk 3 6 2 1 0 4 5
eizkgkv 3 6 2 1 0 5 4
eizkvgk 3 6 2 1 4 0 5
eizkvkg 3 6 2 1 4 5 0
eizkkgv 3 6 2 1 5 0 4
eizkkvg 3 6 2 1 5 4 0
eizvgkk 3 6 2 4 0 1 5
eizvgkk 3 6 2 4 0 5 1
eizvkgk 3 6 2 4 1 0 5
eizvkkg 3 6 2 4 1 5 0
eizvkgk 3 6 2 4 5 0 1
eizvkkg 3 6 2 4 5 1 0
eizkgkv 3 6 2 5 0 1 4
eizkgvk 3 6 2 5 0 4 1
eizkkgv 3 6 2 5 1 0 4
eizkkvg 3 6 2 5 1 4 0
eizkvgk 3 6 2 5 4 0 1
eizkvkg 3 6 2 5 4 1 0
eivgkzk 3 6 4 0 1 2 5
eivgkkz 3 6 4 0 1 5 2
eivgzkk 3 6 4 0 2 1 5
eivgzkk 3 6 4 0 2 5 1
eivgkkz 3 6 4 0 5 1 2
eivgkzk 3 6 4 0 5 2 1
eivkgzk 3 6 4 1 0 2 5
eivkgkz 3 6 4 1 0 5 2
eivkzgk 3 6 4 1 2 0 5
eivkzkg 3 6 4 1 2 5 0
eivkkgz 3 6 4 1 5 0 2
eivkkzg 3 6 4 1 5 2 0
eivzgkk 3 6 4 2 0 1 5
eivzgkk 3 6 4 2 0 5 1
eivzkgk 3 6 4 2 1 0 5
eivzkkg 3 6 4 2 1 5 0
eivzkgk 3 6 4 2 5 0 1
eivzkkg 3 6 4 2 5 1 0
eivkgkz 3 6 4 5 0 1 2
eivkgzk 3 6 4 5 0 2 1
eivkkgz 3 6 4 5 1 0 2
eivkkzg 3 6 4 5 1 2 0
eivkzgk 3 6 4 5 2 0 1
eivkzkg 3 6 4 5 2 1 0
eikgkzv 3 6 5 0 1 2 4
eikgkvz 3 6 5 0 1 4 2
eikgzkv 3 6 5 0 2 1 4
eikgzvk 3 6 5 0 2 4 1
eikgvkz 3 6 5 0 4 1 2
eikgvzk 3 6 5 0 4 2 1
eikkgzv 3 6 5 1 0 2 4
eikkgvz 3 6 5 1 0 4 2
eikkzgv 3 6 5 1 2 0 4
eikkzvg 3 6 5 1 2 4 0
eikkvgz 3 6 5 1 4 0 2
eikkvzg 3 6 5 1 4 2 0
eikzgkv 3 6 5 2 0 1 4
eikzgvk 3 6 5 2 0 4 1
eikzkgv 3 6 5 2 1 0 4
eikzkvg 3 6 5 2 1 4 0
eikzvgk 3 6 5 2 4 0 1
eikzvkg 3 6 5 2 4 1 0
eikvgkz 3 6 5 4 0 1 2
eikvgzk 3 6 5 4 0 2 1
eikvkgz 3 6 5 4 1 0 2
eikvkzg 3 6 5 4 1 2 0
eikvzgk 3 6 5 4 2 0 1
eikvzkg 3 6 5 4 2 1 0
vgkzeki 4 0 1 2 3 5 6
vgkzeik 4 0 1 2 3 6 5
vgkzkei 4 0 1 2 5 3 6
vgkzkie 4 0 1 2 5 6 3
vgkziek 4 0 1 2 6 3 5
vgkzike 4 0 1 2 6 5 3
vgkezki 4 0 1 3 2 5 6
vgkezik 4 0 1 3 2 6 5
vgkekzi 4 0 1 3 5 2 6
vgkekiz 4 0 1 3 5 6 2
vgkeizk 4 0 1 3 6 2 5
vgkeikz 4 0 1 3 6 5 2
vgkkzei 4 0 1 5 2 3 6
vgkkzie 4 0 1 5 2 6 3
vgkkezi 4 0 1 5 3 2 6
vgkkeiz 4 0 1 5 3 6 2
vgkkize 4 0 1 5 6 2 3
vgkkiez 4 0 1 5 6 3 2
vgkizek 4 0 1 6 2 3 5
vgkizke 4 0 1 6 2 5 3
vgkiezk 4 0 1 6 3 2 5
vgkiekz 4 0 1 6 3 5 2
vgkikze 4 0 1 6 5 2 3
vgkikez 4 0 1 6 5 3 2
vgzkeki 4 0 2 1 3 5 6
vgzkeik 4 0 2 1 3 6 5
vgzkkei 4 0 2 1 5 3 6
vgzkkie 4 0 2 1 5 6 3
vgzkiek 4 0 2 1 6 3 5
vgzkike 4 0 2 1 6 5 3
vgzekki 4 0 2 3 1 5 6
vgzekik 4 0 2 3 1 6 5
vgzekki 4 0 2 3 5 1 6
vgzekik 4 0 2 3 5 6 1
vgzeikk 4 0 2 3 6 1 5
vgzeikk 4 0 2 3 6 5 1
vgzkkei 4 0 2 5 1 3 6
vgzkkie 4 0 2 5 1 6 3
vgzkeki 4 0 2 5 3 1 6
vgzkeik 4 0 2 5 3 6 1
vgzkike 4 0 2 5 6 1 3
vgzkiek 4 0 2 5 6 3 1
vgzikek 4 0 2 6 1 3 5
vgzikke 4 0 2 6 1 5 3
vgziekk 4 0 2 6 3 1 5
vgziekk 4 0 2 6 3 5 1
vgzikke 4 0 2 6 5 1 3
vgzikek 4 0 2 6 5 3 1
vgekzki 4 0 3 1 2 5 6
vgekzik 4 0 3 1 2 6 5
vgekkzi 4 0 3 1 5 2 6
vgekkiz 4 0 3 1 5 6 2
vgekizk 4 0 3 1 6 2 5
vgekikz 4 0 3 1 6 5 2
vgezkki 4 0 3 2 1 5 6
vgezkik 4 0 3 2 1 6 5
vgezkki 4 0 3 2 5 1 6
vgezkik 4 0 3 2 5 6 1
vgezikk 4 0 3 2 6 1 5
vgezikk 4 0 3 2 6 5 1
vgekkzi 4 0 3 5 1 2 6
vgekkiz 4 0 3 5 1 6 2
vgekzki 4 0 3 5 2 1 6
vgekzik 4 0 3 5 2 6 1
vgekikz 4 0 3 5 6 1 2
vgekizk 4 0 3 5 6 2 1
vgeikzk 4 0 3 6 1 2 5
vgeikkz 4 0 3 6 1 5 2
vgeizkk 4 0 3 6 2 1 5
vgeizkk 4 0 3 6 2 5 1
vgeikkz 4 0 3 6 5 1 2
vgeikzk 4 0 3 6 5 2 1
vgkkzei 4 0 5 1 2 3 6
vgkkzie 4 0 5 1 2 6 3
vgkkezi 4 0 5 1 3 2 6
vgkkeiz 4 0 5 1 3 6 2
vgkkize 4 0 5 1 6 2 3
vgkkiez 4 0 5 1 6 3 2
vgkzkei 4 0 5 2 1 3 6
vgkzkie 4 0 5 2 1 6 3
vgkzeki 4 0 5 2 3 1 6
vgkzeik 4 0 5 2 3 6 1
vgkzike 4 0 5 2 6 1 3
vgkziek 4 0 5 2 6 3 1
vgkekzi 4 0 5 3 1 2 6
vgkekiz 4 0 5 3 1 6 2
vgkezki 4 0 5 3 2 1 6
vgkezik 4 0 5 3 2 6 1
vgkeikz 4 0 5 3 6 1 2
vgkeizk 4 0 5 3 6 2 1
vgkikze 4 0 5 6 1 2 3
vgkikez 4 0 5 6 1 3 2
vgkizke 4 0 5 6 2 1 3
vgkizek 4 0 5 6 2 3 1
vgkiekz 4 0 5 6 3 1 2
vgkiezk 4 0 5 6 3 2 1
vgikzek 4 0 6 1 2 3 5
vgikzke 4 0 6 1 2 5 3
vgikezk 4 0 6 1 3 2 5
vgikekz 4 0 6 1 3 5 2
vgikkze 4 0 6 1 5 2 3
vgikkez 4 0 6 1 5 3 2
vgizkek 4 0 6 2 1 3 5
vgizkke 4 0 6 2 1 5 3
vgizekk 4 0 6 2 3 1 5
vgizekk 4 0 6 2 3 5 1
vgizkke 4 0 6 2 5 1 3
vgizkek 4 0 6 2 5 3 1
vgiekzk 4 0 6 3 1 2 5
vgiekkz 4 0 6 3 1 5 2
vgiezkk 4 0 6 3 2 1 5
vgiezkk 4 0 6 3 2 5 1
vgiekkz 4 0 6 3 5 1 2
vgiekzk 4 0 6 3 5 2 1
vgikkze 4 0 6 5 1 2 3
vgikkez 4 0 6 5 1 3 2
vgikzke 4 0 6 5 2 1 3
vgikzek 4 0 6 5 2 3 1
vgikekz 4 0 6 5 3 1 2
vgikezk 4 0 6 5 3 2 1
vkgzeki 4 1 0 2 3 5 6
vkgzeik 4 1 0 2 3 6 5
vkgzkei 4 1 0 2 5 3 6
vkgzkie 4 1 0 2 5 6 3
vkgziek 4 1 0 2 6 3 5
vkgzike 4 1 0 2 6 5 3
vkgezki 4 1 0 3 2 5 6
vkgezik 4 1 0 3 2 6 5
vkgekzi 4 1 0 3 5 2 6
vkgekiz 4 1 0 3 5 6 2
vkgeizk 4 1 0 3 6 2 5
vkgeikz 4 1 0 3 6 5 2
vkgkzei 4 1 0 5 2 3 6
vkgkzie 4 1 0 5 2 6 3
vkgkezi 4 1 0 5 3 2 6
vkgkeiz 4 1 0 5 3 6 2
vkgkize 4 1 0 5 6 2 3
vkgkiez 4 1 0 5 6 3 2
vkgizek 4 1 0 6 2 3 5
vkgizke 4 1 0 6 2 5 3
vkgiezk 4 1 0 6 3 2 5
vkgiekz 4 1 0 6 3 5 2
vkgikze 4 1 0 6 5 2 3
vkgikez 4 1 0 6 5 3 2
vkzgeki 4 1 2 0 3 5 6
vkzgeik 4 1 2 0 3 6 5
vkzgkei 4 1 2 0 5 3 6
vkzgkie 4 1 2 0 5 6 3
vkzgiek 4 1 2 0 6 3 5
vkzgike 4 1 2 0 6 5 3
vkzegki 4 1 2 3 0 5 6
vkzegik 4 1 2 3 0 6 5
vkzekgi 4 1 2 3 5 0 6
vkzekig 4 1 2 3 5 6 0
vkzeigk 4 1 2 3 6 0 5
vkzeikg 4 1 2 3 6 5 0
vkzkgei 4 1 2 5 0 3 6
vkzkgie 4 1 2 5 0 6 3
vkzkegi 4 1 2 5 3 0 6
vkzkeig 4 1 2 5 3 6 0
vkzkige 4 1 2 5 6 0 3
vkzkieg 4 1 2 5 6 3 0
vkzigek 4 1 2 6 0 3 5
vkzigke 4 1 2 6 0 5 3
vkziegk 4 1 2 6 3 0 5
vkziekg 4 1 2 6 3 5 0
vkzikge 4 1 2 6 5 0 3
vkzikeg 4 1 2 6 5 3 0
vkegzki 4 1 3 0 2 5 6
vkegzik 4 1 3 0 2 6 5
vkegkzi 4 1 3 0 5 2 6
vkegkiz 4 1 3 0 5 6 2
vkegizk 4 1 3 0 6 2 5
vkegikz 4 1 3 0 6 5 2
vkezgki 4 1 3 2 0 5 6
vkezgik 4 1 3 2 0 6 5
vkezkgi 4 1 3 2 5 0 6
vkezkig 4 1 3 2 5 6 0
vkezigk 4 1 3 2 6 0 5
vkezikg 4 1 3 2 6 5 0
vkekgzi 4 1 3 5 0 2 6
vkekgiz 4 1 3 5 0 6 2
vkekzgi 4 1 3 5 2 0 6
vkekzig 4 1 3 5 2 6 0
vkekigz 4 1 3 5 6 0 2
vkekizg 4 1 3 5 6 2 0
vkeigzk 4 1 3 6 0 2 5
vkeigkz 4 1 3 6 0 5 2
vkeizgk 4 1 3 6 2 0 5
vkeizkg 4 1 3 6 2 5 0
vkeikgz 4 1 3 6 5 0 2
vkeikzg 4 1 3 6 5 2 0
vkkgzei 4 1 5 0 2 3 6
vkkgzie 4 1 5 0 2 6 3
vkkgezi 4 1 5 0 3 2 6
vkkgeiz 4 1 5 0 3 6 2
vkkgize 4 1 5 0 6 2 3
vkkgiez 4 1 5 0 6 3 2
vkkzgei 4 1 5 2 0 3 6
vkkzgie 4 1 5 2 0 6 3
vkkzegi 4 1 5 2 3 0 6
vkkzeig 4 1 5 2 3 6 0
vkkzige 4 1 5 2 6 0 3
vkkzieg 4 1 5 2 6 3 0
vkkegzi 4 1 5 3 0 2 6
vkkegiz 4 1 5 3 0 6 2
vkkezgi 4 1 5 3 2 0 6
vkkezig 4 1 5 3 2 6 0
vkkeigz 4 1 5 3 6 0 2
vkkeizg 4 1 5 3 6 2 0
vkkigze 4 1 5 6 0 2 3
vkkigez 4 1 5 6 0 3 2
vkkizge 4 1 5 6 2 0 3
vkkizeg 4 1 5 6 2 3 0
vkkiegz 4 1 5 6 3 0 2
vkkiezg 4 1 5 6 3 2 0
vkigzek 4 1 6 0 2 3 5
vkigzke 4 1 6 0 2 5 3
vkigezk 4 1 6 0 3 2 5
vkigekz 4 1 6 0 3 5 2
vkigkze 4 1 6 0 5 2 3
vkigkez 4 1 6 0 5 3 2
vkizgek 4 1 6 2 0 3 5
vkizgke 4 1 6 2 0 5 3
vkizegk 4 1 6 2 3 0 5
vkizekg 4 1 6 2 3 5 0
vkizkge 4 1 6 2 5 0 3
vkizkeg 4 1 6 2 5 3 0
vkiegzk 4 1 6 3 0 2 5
vkiegkz 4 1 6 3 0 5 2
vkiezgk 4 1 6 3 2 0 5
vkiezkg 4 1 6 3 2 5 0
vkiekgz 4 1 6 3 5 0 2
vkiekzg 4 1 6 3 5 2 0
vkikgze 4 1 6 5 0 2 3
vkikgez 4 1 6 5 0 3 2
vkikzge 4 1 6 5 2 0 3
vkikzeg 4 1 6 5 2 3 0
vkikegz 4 1 6 5 3 0 2
vkikezg 4 1 6 5 3 2 0
vzgkeki 4 2 0 1 3 5 6
vzgkeik 4 2 0 1 3 6 5
vzgkkei 4 2 0 1 5 3 6
vzgkkie 4 2 0 1 5 6 3
vzgkiek 4 2 0 1 6 3 5
vzgkike 4 2 0 1 6 5 3
vzgekki 4 2 0 3 1 5 6
vzgekik 4 2 0 3 1 6 5
vzgekki 4 2 0 3 5 1 6
vzgekik 4 2 0 3 5 6 1
vzgeikk 4 2 0 3 6 1 5
vzgeikk 4 2 0 3 6 5 1
vzgkkei 4 2 0 5 1 3 6
vzgkkie 4 2 0 5 1 6 3
vzgkeki 4 2 0 5 3 1 6
vzgkeik 4 2 0 5 3 6 1
vzgkike 4 2 0 5 6 1 3
vzgkiek 4 2 0 5 6 3 1
vzgikek 4 2 0 6 1 3 5
vzgikke 4 2 0 6 1 5 3
vzgiekk 4 2 0 6 3 1 5
vzgiekk 4 2 0 6 3 5 1
vzgikke 4 2 0 6 5 1 3
vzgikek 4 2 0 6 5 3 1
vzkgeki 4 2 1 0 3 5 6
vzkgeik 4 2 1 0 3 6 5
vzkgkei 4 2 1 0 5 3 6
vzkgkie 4 2 1 0 5 6 3
vzkgiek 4 2 1 0 6 3 5
vzkgike 4 2 1 0 6 5 3
vzkegki 4 2 1 3 0 5 6
vzkegik 4 2 1 3 0 6 5
vzkekgi 4 2 1 3 5 0 6
vzkekig 4 2 1 3 5 6 0
vzkeigk 4 2 1 3 6 0 5
vzkeikg 4 2 1 3 6 5 0
vzkkgei 4 2 1 5 0 3 6
vzkkgie 4 2 1 5 0 6 3
vzkkegi 4 2 1 5 3 0 6
vzkkeig 4 2 1 5 3 6 0
vzkkige 4 2 1 5 6 0 3
vzkkieg 4 2 1 5 6 3 0
vzkigek 4 2 1 6 0 3 5
vzkigke 4 2 1 6 0 5 3
vzkiegk 4 2 1 6 3 0 5
vzkiekg 4 2 1 6 3 5 0
vzkikge 4 2 1 6 5 0 3
vzkikeg 4 2 1 6 5 3 0
vzegkki 4 2 3 0 1 5 6
vzegkik 4 2 3 0 1 6 5
vzegkki 4 2 3 0 5 1 6
vzegkik 4 2 3 0 5 6 1
vzegikk 4 2 3 0 6 1 5
vzegikk 4 2 3 0 6 5 1
vzekgki 4 2 3 1 0 5 6
vzekgik 4 2 3 1 0 6 5
vzekkgi 4 2 3 1 5 0 6
vzekkig 4 2 3 1 5 6 0
vzekigk 4 2 3 1 6 0 5
vzekikg 4 2 3 1 6 5 0
vzekgki 4 2 3 5 0 1 6
vzekgik 4 2 3 5 0 6 1
vzekkgi 4 2 3 5 1 0 6
vzekkig 4 2 3 5 1 6 0
vzekigk 4 2 3 5 6 0 1
vzekikg 4 2 3 5 6 1 0
vzeigkk 4 2 3 6 0 1 5
vzeigkk 4 2 3 6 0 5 1
vzeikgk 4 2 3 6 1 0 5
vzeikkg 4 2 3 6 1 5 0
vzeikgk 4 2 3 6 5 0 1
vzeikkg 4 2 3 6 5 1 0
vzkgkei 4 2 5 0 1 3 6
vzkgkie 4 2 5 0 1 6 3
vzkgeki 4 2 5 0 3 1 6
vzkgeik 4 2 5 0 3 6 1
vzkgike 4 2 5 0 6 1 3
vzkgiek 4 2 5 0 6 3 1
vzkkgei 4 2 5 1 0 3 6
vzkkgie 4 2 5 1 0 6 3
vzkkegi 4 2 5 1 3 0 6
vzkkeig 4 2 5 1 3 6 0
vzkkige 4 2 5 1 6 0 3
vzkkieg 4 2 5 1 6 3 0
vzkegki 4 2 5 3 0 1 6
vzkegik 4 2 5 3 0 6 1
vzkekgi 4 2 5 3 1 0 6
vzkekig 4 2 5 3 1 6 0
vzkeigk 4 2 5 3 6 0 1
vzkeikg 4 2 5 3 6 1 0
vzkigke 4 2 5 6 0 1 3
vzkigek 4 2 5 6 0 3 1
vzkikge 4 2 5 6 1 0 3
vzkikeg 4 2 5 6 1 3 0
vzkiegk 4 2 5 6 3 0 1
vzkiekg 4 2 5 6 3 1 0
vzigkek 4 2 6 0 1 3 5
vzigkke 4 2 6 0 1 5 3
vzigekk 4 2 6 0 3 1 5
vzigekk 4 2 6 0 3 5 1
vzigkke 4 2 6 0 5 1 3
vzigkek 4 2 6 0 5 3 1
vzikgek 4 2 6 1 0 3 5
vzikgke 4 2 6 1 0 5 3
vzikegk 4 2 6 1 3 0 5
vzikekg 4 2 6 1 3 5 0
vzikkge 4 2 6 1 5 0 3
vzikkeg 4 2 6 1 5 3 0
vziegkk 4 2 6 3 0 1 5
vziegkk 4 2 6 3 0 5 1
vziekgk 4 2 6 3 1 0 5
vziekkg 4 2 6 3 1 5 0
vziekgk 4 2 6 3 5 0 1
vziekkg 4 2 6 3 5 1 0
vzikgke 4 2 6 5 0 1 3
vzikgek 4 2 6 5 0 3 1
vzikkge 4 2 6 5 1 0 3
vzikkeg 4 2 6 5 1 3 0
vzikegk 4 2 6 5 3 0 1
vzikekg 4 2 6 5 3 1 0
vegkzki 4 3 0 1 2 5 6
vegkzik 4 3 0 1 2 6 5
vegkkzi 4 3 0 1 5 2 6
vegkkiz 4 3 0 1 5 6 2
vegkizk 4 3 0 1 6 2 5
vegkikz 4 3 0 1 6 5 2
vegzkki 4 3 0 2 1 5 6
vegzkik 4 3 0 2 1 6 5
vegzkki 4 3 0 2 5 1 6
vegzkik 4 3 0 2 5 6 1
vegzikk 4 3 0 2 6 1 5
vegzikk 4 3 0 2 6 5 1
vegkkzi 4 3 0 5 1 2 6
vegkkiz 4 3 0 5 1 6 2
vegkzki 4 3 0 5 2 1 6
vegkzik 4 3 0 5 2 6 1
vegkikz 4 3 0 5 6 1 2
vegkizk 4 3 0 5 6 2 1
vegikzk 4 3 0 6 1 2 5
vegikkz 4 3 0 6 1 5 2
vegizkk 4 3 0 6 2 1 5
vegizkk 4 3 0 6 2 5 1
vegikkz 4 3 0 6 5 1 2
vegikzk 4 3 0 6 5 2 1
vekgzki 4 3 1 0 2 5 6
vekgzik 4 3 1 0 2 6 5
vekgkzi 4 3 1 0 5 2 6
vekgkiz 4 3 1 0 5 6 2
vekgizk 4 3 1 0 6 2 5
vekgikz 4 3 1 0 6 5 2
vekzgki 4 3 1 2 0 5 6
vekzgik 4 3 1 2 0 6 5
vekzkgi 4 3 1 2 5 0 6
vekzkig 4 3 1 2 5 6 0
vekzigk 4 3 1 2 6 0 5
vekzikg 4 3 1 2 6 5 0
vekkgzi 4 3 1 5 0 2 6
vekkgiz 4 3 1 5 0 6 2
vekkzgi 4 3 1 5 2 0 6
vekkzig 4 3 1 5 2 6 0
vekkigz 4 3 1 5 6 0 2
vekkizg 4 3 1 5 6 2 0
vekigzk 4 3 1 6 0 2 5
vekigkz 4 3 1 6 0 5 2
vekizgk 4 3 1 6 2 0 5
vekizkg 4 3 1 6 2 5 0
vekikgz 4 3 1 6 5 0 2
vekikzg 4 3 1 6 5 2 0
vezgkki 4 3 2 0 1 5 6
vezgkik 4 3 2 0 1 6 5
vezgkki 4 3 2 0 5 1 6
vezgkik 4 3 2 0 5 6 1
vezgikk 4 3 2 0 6 1 5
vezgikk 4 3 2 0 6 5 1
vezkgki 4 3 2 1 0 5 6
vezkgik 4 3 2 1 0 6 5
vezkkgi 4 3 2 1 5 0 6
vezkkig 4 3 2 1 5 6 0
vezkigk 4 3 2 1 6 0 5
vezkikg 4 3 2 1 6 5 0
vezkgki 4 3 2 5 0 1 6
vezkgik 4 3 2 5 0 6 1
vezkkgi 4 3 2 5 1 0 6
vezkkig 4 3 2 5 1 6 0
vezkigk 4 3 2 5 6 0 1
vezkikg 4 3 2 5 6 1 0
vezigkk 4 3 2 6 0 1 5
vezigkk 4 3 2 6 0 5 1
vezikgk 4 3 2 6 1 0 5
vezikkg 4 3 2 6 1 5 0
vezikgk 4 3 2 6 5 0 1
vezikkg 4 3 2 6 5 1 0
vekgkzi 4 3 5 0 1 2 6
vekgkiz 4 3 5 0 1 6 2
vekgzki 4 3 5 0 2 1 6
vekgzik 4 3 5 0 2 6 1
vekgikz 4 3 5 0 6 1 2
vekgizk 4 3 5 0 6 2 1
vekkgzi 4 3 5 1 0 2 6
vekkgiz 4 3 5 1 0 6 2
vekkzgi 4 3 5 1 2 0 6
vekkzig 4 3 5 1 2 6 0
vekkigz 4 3 5 1 6 0 2
vekkizg 4 3 5 1 6 2 0
vekzgki 4 3 5 2 0 1 6
vekzgik 4 3 5 2 0 6 1
vekzkgi 4 3 5 2 1 0 6
vekzkig 4 3 5 2 1 6 0
vekzigk 4 3 5 2 6 0 1
vekzikg 4 3 5 2 6 1 0
vekigkz 4 3 5 6 0 1 2
vekigzk 4 3 5 6 0 2 1
vekikgz 4 3 5 6 1 0 2
vekikzg 4 3 5 6 1 2 0
vekizgk 4 3 5 6 2 0 1
vekizkg 4 3 5 6 2 1 0
veigkzk 4 3 6 0 1 2 5
veigkkz 4 3 6 0 1 5 2
veigzkk 4 3 6 0 2 1 5
veigzkk 4 3 6 0 2 5 1
veigkkz 4 3 6 0 5 1 2
veigkzk 4 3 6 0 5 2 1
veikgzk 4 3 6 1 0 2 5
veikgkz 4 3 6 1 0 5 2
veikzgk 4 3 6 1 2 0 5
veikzkg 4 3 6 1 2 5 0
veikkgz 4 3 6 1 5 0 2
veikkzg 4 3 6 1 5 2 0
veizgkk 4 3 6 2 0 1 5
veizgkk 4 3 6 2 0 5 1
veizkgk 4 3 6 2 1 0 5
veizkkg 4 3 6 2 1 5 0
veizkgk 4 3 6 2 5 0 1
veizkkg 4 3 6 2 5 1 0
veikgkz 4 3 6 5 0 1 2
veikgzk 4 3 6 5 0 2 1
veikkgz 4 3 6 5 1 0 2
veikkzg 4 3 6 5 1 2 0
veikzgk 4 3 6 5 2 0 1
veikzkg 4 3 6 5 2 1 0
vkgkzei 4 5 0 1 2 3 6
vkgkzie 4 5 0 1 2 6 3
vkgkezi 4 5 0 1 3 2 6
vkgkeiz 4 5 0 1 3 6 2
vkgkize 4 5 0 1 6 2 3
vkgkiez 4 5 0 1 6 3 2
vkgzkei 4 5 0 2 1 3 6
vkgzkie 4 5 0 2 1 6 3
vkgzeki 4 5 0 2 3 1 6
vkgzeik 4 5 0 2 3 6 1
vkgzike 4 5 0 2 6 1 3
vkgziek 4 5 0 2 6 3 1
vkgekzi 4 5 0 3 1 2 6
vkgekiz 4 5 0 3 1 6 2
vkgezki 4 5 0 3 2 1 6
vkgezik 4 5 0 3 2 6 1
vkgeikz 4 5 0 3 6 1 2
vkgeizk 4 5 0 3 6 2 1
vkgikze 4 5 0 6 1 2 3
vkgikez 4 5 0 6 1 3 2
vkgizke 4 5 0 6 2 1 3
vkgizek 4 5 0 6 2 3 1
vkgiekz 4 5 0 6 3 1 2
vkgiezk 4 5 0 6 3 2 1
vkkgzei 4 5 1 0 2 3 6
vkkgzie 4 5 1 0 2 6 3
vkkgezi 4 5 1 0 3 2 6
vkkgeiz 4 5 1 0 3 6 2
vkkgize 4 5 1 0 6 2 3
vkkgiez 4 5 1 0 6 3 2
vkkzgei 4 5 1 2 0 3 6
vkkzgie 4 5 1 2 0 6 3
vkkzegi 4 5 1 2 3 0 6
vkkzeig 4 5 1 2 3 6 0
vkkzige 4 5 1 2 6 0 3
vkkzieg 4 5 1 2 6 3 0
vkkegzi 4 5 1 3 0 2 6
vkkegiz 4 5 1 3 0 6 2
vkkezgi 4 5 1 3 2 0 6
vkkezig 4 5 1 3 2 6 0
vkkeigz 4 5 1 3 6 0 2
vkkeizg 4 5 1 3 6 2 0
vkkigze 4 5 1 6 0 2 3
vkkigez 4 5 1 6 0 3 2
vkkizge 4 5 1 6 2 0 3
vkkizeg 4 5 1 6 2 3 0
vkkiegz 4 5 1 6 3 0 2
vkkiezg 4 5 1 6 3 2 0
vkzgkei 4 5 2 0 1 3 6
vkzgkie 4 5 2 0 1 6 3
