Shift: 22
wapulay 0 1 2 3 4 5 6
uypwala 3 6 2 0 5 4 1
uypawla 3 6 2 1 0 4 5
uypawal 3 6 2 1 0 5 4
uypalwa 3 6 2 1 4 0 5
uypalaw 3 6 2 1 4 5 0
uypaawl 3 6 2 1 5 0 4
uypaalw 3 6 2 1 5 4 0
uyplwaa 3 6 2 4 0 1 5
uyplwaa 3 6 2 4 0 5 1
uyplawa 3 6 2 4 1 0 5
uyplaaw 3 6 2 4 1 5 0
uyplawa 3 6 2 4 5 0 1
uyplaaw 3 6 2 4 5 1 0
uypawal 3 6 2 5 0 1 4
uypawla 3 6 2 5 0 4 1
uypaawl 3 6 2 5 1 0 4
uypaalw 3 6 2 5 1 4 0
uypalwa 3 6 2 5 4 0 1
uypalaw 3 6 2 5 4 1 0
uylwapa 3 6 4 0 1 2 5
uylwaap 3 6 4 0 1 5 2
uylwpaa 3 6 4 0 2 1 5
uylwpaa 3 6 4 0 2 5 1
uylwaap 3 6 4 0 5 1 2
uylwapa 3 6 4 0 5 2 1
uylawpa 3 6 4 1 0 2 5
uylawap 3 6 4 1 0 5 2
uylapwa 3 6 4 1 2 0 5
uylapaw 3 6 4 1 2 5 0
uylaawp 3 6 4 1 5 0 2
uylaapw 3 6 4 1 5 2 0
uylpwaa 3 6 4 2 0 1 5
uylpwaa 3 6 4 2 0 5 1
uylpawa 3 6 4 2 1 0 5
uylpaaw 3 6 4 2 1 5 0
uylpawa 3 6 4 2 5 0 1
uylpaaw 3 6 4 2 5 1 0
uylawap 3 6 4 5 0 1 2
uylawpa 3 6 4 5 0 2 1
uylaawp 3 6 4 5 1 0 2
uylaapw 3 6 4 5 1 2 0
uylapwa 3 6 4 5 2 0 1
uylapaw 3 6 4 5 2 1 0
uyawapl 3 6 5 0 1 2 4
uyawalp 3 6 5 0 1 4 2
uyawpal 3 6 5 0 2 1 4
uyawpla 3 6 5 0 2 4 1
uyawlap 3 6 5 0 4 1 2
uyawlpa 3 6 5 0 4 2 1
uyaawpl 3 6 5 1 0 2 4
uyaawlp 3 6 5 1 0 4 2
uyaapwl 3 6 5 1 2 0 4
uyaaplw 3 6 5 1 2 4 0
uyaalwp 3 6 5 1 4 0 2
uyaalpw 3 6 5 1 4 2 0
uyapwal 3 6 5 2 0 1 4
uyapwla 3 6 5 2 0 4 1
uyapawl 3 6 5 2 1 0 4
uyapalw 3 6 5 2 1 4 0
uyaplwa 3 6 5 2 4 0 1
uyaplaw 3 6 5 2 4 1 0
uyalwap 3 6 5 4 0 1 2
uyalwpa 3 6 5 4 0 2 1
uyalawp 3 6 5 4 1 0 2
uyalapw 3 6 5 4 1 2 0
uyalpwa 3 6 5 4 2 0 1
uyalpaw 3 6 5 4 2 1 0
lwapuay 4 0 1 2 3 5 6
lwapuya 4 0 1 2 3 6 5
lwapauy 4 0 1 2 5 3 6
lwapayu 4 0 1 2 5 6 3
lwapyua 4 0 1 2 6 3 5
lwapyau 4 0 1 2 6 5 3
lwaupay 4 0 1 3 2 5 6
lwaupya 4 0 1 3 2 6 5
lwauapy 4 0 1 3 5 2 6
lwauayp 4 0 1 3 5 6 2
lwauypa 4 0 1 3 6 2 5
lwauyap 4 0 1 3 6 5 2
lwaapuy 4 0 1 5 2 3 6
lwaapyu 4 0 1 5 2 6 3
lwaaupy 4 0 1 5 3 2 6
lwaauyp 4 0 1 5 3 6 2
lwaaypu 4 0 1 5 6 2 3
lwaayup 4 0 1 5 6 3 2
lwaypua 4 0 1 6 2 3 5
lwaypau 4 0 1 6 2 5 3
lwayupa 4 0 1 6 3 2 5
lwayuap 4 0 1 6 3 5 2
lwayapu 4 0 1 6 5 2 3
lwayaup 4 0 1 6 5 3 2
lwpauay 4 0 2 1 3 5 6
lwpauya 4 0 2 1 3 6 5
lwpaauy 4 0 2 1 5 3 6
lwpaayu 4 0 2 1 5 6 3
lwpayua 4 0 2 1 6 3 5
lwpayau 4 0 2 1 6 5 3
lwpuaay 4 0 2 3 1 5 6
lwpuaya 4 0 2 3 1 6 5
lwpuaay 4 0 2 3 5 1 6
lwpuaya 4 0 2 3 5 6 1
lwpuyaa 4 0 2 3 6 1 5
lwpuyaa 4 0 2 3 6 5 1
lwpaauy 4 0 2 5 1 3 6
lwpaayu 4 0 2 5 1 6 3
lwpauay 4 0 2 5 3 1 6
lwpauya 4 0 2 5 3 6 1
lwpayau 4 0 2 5 6 1 3
lwpayua 4 0 2 5 6 3 1
lwpyaua 4 0 2 6 1 3 5
lwpyaau 4 0 2 6 1 5 3
lwpyuaa 4 0 2 6 3 1 5
lwpyuaa 4 0 2 6 3 5 1
lwpyaau 4 0 2 6 5 1 3
lwpyaua 4 0 2 6 5 3 1
lwuapay 4 0 3 1 2 5 6
lwuapya 4 0 3 1 2 6 5
lwuaapy 4 0 3 1 5 2 6
lwuaayp 4 0 3 1 5 6 2
lwuaypa 4 0 3 1 6 2 5
lwuayap 4 0 3 1 6 5 2
lwupaay 4 0 3 2 1 5 6
lwupaya 4 0 3 2 1 6 5
lwupaay 4 0 3 2 5 1 6
lwupaya 4 0 3 2 5 6 1
lwupyaa 4 0 3 2 6 1 5
lwupyaa 4 0 3 2 6 5 1
lwuaapy 4 0 3 5 1 2 6
lwuaayp 4 0 3 5 1 6 2
lwuapay 4 0 3 5 2 1 6
lwuapya 4 0 3 5 2 6 1
lwuayap 4 0 3 5 6 1 2
lwuaypa 4 0 3 5 6 2 1
lwuyapa 4 0 3 6 1 2 5
lwuyaap 4 0 3 6 1 5 2
lwuypaa 4 0 3 6 2 1 5
lwuypaa 4 0 3 6 2 5 1
lwuyaap 4 0 3 6 5 1 2
lwuyapa 4 0 3 6 5 2 1
lwaapuy 4 0 5 1 2 3 6
lwaapyu 4 0 5 1 2 6 3
lwaaupy 4 0 5 1 3 2 6
lwaauyp 4 0 5 1 3 6 2
lwaaypu 4 0 5 1 6 2 3
lwaayup 4 0 5 1 6 3 2
lwapauy 4 0 5 2 1 3 6
lwapayu 4 0 5 2 1 6 3
lwapuay 4 0 5 2 3 1 6
lwapuya 4 0 5 2 3 6 1
lwapyau 4 0 5 2 6 1 3
lwapyua 4 0 5 2 6 3 1
lwauapy 4 0 5 3 1 2 6
lwauayp 4 0 5 3 1 6 2
lwaupay 4 0 5 3 2 1 6
lwaupya 4 0 5 3 2 6 1
lwauyap 4 0 5 3 6 1 2
lwauypa 4 0 5 3 6 2 1
lwayapu 4 0 5 6 1 2 3
lwayaup 4 0 5 6 1 3 2
lwaypau 4 0 5 6 2 1 3
lwaypua 4 0 5 6 2 3 1
lwayuap 4 0 5 6 3 1 2
lwayupa 4 0 5 6 3 2 1
lwyapua 4 0 6 1 2 3 5
lwyapau 4 0 6 1 2 5 3
lwyaupa 4 0 6 1 3 2 5
lwyauap 4 0 6 1 3 5 2
lwyaapu 4 0 6 1 5 2 3
lwyaaup 4 0 6 1 5 3 2
lwypaua 4 0 6 2 1 3 5
lwypaau 4 0 6 2 1 5 3
lwypuaa 4 0 6 2 3 1 5
lwypuaa 4 0 6 2 3 5 1
lwypaau 4 0 6 2 5 1 3
lwypaua 4 0 6 2 5 3 1
lwyuapa 4 0 6 3 1 2 5
lwyuaap 4 0 6 3 1 5 2
lwyupaa 4 0 6 3 2 1 5
lwyupaa 4 0 6 3 2 5 1
lwyuaap 4 0 6 3 5 1 2
lwyuapa 4 0 6 3 5 2 1
lwyaapu 4 0 6 5 1 2 3
lwyaaup 4 0 6 5 1 3 2
lwyapau 4 0 6 5 2 1 3
lwyapua 4 0 6 5 2 3 1
lwyauap 4 0 6 5 3 1 2
lwyaupa 4 0 6 5 3 2 1
lawpuay 4 1 0 2 3 5 6
lawpuya 4 1 0 2 3 6 5
lawpauy 4 1 0 2 5 3 6
lawpayu 4 1 0 2 5 6 3
lawpyua 4 1 0 2 6 3 5
lawpyau 4 1 0 2 6 5 3
lawupay 4 1 0 3 2 5 6
lawupya 4 1 0 3 2 6 5
lawuapy 4 1 0 3 5 2 6
lawuayp 4 1 0 3 5 6 2
lawuypa 4 1 0 3 6 2 5
lawuyap 4 1 0 3 6 5 2
lawapuy 4 1 0 5 2 3 6
lawapyu 4 1 0 5 2 6 3
lawaupy 4 1 0 5 3 2 6
lawauyp 4 1 0 5 3 6 2
lawaypu 4 1 0 5 6 2 3
lawayup 4 1 0 5 6 3 2
lawypua 4 1 0 6 2 3 5
lawypau 4 1 0 6 2 5 3
lawyupa 4 1 0 6 3 2 5
lawyuap 4 1 0 6 3 5 2
lawyapu 4 1 0 6 5 2 3
lawyaup 4 1 0 6 5 3 2
lapwuay 4 1 2 0 3 5 6
lapwuya 4 1 2 0 3 6 5
lapwauy 4 1 2 0 5 3 6
lapwayu 4 1 2 0 5 6 3
lapwyua 4 1 2 0 6 3 5
lapwyau 4 1 2 0 6 5 3
lapuway 4 1 2 3 0 5 6
lapuwya 4 1 2 3 0 6 5
lapuawy 4 1 2 3 5 0 6
lapuayw 4 1 2 3 5 6 0
lapuywa 4 1 2 3 6 0 5
lapuyaw 4 1 2 3 6 5 0
lapawuy 4 1 2 5 0 3 6
lapawyu 4 1 2 5 0 6 3
lapauwy 4 1 2 5 3 0 6
lapauyw 4 1 2 5 3 6 0
lapaywu 4 1 2 5 6 0 3
lapayuw 4 1 2 5 6 3 0
lapywua 4 1 2 6 0 3 5
lapywau 4 1 2 6 0 5 3
lapyuwa 4 1 2 6 3 0 5
lapyuaw 4 1 2 6 3 5 0
lapyawu 4 1 2 6 5 0 3
lapyauw 4 1 2 6 5 3 0
lauwpay 4 1 3 0 2 5 6
lauwpya 4 1 3 0 2 6 5
lauwapy 4 1 3 0 5 2 6
lauwayp 4 1 3 0 5 6 2
lauwypa 4 1 3 0 6 2 5
lauwyap 4 1 3 0 6 5 2
laupway 4 1 3 2 0 5 6
laupwya 4 1 3 2 0 6 5
laupawy 4 1 3 2 5 0 6
laupayw 4 1 3 2 5 6 0
laupywa 4 1 3 2 6 0 5
laupyaw 4 1 3 2 6 5 0
lauawpy 4 1 3 5 0 2 6
lauawyp 4 1 3 5 0 6 2
lauapwy 4 1 3 5 2 0 6
lauapyw 4 1 3 5 2 6 0
lauaywp 4 1 3 5 6 0 2
lauaypw 4 1 3 5 6 2 0
lauywpa 4 1 3 6 0 2 5
lauywap 4 1 3 6 0 5 2
lauypwa 4 1 3 6 2 0 5
lauypaw 4 1 3 6 2 5 0
lauyawp 4 1 3 6 5 0 2
lauyapw 4 1 3 6 5 2 0
laawpuy 4 1 5 0 2 3 6
laawpyu 4 1 5 0 2 6 3
laawupy 4 1 5 0 3 2 6
laawuyp 4 1 5 0 3 6 2
laawypu 4 1 5 0 6 2 3
laawyup 4 1 5 0 6 3 2
laapwuy 4 1 5 2 0 3 6
laapwyu 4 1 5 2 0 6 3
laapuwy 4 1 5 2 3 0 6
laapuyw 4 1 5 2 3 6 0
laapywu 4 1 5 2 6 0 3
laapyuw 4 1 5 2 6 3 0
laauwpy 4 1 5 3 0 2 6
laauwyp 4 1 5 3 0 6 2
laaupwy 4 1 5 3 2 0 6
laaupyw 4 1 5 3 2 6 0
laauywp 4 1 5 3 6 0 2
laauypw 4 1 5 3 6 2 0
laaywpu 4 1 5 6 0 2 3
laaywup 4 1 5 6 0 3 2
laaypwu 4 1 5 6 2 0 3
laaypuw 4 1 5 6 2 3 0
laayuwp 4 1 5 6 3 0 2
laayupw 4 1 5 6 3 2 0
laywpua 4 1 6 0 2 3 5
laywpau 4 1 6 0 2 5 3
laywupa 4 1 6 0 3 2 5
laywuap 4 1 6 0 3 5 2
laywapu 4 1 6 0 5 2 3
laywaup 4 1 6 0 5 3 2
laypwua 4 1 6 2 0 3 5
laypwau 4 1 6 2 0 5 3
laypuwa 4 1 6 2 3 0 5
laypuaw 4 1 6 2 3 5 0
laypawu 4 1 6 2 5 0 3
laypauw 4 1 6 2 5 3 0
layuwpa 4 1 6 3 0 2 5
layuwap 4 1 6 3 0 5 2
layupwa 4 1 6 3 2 0 5
layupaw 4 1 6 3 2 5 0
layuawp 4 1 6 3 5 0 2
layuapw 4 1 6 3 5 2 0
layawpu 4 1 6 5 0 2 3
layawup 4 1 6 5 0 3 2
layapwu 4 1 6 5 2 0 3
layapuw 4 1 6 5 2 3 0
layauwp 4 1 6 5 3 0 2
layaupw 4 1 6 5 3 2 0
lpwauay 4 2 0 1 3 5 6
lpwauya 4 2 0 1 3 6 5
lpwaauy 4 2 0 1 5 3 6
lpwaayu 4 2 0 1 5 6 3
lpwayua 4 2 0 1 6 3 5
lpwayau 4 2 0 1 6 5 3
lpwuaay 4 2 0 3 1 5 6
lpwuaya 4 2 0 3 1 6 5
lpwuaay 4 2 0 3 5 1 6
lpwuaya 4 2 0 3 5 6 1
lpwuyaa 4 2 0 3 6 1 5
lpwuyaa 4 2 0 3 6 5 1
lpwaauy 4 2 0 5 1 3 6
lpwaayu 4 2 0 5 1 6 3
lpwauay 4 2 0 5 3 1 6
lpwauya 4 2 0 5 3 6 1
lpwayau 4 2 0 5 6 1 3
lpwayua 4 2 0 5 6 3 1
lpwyaua 4 2 0 6 1 3 5
lpwyaau 4 2 0 6 1 5 3
lpwyuaa 4 2 0 6 3 1 5
lpwyuaa 4 2 0 6 3 5 1
lpwyaau 4 2 0 6 5 1 3
lpwyaua 4 2 0 6 5 3 1
lpawuay 4 2 1 0 3 5 6
lpawuya 4 2 1 0 3 6 5
lpawauy 4 2 1 0 5 3 6
lpawayu 4 2 1 0 5 6 3
lpawyua 4 2 1 0 6 3 5
lpawyau 4 2 1 0 6 5 3
lpauway 4 2 1 3 0 5 6
lpauwya 4 2 1 3 0 6 5
lpauawy 4 2 1 3 5 0 6
lpauayw 4 2 1 3 5 6 0
lpauywa 4 2 1 3 6 0 5
lpauyaw 4 2 1 3 6 5 0
lpaawuy 4 2 1 5 0 3 6
lpaawyu 4 2 1 5 0 6 3
lpaauwy 4 2 1 5 3 0 6
lpaauyw 4 2 1 5 3 6 0
lpaaywu 4 2 1 5 6 0 3
lpaayuw 4 2 1 5 6 3 0
lpaywua 4 2 1 6 0 3 5
lpaywau 4 2 1 6 0 5 3
lpayuwa 4 2 1 6 3 0 5
lpayuaw 4 2 1 6 3 5 0
lpayawu 4 2 1 6 5 0 3
lpayauw 4 2 1 6 5 3 0
lpuwaay 4 2 3 0 1 5 6
lpuwaya 4 2 3 0 1 6 5
lpuwaay 4 2 3 0 5 1 6
lpuwaya 4 2 3 0 5 6 1
lpuwyaa 4 2 3 0 6 1 5
lpuwyaa 4 2 3 0 6 5 1
lpuaway 4 2 3 1 0 5 6
lpuawya 4 2 3 1 0 6 5
lpuaawy 4 2 3 1 5 0 6
lpuaayw 4 2 3 1 5 6 0
lpuaywa 4 2 3 1 6 0 5
lpuayaw 4 2 3 1 6 5 0
lpuaway 4 2 3 5 0 1 6
lpuawya 4 2 3 5 0 6 1
lpuaawy 4 2 3 5 1 0 6
lpuaayw 4 2 3 5 1 6 0
lpuaywa 4 2 3 5 6 0 1
lpuayaw 4 2 3 5 6 1 0
lpuywaa 4 2 3 6 0 1 5
lpuywaa 4 2 3 6 0 5 1
lpuyawa 4 2 3 6 1 0 5
lpuyaaw 4 2 3 6 1 5 0
lpuyawa 4 2 3 6 5 0 1
lpuyaaw 4 2 3 6 5 1 0
lpawauy 4 2 5 0 1 3 6
lpawayu 4 2 5 0 1 6 3
lpawuay 4 2 5 0 3 1 6
lpawuya 4 2 5 0 3 6 1
lpawyau 4 2 5 0 6 1 3
lpawyua 4 2 5 0 6 3 1
lpaawuy 4 2 5 1 0 3 6
lpaawyu 4 2 5 1 0 6 3
lpaauwy 4 2 5 1 3 0 6
lpaauyw 4 2 5 1 3 6 0
lpaaywu 4 2 5 1 6 0 3
lpaayuw 4 2 5 1 6 3 0
lpauway 4 2 5 3 0 1 6
lpauwya 4 2 5 3 0 6 1
lpauawy 4 2 5 3 1 0 6
lpauayw 4 2 5 3 1 6 0
lpauywa 4 2 5 3 6 0 1
lpauyaw 4 2 5 3 6 1 0
lpaywau 4 2 5 6 0 1 3
lpaywua 4 2 5 6 0 3 1
lpayawu 4 2 5 6 1 0 3
lpayauw 4 2 5 6 1 3 0
lpayuwa 4 2 5 6 3 0 1
lpayuaw 4 2 5 6 3 1 0
lpywaua 4 2 6 0 1 3 5
lpywaau 4 2 6 0 1 5 3
lpywuaa 4 2 6 0 3 1 5
lpywuaa 4 2 6 0 3 5 1
lpywaau 4 2 6 0 5 1 3
lpywaua 4 2 6 0 5 3 1
lpyawua 4 2 6 1 0 3 5
lpyawau 4 2 6 1 0 5 3
lpyauwa 4 2 6 1 3 0 5
lpyauaw 4 2 6 1 3 5 0
lpyaawu 4 2 6 1 5 0 3
lpyaauw 4 2 6 1 5 3 0
lpyuwaa 4 2 6 3 0 1 5
lpyuwaa 4 2 6 3 0 5 1
lpyuawa 4 2 6 3 1 0 5
lpyuaaw 4 2 6 3 1 5 0
lpyuawa 4 2 6 3 5 0 1
lpyuaaw 4 2 6 3 5 1 0
lpyawau 4 2 6 5 0 1 3
lpyawua 4 2 6 5 0 3 1
lpyaawu 4 2 6 5 1 0 3
lpyaauw 4 2 6 5 1 3 0
lpyauwa 4 2 6 5 3 0 1
lpyauaw 4 2 6 5 3 1 0
luwapay 4 3 0 1 2 5 6
luwapya 4 3 0 1 2 6 5
luwaapy 4 3 0 1 5 2 6
luwaayp 4 3 0 1 5 6 2
luwaypa 4 3 0 1 6 2 5
luwayap 4 3 0 1 6 5 2
luwpaay 4 3 0 2 1 5 6
luwpaya 4 3 0 2 1 6 5
luwpaay 4 3 0 2 5 1 6
luwpaya 4 3 0 2 5 6 1
luwpyaa 4 3 0 2 6 1 5
luwpyaa 4 3 0 2 6 5 1
luwaapy 4 3 0 5 1 2 6
luwaayp 4 3 0 5 1 6 2
luwapay 4 3 0 5 2 1 6
luwapya 4 3 0 5 2 6 1
luwayap 4 3 0 5 6 1 2
luwaypa 4 3 0 5 6 2 1
luwyapa 4 3 0 6 1 2 5
luwyaap 4 3 0 6 1 5 2
luwypaa 4 3 0 6 2 1 5
luwypaa 4 3 0 6 2 5 1
luwyaap 4 3 0 6 5 1 2
luwyapa 4 3 0 6 5 2 1
luawpay 4 3 1 0 2 5 6
luawpya 4 3 1 0 2 6 5
luawapy 4 3 1 0 5 2 6
luawayp 4 3 1 0 5 6 2
luawypa 4 3 1 0 6 2 5
luawyap 4 3 1 0 6 5 2
luapway 4 3 1 2 0 5 6
luapwya 4 3 1 2 0 6 5
luapawy 4 3 1 2 5 0 6
luapayw 4 3 1 2 5 6 0
luapywa 4 3 1 2 6 0 5
luapyaw 4 3 1 2 6 5 0
luaawpy 4 3 1 5 0 2 6
luaawyp 4 3 1 5 0 6 2
luaapwy 4 3 1 5 2 0 6
luaapyw 4 3 1 5 2 6 0
luaaywp 4 3 1 5 6 0 2
luaaypw 4 3 1 5 6 2 0
luaywpa 4 3 1 6 0 2 5
luaywap 4 3 1 6 0 5 2
luaypwa 4 3 1 6 2 0 5
luaypaw 4 3 1 6 2 5 0
luayawp 4 3 1 6 5 0 2
luayapw 4 3 1 6 5 2 0
lupwaay 4 3 2 0 1 5 6
lupwaya 4 3 2 0 1 6 5
lupwaay 4 3 2 0 5 1 6
lupwaya 4 3 2 0 5 6 1
lupwyaa 4 3 2 0 6 1 5
lupwyaa 4 3 2 0 6 5 1
lupaway 4 3 2 1 0 5 6
lupawya 4 3 2 1 0 6 5
lupaawy 4 3 2 1 5 0 6
lupaayw 4 3 2 1 5 6 0
lupaywa 4 3 2 1 6 0 5
lupayaw 4 3 2 1 6 5 0
lupaway 4 3 2 5 0 1 6
lupawya 4 3 2 5 0 6 1
lupaawy 4 3 2 5 1 0 6
lupaayw 4 3 2 5 1 6 0
lupaywa 4 3 2 5 6 0 1
lupayaw 4 3 2 5 6 1 0
lupywaa 4 3 2 6 0 1 5
lupywaa 4 3 2 6 0 5 1
lupyawa 4 3 2 6 1 0 5
lupyaaw 4 3 2 6 1 5 0
lupyawa 4 3 2 6 5 0 1
lupyaaw 4 3 2 6 5 1 0
luawapy 4 3 5 0 1 2 6
luawayp 4 3 5 0 1 6 2
luawpay 4 3 5 0 2 1 6
luawpya 4 3 5 0 2 6 1
luawyap 4 3 5 0 6 1 2
luawypa 4 3 5 0 6 2 1
luaawpy 4 3 5 1 0 2 6
luaawyp 4 3 5 1 0 6 2
luaapwy 4 3 5 1 2 0 6
luaapyw 4 3 5 1 2 6 0
luaaywp 4 3 5 1 6 0 2
luaaypw 4 3 5 1 6 2 0
luapway 4 3 5 2 0 1 6
luapwya 4 3 5 2 0 6 1
luapawy 4 3 5 2 1 0 6
luapayw 4 3 5 2 1 6 0
luapywa 4 3 5 2 6 0 1
luapyaw 4 3 5 2 6 1 0
luaywap 4 3 5 6 0 1 2
luaywpa 4 3 5 6 0 2 1
luayawp 4 3 5 6 1 0 2
luayapw 4 3 5 6 1 2 0
luaypwa 4 3 5 6 2 0 1
luaypaw 4 3 5 6 2 1 0
luywapa 4 3 6 0 1 2 5
luywaap 4 3 6 0 1 5 2
luywpaa 4 3 6 0 2 1 5
luywpaa 4 3 6 0 2 5 1
luywaap 4 3 6 0 5 1 2
luywapa 4 3 6 0 5 2 1
luyawpa 4 3 6 1 0 2 5
luyawap 4 3 6 1 0 5 2
luyapwa 4 3 6 1 2 0 5
luyapaw 4 3 6 1 2 5 0
luyaawp 4 3 6 1 5 0 2
luyaapw 4 3 6 1 5 2 0
luypwaa 4 3 6 2 0 1 5
luypwaa 4 3 6 2 0 5 1
luypawa 4 3 6 2 1 0 5
luypaaw 4 3 6 2 1 5 0
luypawa 4 3 6 2 5 0 1
luypaaw 4 3 6 2 5 1 0
luyawap 4 3 6 5 0 1 2
luyawpa 4 3 6 5 0 2 1
luyaawp 4 3 6 5 1 0 2
luyaapw 4 3 6 5 1 2 0
luyapwa 4 3 6 5 2 0 1
luyapaw 4 3 6 5 2 1 0
lawapuy 4 5 0 1 2 3 6
lawapyu 4 5 0 1 2 6 3
lawaupy 4 5 0 1 3 2 6
lawauyp 4 5 0 1 3 6 2
lawaypu 4 5 0 1 6 2 3
lawayup 4 5 0 1 6 3 2
lawpauy 4 5 0 2 1 3 6
lawpayu 4 5 0 2 1 6 3
lawpuay 4 5 0 2 3 1 6
lawpuya 4 5 0 2 3 6 1
lawpyau 4 5 0 2 6 1 3
lawpyua 4 5 0 2 6 3 1
lawuapy 4 5 0 3 1 2 6
lawuayp 4 5 0 3 1 6 2
lawupay 4 5 0 3 2 1 6
lawupya 4 5 0 3 2 6 1
lawuyap 4 5 0 3 6 1 2
lawuypa 4 5 0 3 6 2 1
lawyapu 4 5 0 6 1 2 3
lawyaup 4 5 0 6 1 3 2
lawypau 4 5 0 6 2 1 3
lawypua 4 5 0 6 2 3 1
lawyuap 4 5 0 6 3 1 2
lawyupa 4 5 0 6 3 2 1
laawpuy 4 5 1 0 2 3 6
laawpyu 4 5 1 0 2 6 3
laawupy 4 5 1 0 3 2 6
laawuyp 4 5 1 0 3 6 2
laawypu 4 5 1 0 6 2 3
laawyup 4 5 1 0 6 3 2
laapwuy 4 5 1 2 0 3 6
laapwyu 4 5 1 2 0 6 3
laapuwy 4 5 1 2 3 0 6
laapuyw 4 5 1 2 3 6 0
laapywu 4 5 1 2 6 0 3
laapyuw 4 5 1 2 6 3 0
laauwpy 4 5 1 3 0 2 6
laauwyp 4 5 1 3 0 6 2
laaupwy 4 5 1 3 2 0 6
laaupyw 4 5 1 3 2 6 0
laauywp 4 5 1 3 6 0 2
laauypw 4 5 1 3 6 2 0
laaywpu 4 5 1 6 0 2 3
laaywup 4 5 1 6 0 3 2
laaypwu 4 5 1 6 2 0 3
laaypuw 4 5 1 6 2 3 0
laayuwp 4 5 1 6 3 0 2
laayupw 4 5 1 6 3 2 0
lapwauy 4 5 2 0 1 3 6
lapwayu 4 5 2 0 1 6 3
lapwuay 4 5 2 0 3 1 6
lapwuya 4 5 2 0 3 6 1
lapwyau 4 5 2 0 6 1 3
lapwyua 4 5 2 0 6 3 1
lapawuy 4 5 2 1 0 3 6
lapawyu 4 5 2 1 0 6 3
lapauwy 4 5 2 1 3 0 6
lapauyw 4 5 2 1 3 6 0
lapaywu 4 5 2 1 6 0 3
lapayuw 4 5 2 1 6 3 0
lapuway 4 5 2 3 0 1 6
lapuwya 4 5 2 3 0 6 1
lapuawy 4 5 2 3 1 0 6
lapuayw 4 5 2 3 1 6 0
lapuywa 4 5 2 3 6 0 1
lapuyaw 4 5 2 3 6 1 0
lapywau 4 5 2 6 0 1 3
lapywua 4 5 2 6 0 3 1
lapyawu 4 5 2 6 1 0 3
lapyauw 4 5 2 6 1 3 0
lapyuwa 4 5 2 6 3 0 1
lapyuaw 4 5 2 6 3 1 0
lauwapy 4 5 3 0 1 2 6
lauwayp 4 5 3 0 1 6 2
lauwpay 4 5 3 0 2 1 6
lauwpya 4 5 3 0 2 6 1
lauwyap 4 5 3 0 6 1 2
lauwypa 4 5 3 0 6 2 1
lauawpy 4 5 3 1 0 2 6
lauawyp 4 5 3 1 0 6 2
lauapwy 4 5 3 1 2 0 6
lauapyw 4 5 3 1 2 6 0
lauaywp 4 5 3 1 6 0 2
lauaypw 4 5 3 1 6 2 0
laupway 4 5 3 2 0 1 6
laupwya 4 5 3 2 0 6 1
laupawy 4 5 3 2 1 0 6
laupayw 4 5 3 2 1 6 0
laupywa 4 5 3 2 6 0 1
laupyaw 4 5 3 2 6 1 0
lauywap 4 5 3 6 0 1 2
lauywpa 4 5 3 6 0 2 1
lauyawp 4 5 3 6 1 0 2
lauyapw 4 5 3 6 1 2 0
lauypwa 4 5 3 6 2 0 1
lauypaw 4 5 3 6 2 1 0
laywapu 4 5 6 0 1 2 3
laywaup 4 5 6 0 1 3 2
laywpau 4 5 6 0 2 1 3
laywpua 4 5 6 0 2 3 1
laywuap 4 5 6 0 3 1 2
laywupa 4 5 6 0 3 2 1
layawpu 4 5 6 1 0 2 3
layawup 4 5 6 1 0 3 2
layapwu 4 5 6 1 2 0 3
layapuw 4 5 6 1 2 3 0
layauwp 4 5 6 1 3 0 2
layaupw 4 5 6 1 3 2 0
laypwau 4 5 6 2 0 1 3
laypwua 4 5 6 2 0 3 1
laypawu 4 5 6 2 1 0 3
laypauw 4 5 6 2 1 3 0
laypuwa 4 5 6 2 3 0 1
laypuaw 4 5 6 2 3 1 0
layuwap 4 5 6 3 0 1 2
layuwpa 4 5 6 3 0 2 1
layuawp 4 5 6 3 1 0 2
layuapw 4 5 6 3 1 2 0
layupwa 4 5 6 3 2 0 1
layupaw 4 5 6 3 2 1 0
lywapua 4 6 0 1 2 3 5
lywapau 4 6 0 1 2 5 3
lywaupa 4 6 0 1 3 2 5
lywauap 4 6 0 1 3 5 2
lywaapu 4 6 0 1 5 2 3
lywaaup 4 6 0 1 5 3 2
lywpaua 4 6 0 2 1 3 5
lywpaau 4 6 0 2 1 5 3
lywpuaa 4 6 0 2 3 1 5
lywpuaa 4 6 0 2 3 5 1
lywpaau 4 6 0 2 5 1 3
lywpaua 4 6 0 2 5 3 1
lywuapa 4 6 0 3 1 2 5
lywuaap 4 6 0 3 1 5 2
lywupaa 4 6 0 3 2 1 5
lywupaa 4 6 0 3 2 5 1
lywuaap 4 6 0 3 5 1 2
lywuapa 4 6 0 3 5 2 1
lywaapu 4 6 0 5 1 2 3
lywaaup 4 6 0 5 1 3 2
lywapau 4 6 0 5 2 1 3
lywapua 4 6 0 5 2 3 1
lywauap 4 6 0 5 3 1 2
lywaupa 4 6 0 5 3 2 1
lyawpua 4 6 1 0 2 3 5
lyawpau 4 6 1 0 2 5 3
lyawupa 4 6 1 0 3 2 5
lyawuap 4 6 1 0 3 5 2
lyawapu 4 6 1 0 5 2 3
lyawaup 4 6 1 0 5 3 2
